item_id,order_id,product_id,quantity,unit_price,discount_percent
740,23,P0213,2,2611.25,40.78
741,98,P0320,3,1114.88,27.09
742,110,P0055,4,1847.22,8.68
743,7,P0200,4,1142.56,11.0
744,189,P0023,3,429.92,10.93
745,256,P0053,3,3591.4,39.56
746,492,P0049,5,3039.35,49.07
747,498,P0395,4,3499.23,16.6
748,342,P0247,3,430.82,0.88
749,262,P0328,5,3734.89,25.17
750,316,P0389,1,4494.22,15.44
751,318,P0041,4,393.62,18.73
752,193,P0105,3,3245.99,11.9
753,228,P0379,5,4398.93,6.71
754,390,P0021,3,2652.28,48.88
755,118,P0434,3,3691.08,17.14
756,465,P0470,2,3358.53,12.42
757,196,P0267,2,1676.02,22.12
758,252,P0036,1,4772.94,2.61
759,65,P0047,2,951.01,27.44
760,41,P0219,2,3652.45,15.57
761,91,P0311,2,1319.95,14.27
762,104,P0140,4,4325.89,24.06
763,86,P0242,3,2262.74,25.26
764,420,P0489,4,3988.44,0.99
765,43,P0389,4,4541.64,15.01
766,373,P0090,5,1360.73,23.18
767,288,P0311,4,2456.14,16.66
768,470,P0098,4,120.48,43.08
769,474,P0213,3,4707.4,48.52
770,158,P0329,3,4938.86,3.56
771,64,P0198,1,4667.43,8.12
772,395,P0468,4,3782.73,17.43
773,189,P0357,4,382.75,19.27
774,125,P0245,4,269.09,40.66
775,331,P0076,1,1380.52,22.77
776,309,P0297,2,4763.71,42.08
777,48,P0330,1,3586.89,19.22
778,42,P0266,5,4558.75,43.8
779,130,P0355,2,1580.88,48.38
780,376,P0211,4,3787.07,46.22
781,294,P0398,1,4007.92,40.71
782,477,P0384,3,2050.05,15.41
783,1,P0050,2,442.22,34.82
784,148,P0376,5,2211.65,8.82
785,102,P0250,2,991.72,47.42
786,109,P0096,4,1084.61,37.5
787,462,P0447,2,2103.08,31.34
788,326,P0086,5,491.07,4.29
789,176,P0016,1,2969.67,23.89
790,137,P0385,-1,4780.55,33.27
791,268,P0406,1,135.58,30.15
792,243,P0388,3,1751.45,21.47
793,176,P0162,3,4102.55,47.05
794,30,P0500,4,1844.54,16.51
795,446,P0358,-1,2068.86,41.77
796,63,P0445,-2,2700.08,47.55
797,317,P0352,2,3328.49,23.76
798,2,P0327,4,4791.98,40.63
799,448,P0024,1,4851.03,36.79
800,249,P0205,4,3722.1,39.7
801,477,P0483,3,4661.14,49.34
802,151,P0311,1,1055.88,7.16
803,402,P0439,5,3611.66,1.59
804,155,P0427,4,3398.0,27.44
805,229,P0489,4,666.83,33.13
806,88,P0386,2,4726.63,35.0
807,367,P0015,1,885.15,46.45
808,113,P0369,4,1362.38,23.82
809,473,P0274,1,3204.39,24.6
810,478,P0295,3,3855.05,30.03
811,368,P0381,3,3706.41,19.08
812,224,P0414,5,1243.5,12.95
813,46,P0175,3,3728.85,46.86
814,66,P0437,1,1635.52,19.01
815,303,P0275,1,1030.3,19.41
816,187,P0409,4,3428.58,39.83
817,303,P0114,5,622.27,0.46
818,418,P0483,4,1554.44,10.95
819,146,P0075,4,3760.59,42.46
820,159,P0258,1,4952.64,6.17
821,425,P0111,5,2525.63,35.21
822,415,P0171,4,848.24,35.84
823,27,P0473,2,4340.62,8.95
824,154,P0418,4,3330.33,42.43
825,173,P0217,1,3421.7,49.52
826,271,P0373,4,1486.9,34.82
827,281,P0202,2,576.87,16.17
828,28,P0436,5,4679.42,15.2
829,227,P0357,2,2463.96,44.86
830,384,P0101,2,3703.06,0.46
831,403,P0440,5,823.27,47.52
832,87,P0475,4,376.02,17.78
833,27,P0061,4,4903.36,32.5
834,77,P0322,5,3640.5,12.25
835,251,P0155,1,3471.12,47.73
836,408,P0344,4,3326.74,38.89
837,335,P0228,4,1899.88,6.0
838,329,P0343,1,4551.54,11.25
839,294,P0246,5,1441.25,37.27
840,248,P0331,5,3543.41,14.92
841,33,P0366,2,4553.51,39.76
842,359,P0011,2,2029.6,40.87
843,266,P0429,5,2965.14,35.69
844,107,P0495,1,3327.05,5.87
845,3,P0285,5,2291.44,15.71
846,106,P0335,1,889.93,28.12
847,64,P0260,1,1563.03,48.31
848,484,P0337,2,100.42,15.03
849,151,P0338,5,2717.1,6.99
850,268,P0467,4,4931.5,17.61
851,353,P0051,5,3346.82,2.24
852,154,P0439,1,4179.88,47.87
853,303,P0184,5,1459.24,36.46
854,131,P0134,4,1970.73,45.18
855,484,P0131,4,3414.98,47.01
856,37,P0323,2,3690.11,49.77
857,289,P0337,2,3274.08,25.57
858,79,P0162,2,4963.0,21.68
859,127,P0040,1,1423.61,26.57
860,169,P0328,5,535.97,45.46
861,409,P0116,3,1440.87,4.9
862,54,P0401,2,4635.62,8.79
863,414,P0251,3,568.15,17.45
864,283,P0139,5,3076.59,44.83
865,385,P0200,2,985.3,40.3
866,452,P0436,5,2072.99,29.62
867,263,P0366,-3,861.91,6.32
868,137,P0028,4,4600.36,31.96
869,128,P0348,3,3082.64,35.34
870,182,P0409,2,2396.46,14.34
871,368,P0452,4,4626.68,11.44
872,209,P0395,1,1632.41,4.51
873,123,P0484,1,558.8,28.77
874,284,P0476,1,2514.97,43.72
875,478,P0375,4,768.5,24.89
876,208,P0008,5,3119.8,45.54
877,360,P0274,1,3773.37,12.21
878,22,P0311,5,2298.4,8.43
879,90,P0039,5,1898.55,6.67
880,217,P0254,3,1957.56,18.66
881,348,P0128,1,4175.46,42.54
882,248,P0151,1,1397.28,0.11
883,473,P0157,5,4652.63,47.96
884,19,P0479,5,2368.98,30.89
885,4,P0316,4,2355.73,14.92
886,456,P0370,-1,1012.17,17.73
887,102,P0044,1,2692.57,44.93
888,250,P0004,4,862.59,32.83
889,192,P0154,2,1886.03,44.61
890,56,P0225,5,3315.77,21.97
891,223,P0003,2,1860.26,43.53
892,146,P0021,2,755.03,21.05
893,83,P0342,3,1075.06,23.96
894,251,P0282,3,2528.28,34.09
895,392,P0400,2,4420.66,25.09
896,491,P0056,4,3984.29,6.31
897,393,P0351,3,1258.87,33.92
898,306,P0378,3,139.34,24.01
899,390,P0220,3,1313.96,7.62
900,144,P0393,5,663.6,13.18
901,220,P0102,2,2422.07,39.14
902,258,P0313,1,987.82,49.63
903,77,P0118,5,690.26,20.06
904,476,P0075,3,2188.88,30.82
905,195,P0209,1,2672.36,35.01
906,219,P0246,2,400.61,21.35
907,138,P0187,1,1474.72,17.55
908,459,P0025,4,990.58,0.03
909,242,P0144,3,4551.56,5.04
910,252,P0187,2,1737.98,5.58
911,395,P0442,1,738.51,18.03
912,302,P0271,3,3063.1,11.91
913,197,P0045,3,4447.25,6.52
914,301,P0496,5,4569.67,32.72
915,229,P0474,2,583.32,47.09
916,372,P0243,5,4949.26,10.1
917,99,P0215,2,2797.43,12.63
918,459,P0188,5,2297.56,35.87
919,215,P0269,4,4663.53,25.19
920,141,P0357,1,4840.69,14.48
921,498,P0356,5,1031.94,40.73
922,446,P0263,4,4860.54,8.28
923,400,P0200,5,2064.16,13.57
924,293,P0112,-2,3001.35,0.44
925,363,P0369,5,2672.86,15.17
926,138,P0283,2,683.61,11.2
927,21,P0328,5,825.88,44.18
928,405,P0027,2,3247.82,12.45
929,1,P0333,2,1802.56,30.26
930,485,P0362,3,4431.53,13.2
931,314,P0151,2,1690.71,2.86
932,113,P0375,1,4829.61,8.84
933,445,P0399,1,4701.18,29.16
934,132,P0446,4,3168.53,30.22
935,113,P0167,2,1417.09,29.08
936,119,P0374,4,3658.8,18.43
937,93,P0236,4,1006.64,43.12
938,483,P0374,2,983.99,14.1
939,91,P0419,3,2031.57,30.39
940,219,P0126,1,2329.62,32.26
941,270,P0071,4,3661.15,40.4
942,197,P0011,5,639.17,0.68
943,395,P0043,1,1411.52,46.93
944,495,P0005,-5,4792.33,5.32
945,44,P0104,3,782.23,37.98
946,158,P0170,4,2446.65,12.19
947,322,P0279,5,703.07,41.25
948,53,P0262,1,4443.64,20.76
949,13,P0117,1,2192.96,7.37
950,451,P0351,3,1985.24,44.21
951,57,P0115,1,598.51,47.79
952,171,P0061,3,1866.42,46.24
953,310,P0078,1,972.53,26.52
954,218,P0077,5,4476.28,34.36
955,179,P0449,5,609.22,45.81
956,416,P0465,3,3585.4,3.82
957,77,P0399,1,3313.69,16.01
958,408,P0403,4,4884.06,40.73
959,492,P0373,1,1464.53,4.52
960,198,P0181,2,1664.65,21.19
961,326,P0171,4,777.28,47.2
962,282,P0255,2,2739.86,24.63
963,197,P0043,5,2946.72,21.09
964,416,P0384,5,1174.74,4.36
965,436,P0009,-3,1875.75,23.7
966,31,P0467,2,1811.8,42.44
967,74,P0428,2,4281.23,48.59
968,424,P0115,4,373.74,6.89
969,14,P0357,2,4828.07,18.58
970,38,P0245,1,4203.44,43.52
971,73,P0041,1,1300.72,0.62
972,94,P0241,4,3743.43,37.41
973,370,P0173,3,2275.47,32.24
974,80,P0031,1,4417.67,1.61
975,6,P0203,2,4180.13,34.0
976,425,P0133,4,4603.84,25.09
977,81,P0140,2,4868.3,26.08
978,206,P0317,2,374.38,19.61
979,40,P0419,5,3492.89,23.87
980,85,P0028,4,4036.36,32.33
981,54,P0040,2,1877.24,38.94
982,145,P0084,-3,2753.68,3.27
983,466,P0159,-5,1019.94,10.09
984,44,P0292,1,2867.5,28.19
985,162,P0048,4,4723.19,0.42
986,491,P0204,3,2551.06,15.72
987,499,P0067,4,3543.02,4.87
988,258,P0052,4,2560.67,38.75
989,196,P0245,1,2973.16,42.6
990,350,P0238,3,485.89,31.3
991,414,P0349,2,3305.68,38.44
992,257,P0265,2,4962.17,30.44
993,175,P0230,5,3948.22,16.95
994,482,P0221,3,296.06,35.64
995,313,P0311,4,467.49,7.62
996,8,P0074,4,3854.95,15.48
997,233,P0161,1,931.62,14.78
998,187,P0181,1,537.22,8.96
999,243,P0132,4,3839.42,22.1
1000,498,P0292,2,2492.47,18.17
1001,439,P0318,3,4593.99,6.45
1002,320,P0488,3,1636.86,4.17
1003,135,P0450,4,4390.13,34.13
1004,30,P0380,5,3973.89,34.99
1005,437,P0054,-5,1524.24,7.91
1006,115,P0199,4,4383.38,33.46
1007,329,P0274,3,4510.62,23.24
1008,56,P0470,1,4801.79,19.85
1009,169,P0034,4,1654.7,49.82
1010,380,P0244,4,660.2,22.73
1011,241,P0075,5,3237.06,16.01
1012,397,P0195,1,405.76,40.43
1013,110,P0028,4,1136.32,1.15
1014,326,P0091,4,509.6,3.46
1015,448,P0365,4,2311.96,20.99
1016,133,P0095,2,4169.69,4.62
1017,386,P0153,4,906.21,17.46
1018,275,P0353,4,3940.9,48.28
1019,355,P0293,4,2006.78,0.5
1020,371,P0342,5,2934.6,7.23
1021,460,P0235,-3,4675.72,24.97
1022,497,P0346,3,2091.29,26.03
1023,483,P0427,1,4300.61,31.71
1024,112,P0382,5,4897.26,21.01
1025,308,P0194,5,1159.07,10.49
1026,296,P0490,2,170.42,40.69
1027,158,P0258,1,4113.35,6.24
1028,234,P0212,4,2110.9,17.61
1029,499,P0392,5,1745.55,46.32
1030,91,P0284,4,3014.97,27.14
1031,338,P0353,4,3433.38,31.71
1032,464,P0439,5,586.2,4.38
1033,9,P0316,1,4669.23,5.18
1034,52,P0325,5,2276.11,29.06
1035,437,P0216,1,1138.17,38.84
1036,101,P0439,5,2400.91,6.22
1037,421,P0331,4,3548.79,37.06
1038,401,P0115,1,2587.05,13.38
1039,463,P0408,3,4555.75,33.67
1040,213,P0017,1,176.1,7.67
1041,266,P0420,3,3732.1,15.87
1042,221,P0124,2,2823.12,19.57
1043,425,P0027,5,4026.53,28.89
1044,200,P0373,2,951.21,45.21
1045,119,P0051,5,3579.12,6.32
1046,402,P0201,1,4230.85,31.37
1047,82,P0486,3,1679.78,4.66
1048,322,P0395,1,3007.11,1.39
1049,41,P0293,5,1973.78,37.12
1050,325,P0324,2,3910.19,9.33
1051,275,P0431,2,1301.75,39.0
1052,338,P0027,4,1447.33,46.75
1053,297,P0444,1,606.75,22.96
1054,73,P0145,5,1383.77,9.03
1055,186,P0468,1,4207.75,19.54
1056,212,P0038,4,2483.93,31.28
1057,193,P0456,2,1636.57,45.42
1058,6,P0463,2,975.52,28.36
1059,61,P0500,5,1779.77,17.34
1060,3,P0082,5,2656.57,12.73
1061,16,P0275,1,212.89,25.59
1062,187,P0059,2,4503.0,1.47
1063,373,P0355,2,4705.26,13.38
1064,48,P0179,4,3569.61,32.6
1065,254,P0224,4,2612.02,20.0
1066,102,P0352,2,4245.58,35.87
1067,407,P0393,4,2979.14,8.28
1068,250,P0222,2,4426.0,21.19
1069,319,P0056,3,3075.75,21.47
1070,460,P0324,5,4114.77,22.47
1071,130,P0301,1,2108.06,30.19
1072,16,P0059,5,981.53,16.13
1073,38,P0111,2,3319.08,18.6
1074,164,P0353,3,153.42,16.44
1075,165,P0461,4,1239.98,3.31
1076,270,P0112,3,604.31,13.9
1077,414,P0441,5,3389.59,28.7
1078,223,P0163,4,4085.63,9.91
1079,256,P0024,1,4952.27,21.06
1080,308,P0168,1,2996.74,11.82
1081,330,P0402,1,4294.91,49.4
1082,431,P0496,4,2073.77,44.79
1083,331,P0009,5,440.33,4.76
1084,141,P0163,4,3793.09,20.02
1085,253,P0314,5,330.66,14.92
1086,329,P0496,4,4561.31,42.15
1087,115,P0025,5,4144.74,6.94
1088,371,P0224,3,1209.07,4.4
1089,276,P0003,3,4677.14,43.4
1090,23,P0057,3,335.22,15.21
1091,314,P0406,3,4081.18,13.5
1092,299,P0236,2,687.52,15.97
1093,455,P0436,2,4832.6,20.66
1094,268,P0271,4,1278.56,23.9
1095,165,P0396,4,3681.24,11.29
1096,365,P0043,3,1829.75,41.78
1097,377,P0439,2,1108.87,3.9
1098,7,P0344,4,1159.06,40.93
1099,175,P0107,2,4088.58,38.08
1100,390,P0484,5,1627.94,22.7
1101,55,P0469,2,737.3,45.83
1102,445,P0318,4,2615.97,39.0
1103,217,P0085,2,3462.7,47.57
1104,76,P0237,5,4393.36,37.25
1105,236,P0096,-2,1407.11,23.81
1106,136,P0061,5,4641.95,4.2
1107,204,P0258,4,2211.16,16.69
1108,51,P0026,4,3278.25,36.6
1109,97,P0207,4,965.56,13.8
1110,222,P0056,5,3437.69,32.32
1111,28,P0459,1,274.87,13.31
1112,142,P0116,1,4424.74,34.98
1113,52,P0113,4,3696.23,43.98
1114,88,P0403,3,1097.52,31.84
1115,2,P0049,5,1006.89,45.39
1116,157,P0437,5,4542.67,11.93
1117,86,P0096,3,1727.56,22.76
1118,220,P0172,1,202.05,48.72
1119,390,P0437,1,147.7,17.61
1120,251,P0448,4,1312.8,5.47
1121,149,P0428,1,1218.61,25.16
1122,52,P0156,2,4039.07,16.78
1123,280,P0132,4,3350.7,12.68
1124,181,P0155,-4,3579.77,44.57
1125,139,P0352,5,2644.61,31.99
1126,439,P0113,2,3330.9,7.08
1127,296,P0380,4,3509.45,21.54
1128,100,P0472,2,4778.59,31.94
1129,348,P0279,3,4506.18,22.46
1130,467,P0348,5,1809.34,16.56
1131,142,P0159,5,1033.81,28.98
1132,63,P0222,3,3997.13,28.33
1133,497,P0005,3,2544.74,34.28
1134,268,P0495,4,1519.93,27.91
1135,148,P0034,2,4018.95,0.78
1136,423,P0304,1,704.84,24.42
1137,339,P0428,1,103.14,12.57
1138,403,P0440,3,2559.77,47.93
1139,45,P0366,5,1426.28,49.8
1140,471,P0042,2,1524.93,1.61
1141,348,P0327,3,1992.58,19.96
1142,472,P0155,1,3025.49,8.67
1143,166,P0412,4,2933.02,34.17
1144,214,P0284,2,1077.66,15.25
1145,322,P0237,3,2774.57,18.8
1146,270,P0227,4,3501.25,25.19
1147,219,P0239,3,2160.48,20.51
1148,14,P0491,1,3857.17,4.42
1149,155,P0403,2,1288.96,25.61
1150,461,P0290,2,4401.25,2.68
1151,344,P0004,4,2367.76,38.15
1152,28,P0044,5,367.99,41.49
1153,50,P0421,1,1523.83,24.07
1154,63,P0380,3,2964.63,25.54
1155,265,P0074,1,2854.04,48.36
1156,346,P0328,2,4276.05,15.04
1157,480,P0004,3,4047.52,31.18
1158,1,P0079,2,3058.57,6.05
1159,54,P0243,1,220.82,25.29
1160,63,P0154,4,2082.33,49.13
1161,280,P0134,2,4126.26,34.07
1162,75,P0326,5,206.12,7.08
1163,380,P0359,2,2778.74,23.81
1164,52,P0492,3,2984.94,18.37
1165,358,P0410,3,625.95,20.84
1166,146,P0235,4,688.62,19.47
1167,331,P0334,5,4476.78,30.99
1168,182,P0493,1,782.59,44.12
1169,82,P0184,4,2553.13,43.05
1170,362,P0269,2,2014.06,3.14
1171,369,P0289,2,1762.53,35.76
1172,391,P0338,2,1584.36,19.7
1173,242,P0311,4,3328.96,28.8
1174,270,P0133,5,734.17,16.2
1175,317,P0425,5,2078.49,2.25
1176,341,P0055,2,2547.23,33.97
1177,396,P0414,3,4594.61,39.78
1178,90,P0373,1,4473.12,37.79
1179,32,P0314,4,1327.37,1.87
1180,192,P0311,1,3193.34,1.47
1181,358,P0231,2,1950.38,49.44
1182,101,P0130,5,2506.4,33.94
1183,83,P0223,2,4087.8,40.43
1184,13,P0323,2,4803.18,4.81
1185,458,P0003,1,1861.85,20.4
1186,175,P0095,5,3443.57,47.89
1187,427,P0107,5,2894.81,23.69
1188,461,P0287,3,4281.77,40.08
1189,193,P0448,4,447.25,3.91
1190,61,P0256,5,1229.81,30.07
1191,421,P0482,-3,1520.49,41.41
1192,35,P0447,4,4370.22,48.41
1193,124,P0437,1,2637.02,30.56
1194,30,P0280,3,3517.84,5.54
1195,135,P0335,4,246.89,16.9
1196,455,P0392,3,391.02,10.21
1197,340,P0468,3,4403.52,11.78
1198,289,P0464,1,3089.01,41.75
1199,37,P0487,1,2139.58,36.96
1200,246,P0485,1,734.38,36.17
1201,260,P0116,1,3286.65,21.58
1202,449,P0498,3,1216.0,46.56
1203,416,P0101,1,2717.51,43.01
1204,27,P0199,1,3851.84,34.77
1205,282,P0071,4,666.36,5.9
1206,189,P0181,5,1048.86,21.83
1207,48,P0302,1,149.24,20.65
1208,411,P0008,5,4378.95,12.5
1209,65,P0225,1,984.91,2.19
1210,456,P0126,3,4990.64,6.49
1211,63,P0337,4,476.34,12.51
1212,362,P0377,5,4085.78,44.88
1213,155,P0483,2,1897.97,27.57
1214,137,P0164,2,3519.08,25.17
1215,211,P0362,1,4757.76,24.31
1216,71,P0431,1,4882.1,11.53
1217,191,P0372,5,4100.26,7.1
1218,333,P0392,2,2323.44,5.71
1219,139,P0143,4,2982.38,15.02
1220,438,P0313,1,1981.29,0.94
1221,23,P0115,4,1108.08,9.22
1222,339,P0157,4,253.4,38.15
1223,387,P0458,1,1747.47,41.41
1224,303,P0111,3,3810.54,17.05
1225,219,P0401,5,3673.21,36.77
1226,284,P0199,1,4767.12,46.62
1227,481,P0274,3,2371.16,28.63
1228,134,P0084,5,4805.49,23.37
1229,8,P0144,2,4017.99,47.55
1230,395,P0278,1,1549.54,28.55
1231,186,P0138,1,3330.23,39.12
1232,158,P0292,-5,3337.8,41.8
1233,9,P0226,2,143.47,1.85
1234,433,P0285,3,1167.43,2.93
1235,313,P0283,1,1638.73,3.2
1236,403,P0142,2,1371.75,24.75
1237,76,P0447,2,3127.95,2.48
1238,95,P0351,1,2582.92,22.02
1239,368,P0117,3,397.98,35.73
1240,9,P0348,3,4240.16,42.47
1241,308,P0121,5,1813.68,3.87
1242,40,P0122,4,1099.81,28.52
1243,219,P0449,4,1487.11,1.23
1244,172,P0500,5,2099.87,32.6
1245,151,P0319,4,252.67,18.42
1246,467,P0303,3,225.12,30.45
1247,400,P0380,3,2590.09,29.07
1248,194,P0426,3,2955.16,32.85
1249,333,P0041,2,4780.38,47.93
1250,295,P0323,2,2786.34,20.9
1251,271,P0409,1,352.01,23.62
1252,163,P0138,5,1055.62,28.76
1253,410,P0394,2,4889.63,11.54
1254,60,P0355,3,1281.13,36.64
1255,181,P0287,4,2577.65,45.73
1256,230,P0403,4,2152.37,28.47
1257,126,P0398,2,4555.4,33.71
1258,408,P0147,2,1773.7,5.9
1259,76,P0295,4,2521.58,44.07
1260,449,P0233,2,176.01,6.04
1261,365,P0477,3,2402.32,5.05
1262,13,P0354,1,917.98,3.65
1263,471,P0199,5,4530.88,17.72
1264,124,P0365,4,1537.62,16.84
1265,316,P0056,3,4971.26,2.26
1266,467,P0210,3,3191.08,37.03
1267,245,P0359,4,759.57,9.17
1268,480,P0261,5,510.57,44.78
1269,346,P0333,5,2322.28,16.02
1270,302,P0144,2,4729.36,4.84
1271,25,P0289,3,2636.62,26.26
1272,219,P0147,5,1681.72,15.93
1273,22,P0417,2,4730.76,44.12
1274,143,P0295,2,4409.96,15.72
1275,61,P0148,3,1441.86,21.95
1276,470,P0133,2,4945.15,37.67
1277,73,P0050,2,1113.53,41.94
1278,463,P0021,-2,4803.3,26.99
1279,427,P0422,-2,226.31,10.16
1280,228,P0267,5,718.28,22.69
1281,471,P0433,1,687.71,44.44
1282,443,P0071,4,4966.08,36.58
1283,412,P0041,1,3746.96,11.12
1284,260,P0172,1,1452.93,31.53
1285,38,P0362,5,3470.89,44.61
1286,478,P0362,1,3991.57,15.88
1287,450,P0321,5,274.62,31.72
1288,301,P0193,1,4373.36,11.01
1289,78,P0249,2,4087.96,36.68
1290,326,P0449,3,534.69,25.82
1291,35,P0252,-2,2832.91,10.43
1292,353,P0135,2,3105.55,31.55
1293,248,P0272,2,3319.01,9.0
1294,449,P0150,3,3373.08,24.51
1295,279,P0247,4,1547.54,10.95
1296,229,P0167,3,1312.24,21.24
1297,164,P0339,2,656.33,34.85
1298,248,P0431,2,4043.13,24.46
1299,15,P0149,4,1412.83,10.76
1300,396,P0166,4,1381.87,15.88
1301,218,P0205,4,1377.43,2.73
1302,174,P0326,4,4110.77,15.43
1303,449,P0086,4,2726.46,38.98
1304,315,P0313,1,1715.45,30.25
1305,11,P0411,1,1958.02,39.02
1306,393,P0393,3,2809.18,32.75
1307,275,P0102,5,4927.56,41.91
1308,118,P0149,4,4026.3,45.53
1309,284,P0376,3,1318.65,0.68
1310,270,P0053,1,2557.35,39.57
1311,155,P0013,1,1227.03,38.62
1312,384,P0064,2,4083.68,18.89
1313,380,P0449,4,1422.99,4.25
1314,361,P0391,1,3689.93,1.01
1315,78,P0049,5,3705.78,39.63
1316,440,P0160,2,3945.38,21.26
1317,235,P0104,1,588.43,48.46
1318,150,P0220,5,556.01,48.34
1319,146,P0465,5,3544.11,25.33
1320,255,P0373,-4,2028.86,18.64
1321,232,P0115,5,2931.61,1.24
1322,245,P0289,2,633.85,15.53
1323,500,P0043,2,567.41,8.46
1324,43,P0073,4,2075.66,41.9
1325,291,P0390,5,1238.91,38.37
1326,380,P0173,3,4188.18,1.83
1327,447,P0003,5,1413.91,10.46
1328,280,P0256,5,1633.78,32.6
1329,248,P0264,3,2818.56,36.98
1330,218,P0359,1,479.77,6.36
1331,384,P0063,1,914.37,21.88
1332,218,P0254,1,936.54,40.16
1333,448,P0281,4,2148.92,0.46
1334,151,P0369,1,4617.65,33.83
1335,456,P0191,5,2862.67,8.3
1336,105,P0412,3,3108.6,35.72
1337,242,P0237,5,1132.02,16.51
1338,367,P0425,2,2421.97,15.88
1339,35,P0003,2,1628.02,9.38
1340,170,P0049,1,399.43,23.43
1341,326,P0287,2,4428.38,17.25
1342,141,P0146,1,4121.7,43.4
1343,189,P0320,5,3858.25,46.72
1344,338,P0104,5,479.63,7.62
1345,135,P0289,2,601.38,39.84
1346,197,P0170,5,2920.71,42.67
1347,414,P0378,5,4369.55,33.42
1348,2,P0402,4,1235.97,10.82
1349,85,P0244,5,4385.61,16.17
1350,414,P0226,1,2184.49,23.58
1351,61,P0124,3,2844.71,18.87
1352,182,P0160,4,4209.38,15.85
1353,432,P0110,1,4781.26,47.27
1354,431,P0224,3,2846.38,24.5
1355,286,P0461,3,2233.53,17.41
1356,438,P0239,1,3876.65,17.3
1357,287,P0449,4,4989.71,46.97
1358,478,P0383,4,4977.65,9.79
1359,3,P0301,3,1620.91,4.71
1360,258,P0472,3,163.67,13.65
1361,204,P0023,3,4979.12,35.21
1362,498,P0293,3,4134.3,43.16
1363,324,P0233,4,2502.47,23.67
1364,20,P0190,5,241.3,44.71
1365,91,P0446,2,4269.62,4.14
1366,327,P0364,1,405.39,4.87
1367,437,P0100,5,3310.02,36.87
1368,435,P0461,3,1650.75,35.47
1369,188,P0265,5,169.44,33.22
1370,343,P0032,4,418.28,41.25
1371,137,P0043,5,945.67,2.23
1372,259,P0210,5,947.54,37.34
1373,288,P0180,1,676.8,23.31
1374,238,P0046,1,669.68,4.53
1375,303,P0321,1,4832.25,38.34
1376,192,P0236,1,498.25,36.21
1377,349,P0329,2,4719.02,43.23
1378,195,P0362,2,1506.68,13.95
1379,116,P0428,5,1022.4,44.18
1380,133,P0358,2,2254.03,4.62
1381,179,P0396,3,3244.95,22.48
1382,428,P0300,2,1989.84,26.9
1383,223,P0178,2,3265.44,34.1
1384,359,P0496,3,2568.45,41.49
1385,396,P0108,3,1365.25,23.38
1386,265,P0338,1,3192.46,23.76
1387,191,P0289,4,1951.76,29.42
1388,54,P0323,1,1858.53,45.05
1389,172,P0173,2,3274.62,5.01
1390,240,P0280,3,1012.19,1.09
1391,295,P0356,5,2231.35,19.97
1392,192,P0308,2,1755.6,33.93
1393,476,P0450,3,1248.08,46.74
1394,219,P0397,5,1419.87,28.87
1395,263,P0086,-5,4619.53,44.33
1396,498,P0291,5,3784.07,6.49
1397,28,P0497,3,542.95,39.64
1398,235,P0203,2,910.18,0.04
1399,89,P0155,2,1606.88,9.23
1400,371,P0126,2,855.28,27.77
1401,82,P0177,-3,589.58,27.49
1402,468,P0242,4,3375.34,41.57
1403,50,P0199,2,729.66,38.15
1404,168,P0460,2,1487.65,33.74
1405,274,P0037,4,1799.65,33.49
1406,454,P0312,-5,972.98,11.76
1407,422,P0001,3,3091.78,37.58
1408,71,P0256,1,1021.06,10.56
1409,197,P0335,4,981.39,7.54
1410,421,P0247,3,270.65,47.93
1411,204,P0350,4,2635.01,5.32
1412,376,P0052,1,3313.76,20.22
1413,66,P0295,1,2584.16,34.31
1414,492,P0344,1,2068.35,38.57
1415,380,P0325,3,668.2,40.36
1416,400,P0243,4,3588.92,42.21
1417,92,P0218,3,2705.39,19.17
1418,173,P0486,1,4677.47,29.51
1419,315,P0373,2,4373.81,21.74
1420,63,P0445,4,2499.14,18.36
1421,130,P0218,5,1753.56,14.81
1422,92,P0151,1,1848.74,0.88
1423,19,P0306,3,647.25,36.6
1424,128,P0090,5,511.83,4.73
1425,221,P0458,2,1446.01,48.59
1426,423,P0463,5,4191.1,36.63
1427,21,P0040,5,1700.28,1.91
1428,327,P0416,5,4421.98,19.1
1429,327,P0384,1,1579.73,20.04
1430,132,P0370,2,3299.19,44.15
1431,407,P0099,4,2897.39,49.75
1432,438,P0407,5,1294.39,39.95
1433,111,P0390,3,4683.84,13.74
1434,344,P0024,2,3062.65,45.49
1435,209,P0107,3,191.72,20.72
1436,237,P0307,2,3972.27,31.74
1437,10,P0364,1,1690.58,3.19
1438,312,P0424,3,2357.16,21.04
1439,200,P0244,5,4656.38,0.63
1440,422,P0228,3,843.72,42.72
1441,358,P0088,4,3397.63,12.78
1442,293,P0496,1,485.18,24.33
1443,383,P0272,3,1909.04,14.59
1444,240,P0016,3,863.91,29.25
1445,221,P0213,5,4979.55,1.17
1446,252,P0121,3,1938.89,26.88
1447,436,P0064,4,575.2,10.92
1448,92,P0443,1,879.68,38.88
1449,181,P0385,4,1166.99,45.02
1450,186,P0323,3,617.63,44.24
1451,273,P0201,3,1202.99,20.2
1452,474,P0231,4,869.14,43.67
1453,273,P0425,4,1736.87,23.2
1454,51,P0197,2,2942.77,20.9
1455,326,P0015,4,3132.49,6.93
1456,42,P0307,5,2895.87,20.44
