order_id,customer_id,order_date,status,region_code
464,481.0,2026-02-18 15:14:57,RETURNED,NORTH
465,218.0,2026-04-08 15:14:57,PLACED,EAST
466,307.0,2026-03-04 15:14:57,PLACED,NORTH
467,296.0,2026-04-30 15:14:57,SHIPPED,EAST
468,210.0,2025-10-25 15:14:57,RETURNED,EAST
469,134.0,2026-03-11 15:14:57,RETURNED,EAST
470,349.0,2025-11-19 15:14:57,RETURNED,WEST
471,92.0,2026-05-18 15:14:57,DELIVERED,EAST
472,397.0,2025-10-16 15:14:57,PLACED,SOUTH
473,229.0,2025-10-28 15:14:57,RETURNED,WEST
474,403.0,2026-05-15 15:14:57,PLACED,SOUTH
475,200.0,2025-08-09 15:14:57,SHIPPED,WEST
476,475.0,2025-09-21 15:14:57,SHIPPED,EAST
477,41.0,2026-02-19 15:14:57,CANCELLED,EAST
478,365.0,2025-09-05 15:14:57,SHIPPED,WEST
479,-1.0,2026-07-09 15:14:57,RETURNED,EAST
480,-1.0,2026-06-09 15:14:57,SHIPPED,SOUTH
481,-1.0,2025-12-07 15:14:57,SHIPPED,NORTH
482,142.0,2026-02-03 15:14:57,CANCELLED,SOUTH
483,-1.0,2026-08-02 15:14:57,PLACED,EAST
484,372.0,2026-06-01 15:14:57,DELIVERED,SOUTH
485,311.0,2026-03-27 15:14:57,RETURNED,NORTH
486,134.0,2026-04-23 15:14:57,PLACED,EAST
487,175.0,2026-04-26 15:14:57,RETURNED,EAST
488,356.0,2026-02-16 15:14:57,SHIPPED,EAST
489,493.0,2026-07-21 15:14:57,RETURNED,NORTH
490,247.0,2025-09-10 15:14:57,SHIPPED,SOUTH
491,410.0,2026-02-03 15:14:57,PLACED,EAST
492,128.0,2026-02-27 15:14:57,DELIVERED,NORTH
493,284.0,2026-04-07 15:14:57,SHIPPED,EAST
494,94.0,2026-07-22 15:14:57,SHIPPED,WEST
495,378.0,2025-12-08 15:14:57,SHIPPED,SOUTH
496,104.0,2026-06-19 15:14:57,PLACED,NORTH
497,472.0,2026-07-12 15:14:57,PLACED,NORTH
498,435.0,2026-06-20 15:14:57,RETURNED,EAST
499,252.0,2026-04-25 15:14:57,SHIPPED,SOUTH
500,28.0,2026-03-11 15:14:57,RETURNED,NORTH
