contract_id,vendor_id,item_name,negotiated_price,valid_from
C001498,V02555,E-markets,2139.04,2024-04-19
C004530,V02481,E-services,3073.24,2023-07-04
C001845,V02108,Convergence,618.57,2025-03-05
C003227,V02297,Solutions,2016.88,2025-10-28
C004036,V02626,Niches,4277.7,2024-04-24
C000010,V03414,Roi,1475.89,2023-08-25
C001411,V03440,E-business,1107.82,2025-07-03
C003569,V02650,Methodologies,1988.57,2023-04-26
C003484,V01876,Niches,3244.12,2023-05-17
C003473,V03309,Roi,2842.75,2024-10-30
C000716,V01478,Systems,3542.12,2023-07-01
C000093,V04861,E-tailers,588.87,2025-05-19
C004047,V03037,E-markets,3172.46,2024-06-02
C000286,V00472,Channels,3179.6,2024-07-11
C001360,V02798,Systems,3395.91,2025-07-11
C001018,V00861,Niches,4455.56,2024-07-01
C004730,V03881,Functionalities,3293.61,2024-10-21
C001527,V04968,Paradigms,3106.04,2023-05-18
C000037,V00650,Solutions,386.19,2025-08-14
C000912,V00750,Services,3095.0,2025-03-16
C000479,V02595,E-commerce,1428.55,2025-02-23
C004704,V00779,Partnerships,3498.49,2025-12-22
C002972,V02043,Web-readiness,934.25,2025-02-13
C003096,V03946,E-commerce,1637.87,2025-08-24
C002923,V02363,Systems,1340.25,2024-01-26
C004890,V04858,Convergence,774.93,2025-04-30
C002447,V04032,Paradigms,238.68,2023-07-23
C000358,V00415,Functionalities,110.69,2023-11-02
C000644,V02383,E-services,3905.31,2023-12-02
C000066,V03415,Schemas,2375.18,2026-01-17
C000401,V00219,Niches,938.46,2025-04-28
C003257,V04467,Communities,4270.08,2023-08-02
C001448,V00145,Bandwidth,765.34,2023-11-25
C002089,V00988,Niches,772.62,2025-04-02
C001086,V01837,Solutions,1437.5,2023-07-07
C003304,V03951,,769.04,2024-06-20
C003544,V02445,Schemas,2344.89,2024-01-28
C002885,V04429,Roi,3224.88,2024-07-19
C001579,V04726,Roi,4741.34,2024-06-03
C002728,V00859,Services,3420.51,2023-05-06
C000201,V04389,Metrics,663.64,2023-07-28
C002223,V01729,Users,2636.72,2024-03-31
C002432,V01472,Niches,2726.29,2026-03-20
C001325,V04293,Paradigms,3869.34,2023-12-16
C004092,V03368,Roi,3643.5,2024-11-01
C000795,V01249,Roi,2810.83,2024-08-18
C000833,V02535,Solutions,4580.11,2025-03-13
C004867,V03994,E-services,1809.92,2023-10-02
C002924,V02776,Communities,4283.05,04/23/2023
C002675,V02272,E-business,1068.61,2026-03-12
C000307,V02790,E-business,4786.76,2023-09-11
C003434,V03193,Bandwidth,4166.08,2024-02-27
C003884,V02530,Communities,856.05,2026-01-17
C001181,V00350,E-services,4080.92,2023-05-12
C001835,V02221,E-business,4444.21,05/28/2025
C004894,V01105,E-tailers,2756.74,2024-08-19
C001469,V00927,Action-items,4924.68,2025-03-28
C004861,V04247,Users,4444.24,2023-11-15
C002430,V02911,Convergence,2560.45,2024-01-23
C002573,V01573,E-markets,1008.39,2023-09-20
C001734,V02130,E-business,2353.68,2026-02-13
C004461,V01788,Info-mediaries,4673.36,2025-05-08
C000803,V03156,Networks,3070.78,2025-08-11
C004888,V04654,Networks,905.76,2025-02-09
C001071,V03148,E-tailers,3843.12,2025-05-24
C000723,V03017,Schemas,2416.13,2024-06-24
C000029,V01725,E-tailers,3994.17,2023-09-03
C002171,V03434,Roi,3831.3,2025-10-29
C000584,V00146,Schemas,4058.9,2024-02-07
C002890,V02990,Action-items,4064.36,2024-07-09
C000794,V02313,Roi,3483.0,2023-11-10
C000316,V04558,Schemas,4105.99,02/20/2024
C003553,V04238,Channels,1414.44,2024-03-22
C002794,V01528,Systems,3406.14,2023-12-14
C004401,V01582,E-tailers,4354.83,2025-02-11
C001483,V02682,Users,238.08,2023-12-15
C001130,V04677,Solutions,735.33,2024-06-09
C002867,V04267,Architectures,2132.89,2025-04-03
C001620,V01085,E-services,4802.31,2024-10-07
C003714,V03104,Services,79.91,2025-04-27
C003883,V00052,E-tailers,1404.53,2024-07-30
C000466,V00116,Roi,4195.47,2024-08-27
C004207,V02840,Paradigms,4204.86,2025-11-28
C004026,V04124,Paradigms,3192.95,2024-12-24
C002087,V02691,Web-readiness,3952.48,2023-07-06
C000039,V04280,E-markets,4265.87,08/29/2024
C002667,V03677,Architectures,2055.6,2023-11-21
C001012,V03070,Solutions,1527.76,2025-06-21
C004303,V02790,Infrastructures,2941.81,2023-09-29
C003753,V02960,Niches,685.74,2023-05-08
C001887,V01469,Paradigms,2977.44,2025-06-28
C000152,V01402,Roi,831.07,2025-01-08
C000245,V04993,Niches,4020.92,2024-11-11
C000376,V03675,Solutions,2218.84,2025-12-07
C002163,V02965,E-markets,4422.71,2026-02-16
C002866,V03014,Info-mediaries,731.02,2024-12-07
C001748,V00469,Roi,1027.16,2024-11-29
C002061,V03518,Solutions,2315.18,2024-01-13
C001927,V01471,E-tailers,815.39,2023-05-26
C001985,V03409,Solutions,2034.25,2023-10-15
C003978,V04422,Roi,4048.76,2025-03-22
C001943,V03035,Users,1117.69,2025-05-27
C002827,V03968,Niches,4373.77,2025-03-16
C000891,V02186,E-tailers,3178.08,2024-09-27
C002864,V03885,Schemas,1363.46,2026-03-27
C001523,V04282,Users,3069.35,2023-12-24
C003947,V01577,Niches,4035.13,2026-02-16
C000873,V02894,Platforms,-3369.76,2023-08-12
C000127,V03697,Niches,3798.26,01/06/2025
C002470,V03327,E-markets,1157.89,04/29/2023
C003940,V01758,Communities,4253.12,2024-09-25
C001191,V01980,E-tailers,62.73,2024-08-06
C002663,V03314,E-services,2738.51,2023-11-30
C000797,V04090,E-commerce,1508.89,2024-01-09
C002025,V03097,Infrastructures,4935.17,2025-11-01
C002289,V02345,Partnerships,4920.94,2025-02-23
C000407,V01061,Infrastructures,1910.1,2024-02-14
C000518,V01108,Channels,4294.86,2023-10-27
C000455,V00305,Platforms,3287.74,2024-10-30
C000693,V00592,Convergence,-2560.93,2025-04-30
C001962,V02466,E-services,3838.19,2023-08-18
C000243,V04738,Services,1590.11,2024-04-07
C000107,V04953,Info-mediaries,1958.23,2025-02-21
C003495,V00385,Info-mediaries,3516.15,2024-05-30
C002064,V01316,Services,956.05,2024-01-27
C003769,V01080,E-services,689.8,2026-04-02
C001592,V04195,E-services,3546.99,2024-03-10
C000186,V02139,Infrastructures,3135.58,2025-04-22
C000290,V02383,Niches,4311.47,2024-07-13
C001619,V03164,Roi,525.06,2023-07-30
C003124,V04196,Communities,413.96,2024-06-18
C001211,V01585,Infrastructures,686.18,2024-06-09
C000717,V00108,Niches,1167.21,2023-07-29
C002642,V00258,Schemas,3284.74,2026-02-24
C002523,V01161,Web-readiness,477.05,2024-11-12
C002656,V01927,Infrastructures,3287.72,2024-08-04
C003662,V03541,Channels,4146.37,2023-09-30
C002308,V03276,Niches,26.5,2023-10-10
C002411,V03008,Paradigms,2220.71,2025-06-13
C002740,V02060,Channels,3405.85,2025-06-24
C000602,V03551,Markets,2050.11,2024-12-26
C003418,V03230,Solutions,4541.25,2026-02-28
C000454,V00957,Platforms,968.63,02/27/2024
C004717,V00610,Platforms,842.66,2024-06-23
C003763,V03928,E-markets,4246.38,2023-11-07
C003725,V02811,Metrics,4499.17,2025-12-14
C003853,V04903,Bandwidth,2768.56,2026-04-10
C002659,V03295,E-services,387.95,2024-07-04
C001365,V00163,Convergence,2786.09,2025-12-06
C002123,V02216,Schemas,4105.94,2023-05-22
C001301,V00123,Users,4141.41,2025-08-05
C002027,V03717,Platforms,1641.83,2024-12-21
C002147,V00024,Action-items,1705.32,2025-03-02
C003264,V01412,Niches,4936.34,2025-07-10
C003716,V04033,Users,3029.06,2023-04-19
C001998,V03802,E-markets,1032.72,2025-10-13
C003889,V02964,Systems,1589.32,02/06/2024
C004843,V03203,Roi,45.96,2025-09-02
C000326,V02893,Convergence,3934.88,2025-01-06
C002335,V03052,Users,2959.85,2026-04-09
C003849,V01531,Networks,935.77,2025-04-02
C002784,V00131,Communities,1244.82,2024-05-18
C004757,V02758,Experiences,3040.73,2024-05-27
C003060,V01071,Partnerships,3786.79,2025-05-15
C001393,V02041,Infrastructures,1067.57,2023-09-29
C002213,V02376,E-markets,860.48,2025-08-22
C003518,V03249,,4533.87,2025-05-19
C004705,V04189,Networks,2412.3,2025-01-18
C002439,V00207,Users,412.09,2023-06-26
C000874,V01834,E-markets,4770.14,2023-05-09
C003515,V01529,Action-items,840.68,2023-05-19
C002856,V04570,Convergence,1278.29,2023-10-16
C004811,V03302,Users,2706.88,2026-01-23
C004078,V00843,Users,411.95,2024-10-22
C003852,V00032,E-services,953.97,2024-04-15
C002875,V01187,Solutions,534.88,2025-10-31
C000380,V00640,E-markets,3882.81,2024-11-09
C001339,V03478,E-commerce,1691.72,2024-08-23
C004204,V04556,E-markets,3816.17,2024-10-03
C001437,V04022,E-services,2276.16,2024-11-02
C001159,V04504,Partnerships,948.38,2024-03-28
C000049,V01058,Roi,3312.74,2026-02-13
C001628,V02586,Relationships,4436.96,2025-09-30
C004581,V02676,Experiences,1913.51,2023-10-05
C001066,V03833,Partnerships,1631.39,2023-11-05
C001176,V00951,Web-readiness,4121.16,2025-07-02
C004756,V00173,Roi,3085.55,2023-08-02
C002156,V04771,Networks,4472.23,2024-05-25
C002781,V00162,E-commerce,3488.65,2025-06-06
C001243,V04622,Convergence,3800.86,2024-06-03
C003932,V04975,E-business,597.08,2025-11-06
C003228,V04692,E-commerce,4659.06,2024-05-21
C004191,V03874,Users,2931.86,2024-10-14
C000162,V00703,,1517.33,2023-05-14
C000419,V03341,E-business,480.0,2024-09-19
C003001,V04539,Schemas,2781.06,2025-07-17
C003609,V04865,Channels,1827.88,2024-04-10
C002404,V03206,E-services,1122.37,2025-10-07
C002684,V02856,Info-mediaries,827.59,2024-07-16
C001326,V03487,Roi,2497.08,08/06/2024
C001068,V04586,Paradigms,1937.15,2025-06-27
C003003,V02203,Solutions,945.13,2026-02-06
C004827,V04828,Convergence,2233.62,2023-07-27
C000151,V04540,E-tailers,1927.02,2023-07-09
C000287,V03954,Roi,3901.25,2026-03-19
C000292,V02912,E-markets,3339.66,2024-02-29
C003269,V04757,Infrastructures,3063.67,2025-07-19
C000257,V01430,Channels,-1337.41,2024-08-08
C001804,V00271,Platforms,1425.45,2025-02-15
C002627,V02491,Communities,1071.25,2024-12-07
C002325,V04110,Paradigms,1238.0,2024-02-01
C000582,V02862,Systems,1704.61,2024-02-14
C002630,V04834,Metrics,3151.45,2025-04-03
C003612,V02266,Niches,1222.31,2026-02-23
C004216,V01829,E-services,2253.38,2026-01-06
C002591,V03561,,3710.98,2025-05-04
C000500,V01362,Networks,4498.55,2025-07-15
C000940,V02173,Relationships,2207.19,02/04/2026
C002142,V04871,Metrics,3045.59,2024-10-22
C003527,V04510,Relationships,2787.41,2025-12-26
C004202,V02335,Metrics,4072.99,2025-05-09
C000143,V00576,Web-readiness,2097.09,2024-01-07
C004348,V04629,E-commerce,800.22,2026-02-20
C004790,V02300,Experiences,246.01,2024-06-02
C000417,V00132,Infrastructures,3222.81,2025-03-19
C000703,V02273,E-commerce,4792.72,2023-07-24
C000927,V02441,E-tailers,859.4,2025-01-02
C001234,V00911,Paradigms,3095.72,2025-07-10
C001214,V03731,,3691.76,2024-11-03
C001895,V01980,Architectures,4931.8,2023-06-04
C003727,V00124,Roi,354.78,2023-11-14
C000171,V02621,Channels,386.59,2023-06-29
C004438,V03492,Markets,618.69,2024-08-07
C003967,V02430,E-markets,4429.2,2024-11-18
C002336,V02460,Channels,1431.04,2023-05-22
C003501,V01580,E-markets,1369.07,2024-06-05
C001900,V01423,Platforms,2013.37,2025-04-06
C000253,V03168,E-services,3314.45,2026-02-19
C001036,V04173,Paradigms,3672.06,2024-12-14
C001761,V04060,Schemas,2648.06,2023-05-14
C000635,V04729,Networks,4905.76,2023-10-18
C003538,V04869,E-commerce,1719.77,2024-01-28
C004495,V04800,Partnerships,-4190.33,2025-11-09
C002916,V04639,E-services,2813.67,2023-09-16
C001383,V00086,Convergence,2218.09,2026-04-15
C004457,V03743,Models,1887.14,2023-08-11
C004538,V02524,Bandwidth,19.85,2024-08-10
C001447,V02299,Schemas,442.82,2024-09-04
C002457,V03427,E-services,367.89,2025-01-15
C004259,V03336,Users,2825.3,2024-02-22
C001576,V02867,E-markets,2401.25,2024-01-12
C004559,V01036,E-services,1801.93,2024-09-12
C003913,V02566,Infrastructures,1933.21,2026-03-08
C004612,V02308,E-services,402.82,2024-04-16
C003925,V01663,Schemas,-1708.44,2025-01-10
C001029,V04941,Infrastructures,48.73,2023-09-07
C001588,V04787,,1082.86,2025-09-17
C000273,V03992,Infrastructures,-651.39,2025-07-01
C000849,V04441,Roi,957.34,2025-06-18
C000543,V01740,Metrics,1274.35,2025-01-02
C000178,V03409,Metrics,3379.11,2025-07-18
C002681,V04508,Schemas,2751.58,2024-03-03
C003342,V03652,Users,3229.34,2024-12-10
C002850,V04647,Users,2391.98,2025-08-30
C000244,V02025,Solutions,637.65,2026-03-02
C003997,V04143,E-services,1729.31,2023-07-25
C004701,V01854,Paradigms,4515.56,2024-10-09
C003341,V01586,Relationships,4007.25,2025-06-14
C000744,V03882,Markets,2090.14,2024-11-10
C004744,V03738,Systems,4474.55,10/08/2025
C002031,V01884,E-services,695.57,2026-01-04
C003174,V04981,Networks,2197.08,2024-01-19
C004314,V00760,Action-items,1014.72,2026-03-17
C004419,V00407,,886.67,2025-04-28
C002874,V04857,Web-readiness,3212.88,2025-12-23
C001025,V04355,Services,1632.44,2023-06-12
C002151,V00882,Services,148.17,2023-05-05
C001958,V03603,E-services,3506.33,2025-02-25
C002386,V04857,Users,4628.2,2025-06-29
C000027,V00411,Roi,1038.59,2026-04-07
C000657,V01406,Niches,1839.93,2025-09-23
C001482,V03000,Communities,831.49,2024-01-11
C001772,V04051,Markets,894.83,2024-09-06
C001478,V04766,Relationships,417.28,2024-02-01
C001045,V02733,Schemas,4605.3,2024-06-18
C004606,V03873,Niches,3224.15,2025-04-05
C003268,V04674,Solutions,3075.4,2025-01-30
C003411,V04067,Infrastructures,258.21,2023-11-04
C001059,V04675,E-markets,4843.21,2023-12-06
C004441,V04645,E-commerce,1155.61,2025-09-21
C003638,V00385,Infrastructures,1183.35,2023-04-27
C004326,V04763,E-services,1959.55,2024-11-15
C001193,V04453,Partnerships,1380.19,12/11/2025
C001312,V04134,E-tailers,2757.5,2023-11-04
C001351,V03662,Convergence,3241.99,2025-02-07
C001559,V03203,Services,2963.58,2024-09-06
C003382,V04251,E-services,3429.13,2023-12-19
C002570,V02519,E-tailers,1933.89,2023-08-18
C003051,V04656,Roi,1255.26,2024-08-18
C004475,V01926,Convergence,4911.82,2025-09-29
C001923,V04120,Bandwidth,4633.02,2024-01-14
C004359,V04555,Methodologies,2325.16,2026-02-06
C000981,V01817,Metrics,2825.98,2024-06-08
C002244,V00732,Users,3562.37,2024-11-22
C002253,V00867,Models,3070.77,2025-03-21
C002678,V02337,Partnerships,4870.59,2025-03-18
C003607,V03488,E-business,144.59,2024-12-21
C003475,V02565,Users,1025.29,2023-08-05
C002693,V02272,Platforms,1119.08,2025-08-27
C000523,V03504,Communities,1760.15,2025-03-19
C003868,V03257,Services,4748.83,2026-01-31
C002835,V00769,Web-readiness,593.69,2023-10-10
C001254,V01782,Markets,1378.99,2024-12-02
C001994,V04754,Paradigms,4168.37,2023-06-15
C002324,V02472,Solutions,612.81,2024-09-29
C000055,V04328,Users,1975.1,2023-12-30
C003639,V03170,Relationships,4185.51,2024-01-24
C002032,V03581,Users,964.28,2024-03-30
C003460,V00305,Roi,4125.83,2025-11-28
C004763,V02713,Partnerships,4026.61,2026-04-02
C000124,V03441,Convergence,1600.24,2024-06-18
C000446,V04393,Systems,2995.19,2023-10-15
C004775,V03911,Markets,3299.89,2024-02-29
C002709,V00207,Infrastructures,2851.22,2023-06-21
C003964,V00243,E-services,2003.48,2025-06-01
C000960,V04430,Experiences,4920.41,2024-06-02
C000847,V00239,Solutions,217.26,2024-12-22
C003680,V04556,Paradigms,1973.8,2026-04-15
C003149,V03491,Niches,679.48,2024-05-28
C000905,V04139,Networks,1581.17,2026-03-11
C004411,V02738,,3346.39,2025-10-21
C000229,V04217,Action-items,782.29,2023-08-23
C003084,V03739,Roi,3927.88,2025-04-28
C002724,V04302,Bandwidth,1129.73,2024-04-08
C001484,V02903,Niches,3002.26,2025-09-29
C004444,V01557,Systems,3323.57,2025-12-06
C000302,V02356,Niches,539.8,2024-12-21
C001306,V02874,Functionalities,311.15,2024-11-03
C004585,V01147,E-services,2447.96,2024-10-25
C002529,V00710,Communities,1129.51,2024-01-29
C000541,V02835,Systems,3524.81,2025-10-09
C000661,V01517,Functionalities,1074.89,2025-12-22
C003627,V03421,Functionalities,3180.9,2026-04-01
C002211,V04817,Markets,2998.88,2023-06-25
C002410,V02329,Niches,1548.67,2024-08-14
C004406,V00074,Architectures,214.27,2023-09-06
C003376,V02078,Niches,3265.19,2025-02-26
C001968,V04554,Niches,1580.18,2023-11-18
C004484,V03540,Info-mediaries,2264.96,2024-04-20
C000813,V00827,Solutions,338.22,2023-12-27
C001359,V00227,Web-readiness,4952.43,2025-07-03
C002772,V02894,Convergence,2226.78,2026-02-21
C004089,V04714,Metrics,4020.87,08/24/2024
C000826,V02041,E-tailers,1393.11,2025-08-13
C000903,V03422,Users,358.11,2024-01-18
C002887,V03126,Platforms,2515.93,2024-11-16
C001784,V00073,Networks,4105.75,2023-11-22
C004063,V04997,Metrics,3998.63,2025-01-18
C000553,V04132,E-services,1058.09,2024-07-21
C003573,V02550,E-services,3082.56,2025-01-20
C002467,V02152,E-services,4736.27,2023-07-13
C004239,V00646,Metrics,3097.13,2025-02-09
C000416,V01604,Markets,4760.92,2024-04-25
C004548,V04118,Metrics,4535.56,2025-03-17
C002507,V04706,E-services,3241.32,2025-03-06
C003835,V00805,Markets,3484.7,2023-08-22
C001832,V04045,Users,4284.58,2025-11-30
C003929,V01317,Metrics,2929.34,2024-08-13
C004594,V00295,Architectures,1738.58,2026-04-01
C002903,V01430,Platforms,1718.47,2025-05-06
C001826,V00322,Platforms,1193.92,2024-07-04
C004521,V01640,Platforms,-1467.36,2024-11-25
C003403,V04610,Channels,3190.49,2025-02-26
C004771,V01297,Users,1525.5,2025-08-07
C001272,V04218,Roi,4959.48,2025-06-24
C000288,V02450,E-services,4557.69,2026-01-04
C000950,V03053,Paradigms,4091.7,2024-12-19
C001953,V00491,Experiences,2328.15,2025-11-15
C001289,V00814,Architectures,4964.2,2025-08-02
C004022,V03077,E-services,3617.67,2024-08-31
C004209,V00691,Infrastructures,2573.74,2026-02-05
C003327,V04450,Action-items,4995.1,2023-06-23
C003487,V00958,Solutions,1232.98,2025-02-11
C003936,V02951,Roi,949.49,2024-05-31
C004218,V03840,Systems,1645.36,2025-03-05
C000617,V01332,Metrics,2470.17,2024-03-25
C004154,V03761,Architectures,3173.71,2023-05-27
C001506,V02324,Roi,2799.96,2024-11-02
C001621,V01733,Metrics,4817.5,2023-12-27
C001269,V03157,E-commerce,3710.18,2024-10-29
C003462,V03067,E-markets,2673.62,2024-01-13
C000810,V01877,Users,3397.06,2023-09-22
C001362,V03638,Platforms,1911.86,2024-12-03
C002689,V04587,Architectures,4361.74,2025-05-17
C000728,V03062,E-business,1610.59,2023-08-09
C001076,V01615,Paradigms,4745.0,2026-03-11
C004143,V02728,Experiences,4204.23,2025-02-28
C001098,V01521,Platforms,4468.97,2025-09-18
C000619,V01164,Metrics,2022.48,2026-02-22
C003120,V04867,Schemas,4013.07,2024-03-24
C001368,V01648,Markets,4035.26,2025-06-02
C002679,V00474,Platforms,3968.14,2025-02-27
C001820,V01115,Networks,4502.12,2026-03-16
C000930,V01236,Networks,1151.77,2025-01-06
C004372,V03524,Bandwidth,2506.11,2025-09-20
C002860,V03364,Functionalities,4824.4,2024-01-15
C003521,V04692,Niches,3896.27,2023-12-18
C004206,V01021,Relationships,442.33,2024-11-18
C002302,V00850,E-tailers,2279.32,2025-12-11
C004341,V00920,Users,1647.74,2026-03-15
C001695,V00054,Systems,132.5,2025-02-25
C004662,V01525,Paradigms,2114.81,2026-04-08
C001462,V03462,Platforms,4308.96,2024-01-25
C004162,V04037,E-services,644.62,2024-02-01
C000438,V01224,Infrastructures,1220.94,2025-05-21
C004934,V03389,E-commerce,105.61,2025-02-28
C000297,V02855,Channels,3913.76,2025-07-13
C003850,V02863,Channels,141.15,2023-06-20
C003648,V03109,Channels,2451.13,2024-01-08
C002266,V03690,E-commerce,2689.69,2023-12-22
C001801,V03019,E-tailers,4317.66,2023-07-22
C001745,V00415,Bandwidth,-4529.27,2026-04-10
C002362,V04902,Niches,1508.16,2023-07-28
C003244,V02446,Infrastructures,4577.08,2023-06-12
C001391,V02599,Functionalities,2526.98,2024-01-11
C002067,V02285,Solutions,291.31,2025-06-26
C004386,V02955,Action-items,3533.4,2023-08-08
C001490,V04773,Niches,1614.25,2023-09-21
C004334,V00823,Niches,3352.53,2023-07-30
C000832,V01215,Convergence,3575.75,2024-03-22
C000157,V01265,Users,2432.01,2025-11-27
C004619,V02738,E-markets,1452.76,2025-09-03
C003121,V00960,Systems,2863.01,2026-04-15
C001441,V01352,E-markets,3047.66,2025-05-08
C004937,V04073,Niches,3811.63,2026-02-07
C004597,V03047,Action-items,623.83,2025-04-10
C004362,V00112,Metrics,2502.6,2024-12-06
C000531,V04090,Infrastructures,3680.71,2025-09-10
C003511,V04567,Info-mediaries,3058.62,2025-10-06
C001401,V02567,Platforms,973.18,2026-01-14
C002097,V03321,Experiences,91.84,2026-02-07
C002622,V04212,Experiences,3464.4,2024-04-06
C001580,V01758,Solutions,4982.61,08/25/2025
C001344,V03716,Roi,1842.0,2024-09-27
C003091,V03829,Users,320.72,2024-06-01
C004398,V01094,Schemas,3522.46,2026-02-26
C003106,V03426,,2776.71,2023-10-31
C000484,V03765,Solutions,1055.55,2025-05-10
C002520,V00205,Networks,4905.6,2025-02-06
C002070,V03296,Convergence,2706.63,10/28/2025
C002483,V02222,Users,4490.23,2024-01-20
C004253,V02229,Relationships,1158.86,2024-12-12
C004199,V02506,Methodologies,57.95,2024-02-01
C003303,V01382,Solutions,2138.94,2025-03-08
C001221,V01676,Schemas,4001.58,2025-03-22
C000722,V00444,Niches,1230.27,2026-01-19
C004168,V01776,Experiences,1400.18,2025-02-06
C004248,V04477,Action-items,3311.56,2025-08-21
C003570,V03274,Channels,1570.88,2026-01-01
C004262,V04823,Models,3935.59,2023-09-18
C003838,V02088,Systems,954.2,01/29/2025
C003926,V02265,Infrastructures,3397.1,2023-12-03
C000969,V01577,Roi,3803.0,2025-09-20
C000948,V04552,Architectures,-283.25,2023-12-21
C003760,V02942,Niches,4101.66,2026-04-03
C004012,V02094,Platforms,3080.3,2024-09-14
C003328,V03626,Action-items,2384.52,2025-05-23
C002088,V04655,Metrics,3898.02,2025-06-26
C001674,V01300,Platforms,104.54,2023-07-10
C002855,V04478,Roi,4524.43,2023-06-26
C000839,V04575,Channels,2589.19,2024-06-02
C004819,V04369,E-services,3095.24,2023-12-11
C004680,V01294,E-tailers,1152.59,2025-07-07
C002398,V03490,Schemas,4649.07,2025-11-30
C004102,V03365,Schemas,2822.25,2026-01-22
C001114,V04050,Systems,2373.04,2025-04-02
C001083,V03638,Models,22.2,12/14/2025
C000549,V03693,Niches,4579.73,2025-12-13
C003847,V01406,E-tailers,3411.35,2025-01-25
C004336,V02010,,3625.52,10/13/2023
C000440,V00782,Channels,2992.53,2025-02-11
C003486,V02045,Architectures,4775.42,2025-09-21
C001788,V03453,Functionalities,3313.75,2023-10-26
C004839,V04885,Services,3038.12,2024-11-07
C003983,V03637,Communities,2546.73,2024-09-20
C001230,V04090,Infrastructures,1092.62,2025-12-05
C002633,V03867,Platforms,766.29,2025-12-30
C004960,V04401,Niches,4418.74,2025-07-29
C004988,V01010,Networks,-1236.86,2025-12-17
C001692,V03308,Bandwidth,2370.67,2024-10-01
C002901,V03584,Niches,1270.63,2025-06-18
C002898,V03750,Services,468.73,2026-01-07
C001596,V03262,Users,2580.95,2026-02-17
C002164,V04827,Web-readiness,1533.62,2023-09-10
C003687,V02690,Users,1944.33,2023-07-05
C000941,V03884,Platforms,4364.84,2024-01-08
C000278,V01752,Relationships,2995.38,2025-04-10
C000372,V00159,Channels,4681.28,2025-10-29
C001297,V01231,Solutions,3571.03,2025-06-18
C003250,V04661,Channels,3059.0,2025-09-06
C004542,V01372,Niches,1183.18,2025-05-28
C003631,V01590,Infrastructures,2107.28,2025-03-09
C000734,V01232,Services,4972.78,2025-12-20
C001224,V02927,Functionalities,1458.87,2024-09-08
C002145,V00944,E-markets,1260.01,2024-04-14
C003525,V04232,Users,3455.46,2024-03-21
C003536,V04090,Channels,824.99,2023-11-05
C000043,V03167,Web-readiness,3212.29,2024-06-20
C002416,V02369,E-commerce,2608.12,2023-09-05
C003673,V03802,Infrastructures,3257.56,2025-10-18
C003220,V04784,Experiences,1204.31,2025-10-25
C000821,V01042,Roi,736.79,2026-02-21
C001661,V01670,Networks,2339.79,2023-12-08
C004323,V01213,Channels,3381.98,2025-12-02
C002927,V01811,E-commerce,2827.61,2024-09-10
C003431,V04236,Models,51.34,2024-03-18
C003958,V03648,Communities,2058.99,2024-04-26
C001891,V01337,Models,374.47,2025-03-13
C001199,V02374,Users,1408.22,2023-10-10
C001870,V01385,Roi,118.1,2024-03-04
C003299,V04294,Systems,2827.52,2024-09-12
C004254,V00550,E-services,1799.02,2025-11-16
C002347,V02364,Markets,4972.89,2025-02-12
C003474,V00463,E-business,932.76,2024-12-10
C004025,V00994,Info-mediaries,2205.4,2024-11-30
C000099,V01599,Paradigms,197.17,2025-06-04
C002159,V01203,Bandwidth,3496.52,2025-01-27
C003292,V01214,Communities,407.85,2024-12-02
C003261,V03228,Roi,4145.07,2024-10-28
C003908,V01346,Action-items,751.76,2024-08-27
C002853,V04357,Channels,4676.81,2023-11-30
C004158,V02038,Platforms,4468.25,2024-01-19
C004833,V04295,E-services,2042.56,2024-03-05
C003552,V03068,Solutions,2924.59,2023-12-06
C001255,V00777,Systems,4774.53,2025-11-29
C004859,V03922,Networks,2097.44,2024-04-15
C001939,V01696,Metrics,1294.72,2026-04-14
C004745,V01575,Roi,224.09,2024-09-23
C000154,V00966,Web-readiness,4243.13,2024-04-25
C003881,V00370,E-services,3859.15,2024-10-03
C001768,V04275,Web-readiness,1388.21,2024-02-08
C003355,V04542,Channels,4831.38,2026-03-19
C003097,V01100,Relationships,-3076.08,2024-10-07
C004812,V04862,Schemas,4003.06,2024-08-17
C003999,V00507,Bandwidth,912.39,2024-03-07
C004723,V01958,,1200.27,2023-12-04
C002653,V01389,Roi,2588.98,2026-03-02
C004761,V04329,Users,4950.17,2024-02-05
C003872,V01877,E-services,3332.1,2024-12-16
C001616,V02020,Communities,1324.9,08/28/2024
C002144,V00799,Systems,1463.15,2025-06-23
C001463,V00412,Channels,3086.59,2025-02-28
C003481,V00970,Niches,2365.66,2025-10-01
C000098,V01950,E-tailers,1909.02,2024-07-09
C000258,V02033,E-markets,4932.2,2025-01-15
C002644,V02757,Web-readiness,2904.67,2026-04-01
C001292,V03699,Niches,2437.2,2024-07-24
C000879,V02575,E-services,1106.6,10/18/2025
C003102,V01872,Users,39.02,2023-06-27
C001663,V01432,Paradigms,4903.62,2023-10-14
C004080,V03067,Channels,2007.88,11/24/2023
C002705,V01689,E-tailers,3821.9,2023-07-31
C004223,V01761,Niches,2675.96,2025-07-07
C004657,V00269,E-services,2096.43,2024-05-31
C004516,V00199,Action-items,3754.6,2023-08-03
C001396,V04591,E-services,1571.92,2023-07-24
C004268,V03933,Metrics,3850.37,2023-09-19
C004234,V02114,,437.73,2024-10-18
C001718,V04530,Web-readiness,-2185.67,2023-12-06
