vendor_id,vendor_name,region,risk_rating,ingestion_timestamp
V01396,"Avery, Garcia and Romero",AMER,Medium,2026-08-12 21:45:32.070184
V01397,Owen-Mendez,LATAM,Low,2026-08-12 21:45:32.070184
V01398,"Mann, Martin and Oconnell",LATAM,Medium,2026-08-12 21:45:32.070184
V01399,Brock and Sons,APAC,Medium,2026-08-12 21:45:32.070184
V01400,Frost-Graham,APAC,Medium,2026-08-12 21:45:32.070184
V01401,Baker LLC,LATAM,Low,2026-08-12 21:45:32.070184
V01402,Lynch Ltd,EMEA,Medium,2026-08-12 21:45:32.070184
V01403,Arias-Morales,EMEA,High,2026-08-12 21:45:32.070184
V01404,"Meyer, Dawson and Harper",AMER,Medium,2026-08-12 21:45:32.070184
V01405,Bowman Group,APAC,High,2026-08-12 21:45:32.070184
V01406,Harris Ltd,EMEA,High,2026-08-12 21:45:32.070184
V01407,"Mitchell, Johnson and Greene",LATAM,Medium,2026-08-12 21:45:32.070184
V01408,"Hale, Gilbert and Craig",LATAM,Medium,2026-08-12 21:45:32.070184
V01409,Allen-Smith,EMEA,Low,2026-08-12 21:45:32.070184
V01410,Miller LLC,LATAM,Low,2026-08-12 21:45:32.070184
V01411,Gomez-Foster,AMER,Medium,2026-08-12 21:45:32.070184
V01412,"Gonzalez, Smith and Padilla",AMER,High,2026-08-12 21:45:32.070184
V01413,Dunn Ltd,LATAM,Medium,2026-08-12 21:45:32.070184
V01414,"Herman, Bailey and Richmond",AMER,Low,2026-08-12 21:45:32.070184
V01415,Perez-Mccarty,AMER,Low,2026-08-12 21:45:32.070184
V01416,Spears-Andrews,APAC,Medium,2026-08-12 21:45:32.070184
V01417,Thompson-Hunter,EMEA,High,2026-08-12 21:45:32.070184
V01418,"Jones, Phillips and Arroyo",APAC,Medium,2026-08-12 21:45:32.070184
V01419,"Frye, Walter and Li",AMER,,2026-08-12 21:45:32.070184
V01420,"Wright, Ramos and Bennett",LATAM,Low,2026-08-12 21:45:32.070184
V01421,Carrillo-Todd,AMER,Low,2026-08-12 21:45:32.070184
V01422,Maldonado-Mosley,APAC,Low,2026-08-12 21:45:32.070184
V01423,Olson LLC,EMEA,Medium,2026-08-12 21:45:32.070184
V01424,Reyes and Sons,APAC,High,2026-08-12 21:45:32.070184
V01425,"Haynes, Mcbride and Gutierrez",EMEA,High,2026-08-12 21:45:32.070184
V01426,Black-Smith,LATAM,Medium,2026-08-12 21:45:32.070184
V01427,Wright-Davis,EMEA,,2026-08-12 21:45:32.070184
V01428,"Goodman, Peterson and Spencer",EMEA,High,2026-08-12 21:45:32.070184
V01429,Woods LLC,EMEA,Low,2026-08-12 21:45:32.070184
V01430,Shannon LLC,LATAM,High,2026-08-12 21:45:32.070184
V01431,Valentine Ltd,EMEA,Medium,2026-08-12 21:45:32.070184
V01432,Porter and Sons,LATAM,Medium,2026-08-12 21:45:32.070184
V01433,Moss LLC,AMER,High,2026-08-12 21:45:32.070184
V01434,Perez and Sons,APAC,Medium,2026-08-12 21:45:32.070184
V01435,"Kelly, Maxwell and Wilson",AMER,Low,2026-08-12 21:45:32.070184
V01436,Lowe Ltd,AMER,High,2026-08-12 21:45:32.070184
V01437,Austin-Duran,EMEA,High,2026-08-12 21:45:32.070184
V01438,"Rubio, Charles and Watson",APAC,Medium,2026-08-12 21:45:32.070184
V01439,Vasquez-Galloway,AMER,Low,2026-08-12 21:45:32.070184
V01440,"Melton, Henry and Joyce",AMER,High,2026-08-12 21:45:32.070184
V01441,"Ramirez, Walker and Ray",APAC,High,2026-08-12 21:45:32.070184
V01442,Fox Group,AMER,Medium,2026-08-12 21:45:32.070184
V01443,Ayers-Johnson,APAC,Medium,2026-08-12 21:45:32.070184
V01444,Long-Parks,APAC,Medium,2026-08-12 21:45:32.070184
V01445,Bryant Inc,APAC,High,2026-08-12 21:45:32.070184
V01446,"Holmes, Stewart and Smith",LATAM,High,2026-08-12 21:45:32.070184
V01447,"Clark, Carpenter and Nguyen",APAC,High,2026-08-12 21:45:32.070184
V01448,"Hensley, Lopez and Baker",AMER,Low,2026-08-12 21:45:32.070184
V01449,Ruiz-Austin,APAC,Medium,2026-08-12 21:45:32.070184
V01450,White-Coleman,APAC,Low,2026-08-12 21:45:32.070184
V01451,Haynes-Watson,EMEA,High,2026-08-12 21:45:32.070184
V01452,Ramirez-White,APAC,High,2026-08-12 21:45:32.070184
V01453,Krause Ltd,AMER,Medium,2026-08-12 21:45:32.070184
V01454,Olsen Ltd,EMEA,Medium,2026-08-12 21:45:32.070184
V01455,Brock-Peters,LATAM,Low,2026-08-12 21:45:32.070184
V01456,Gonzalez-Marsh,EMEA,Low,2026-08-12 21:45:32.070184
V01457,"Hernandez, Shaffer and Thompson",AMER,High,2026-08-12 21:45:32.070184
V01458,Taylor-Barry,AMER,Low,2026-08-12 21:45:32.070184
V01459,"Holmes, Le and Floyd",LATAM,High,2026-08-12 21:45:32.070184
V01460,King-Garrison,EMEA,Medium,2026-08-12 21:45:32.070184
V01461,Ross Ltd,APAC,Low,2026-08-12 21:45:32.070184
V01462,Brown LLC,APAC,Medium,2026-08-12 21:45:32.070184
V01463,Combs-Davis,AMER,Low,2026-08-12 21:45:32.070184
V01464,"Cook, Ward and Castro",LATAM,High,2026-08-12 21:45:32.070184
V01465,Cooper-Jenkins,APAC,Medium,2026-08-12 21:45:32.070184
V01466,Dillon-Mccarty,LATAM,Medium,2026-08-12 21:45:32.070184
V01467,Ray Ltd,EMEA,High,2026-08-12 21:45:32.070184
V01468,"Ryan, Krause and Mitchell",EMEA,Medium,2026-08-12 21:45:32.070184
V01469,Nunez-Freeman,AMER,Low,2026-08-12 21:45:32.070184
V01470,"Griffin, Miller and Austin",LATAM,Medium,2026-08-12 21:45:32.070184
V01471,Welch-Thomas,EMEA,,2026-08-12 21:45:32.070184
V01472,Davidson LLC,EMEA,High,2026-08-12 21:45:32.070184
V01473,Welch-Duncan,AMER,Low,2026-08-12 21:45:32.070184
V01474,Miller LLC,EMEA,Low,2026-08-12 21:45:32.070184
V01475,Edwards Ltd,LATAM,High,2026-08-12 21:45:32.070184
V01476,Page-Jacobs,APAC,Medium,2026-08-12 21:45:32.070184
V01477,Nelson-Wallace,APAC,Medium,2026-08-12 21:45:32.070184
V01478,Adkins-Meyer,AMER,Medium,2026-08-12 21:45:32.070184
V01479,Gutierrez-White,APAC,Medium,2026-08-12 21:45:32.070184
V01480,Martinez and Sons,EMEA,High,2026-08-12 21:45:32.070184
V01481,"King, Manning and Brady",AMER,Low,2026-08-12 21:45:32.070184
V01482,Jackson Inc,AMER,Medium,2026-08-12 21:45:32.070184
V01483,Brown Group,AMER,Low,2026-08-12 21:45:32.070184
V01484,"Brown, Wise and Warren",LATAM,Low,2026-08-12 21:45:32.070184
V01485,Garcia PLC,AMER,Low,2026-08-12 21:45:32.070184
V01486,Miller Group,APAC,Medium,2026-08-12 21:45:32.070184
V01487,Perez-Rojas,LATAM,Medium,2026-08-12 21:45:32.070184
V01488,Sims-Anderson,AMER,High,2026-08-12 21:45:32.070184
V01489,Johnson Ltd,LATAM,Low,2026-08-12 21:45:32.070184
V01490,Dalton-Nguyen,APAC,Medium,2026-08-12 21:45:32.070184
V01491,Mcdonald-Pitts,AMER,Medium,2026-08-12 21:45:32.070184
V01492,Dunn-Taylor,AMER,Medium,2026-08-12 21:45:32.070184
V01493,"Ryan, Garza and Bryant",EMEA,Low,2026-08-12 21:45:32.070184
V01494,"Fields, Elliott and Mills",EMEA,Medium,2026-08-12 21:45:32.070184
V01495,"Ferguson, Stout and Olson",APAC,Medium,2026-08-12 21:45:32.070184
V01496,Ballard Group,EMEA,,2026-08-12 21:45:32.070184
V01497,Diaz-Green,EMEA,Medium,2026-08-12 21:45:32.070184
V01498,Smith-Mills,APAC,Medium,2026-08-12 21:45:32.070184
V01499,Cooper Group,LATAM,,2026-08-12 21:45:32.070184
V01500,"Smith, Weeks and Arroyo",AMER,Medium,2026-08-12 21:45:32.070184
V01501,Evans-Cannon,LATAM,High,2026-08-12 21:45:32.070184
V01502,Harper-Robles,EMEA,,2026-08-12 21:45:32.070184
V01503,"Brooks, Jenkins and Castro",AMER,Medium,2026-08-12 21:45:32.070184
V01504,wright-espinoza,EMEA,High,2026-08-12 21:45:32.070184
V01505,"Price, Gray and Baker",AMER,Medium,2026-08-12 21:45:32.070184
V01506,Garrett-Black,EMEA,High,2026-08-12 21:45:32.070184
V01507,"Aguirre, Cohen and Mitchell",AMER,Medium,2026-08-12 21:45:32.070184
V01508,"Patel, Adams and Lopez",AMER,Low,2026-08-12 21:45:32.070184
V01509,White LLC,LATAM,Medium,2026-08-12 21:45:32.070184
V01510,Walsh PLC,EMEA,Medium,2026-08-12 21:45:32.070184
V01511,Nelson-Dean,AMER,High,2026-08-12 21:45:32.070184
V01512,Flores and Sons,APAC,Low,2026-08-12 21:45:32.070184
V01513,Booker Inc,APAC,High,2026-08-12 21:45:32.070184
V01514,Compton LLC,AMER,Low,2026-08-12 21:45:32.070184
V01515,Martinez-Gonzales,LATAM,,2026-08-12 21:45:32.070184
V01516,Hall and Sons,AMER,Low,2026-08-12 21:45:32.070184
V01517,Snyder LLC,APAC,Medium,2026-08-12 21:45:32.070184
V01518,Collins-Lloyd,LATAM,High,2026-08-12 21:45:32.070184
V01519,Ford-Moody,APAC,High,2026-08-12 21:45:32.070184
V01520,Miller-Christensen,EMEA,High,2026-08-12 21:45:32.070184
V01521,Brown Group,LATAM,High,2026-08-12 21:45:32.070184
V01522,Daniels and Sons,APAC,Medium,2026-08-12 21:45:32.070184
V01523,Huang LLC,EMEA,Low,2026-08-12 21:45:32.070184
V01524,Clayton-Martinez,APAC,High,2026-08-12 21:45:32.070184
V01525,"Wright, Wise and Ramos",EMEA,Medium,2026-08-12 21:45:32.070184
V01526,"Vang, Gonzalez and Moss",EMEA,High,2026-08-12 21:45:32.070184
V01527,Boyd and Sons,LATAM,Low,2026-08-12 21:45:32.070184
V01528,Price-Ali,AMER,High,2026-08-12 21:45:32.070184
V01529,Moore-Chandler,APAC,Medium,2026-08-12 21:45:32.070184
V01530,"Pineda, Meyer and King",LATAM,Low,2026-08-12 21:45:32.070184
V01531,"Evans, Ward and Williams",EMEA,Low,2026-08-12 21:45:32.070184
V01532,"Robinson, Rodriguez and Chen",AMER,Low,2026-08-12 21:45:32.070184
V01533,Smith-Bauer,APAC,Medium,2026-08-12 21:45:32.070184
V01534,"Wilson, Mccormick and Smith",APAC,Low,2026-08-12 21:45:32.070184
V01535,Perkins Ltd,AMER,Low,2026-08-12 21:45:32.070184
V01536,Barker-Moore,LATAM,Low,2026-08-12 21:45:32.070184
V01537,Wright Group,AMER,Medium,2026-08-12 21:45:32.070184
V01538,Parks LLC,LATAM,Low,2026-08-12 21:45:32.070184
V01539,"Brown, Kelly and Moore",EMEA,High,2026-08-12 21:45:32.070184
V01540,"Moody, Martinez and Hall",APAC,,2026-08-12 21:45:32.070184
V01541,"Kramer, Sherman and Trujillo",APAC,Low,2026-08-12 21:45:32.070184
V01542,Quinn-Smith,LATAM,Low,2026-08-12 21:45:32.070184
V01543,Howard-Taylor,APAC,High,2026-08-12 21:45:32.070184
V01544,Washington Group,EMEA,High,2026-08-12 21:45:32.070184
V01545,"Phillips, Terry and Lopez",AMER,Medium,2026-08-12 21:45:32.070184
V01546,Stephens LLC,EMEA,High,2026-08-12 21:45:32.070184
V01547,"Mcdonald, Dillon and George",AMER,High,2026-08-12 21:45:32.070184
V01548,"Martin, Schmidt and Cole",EMEA,Medium,2026-08-12 21:45:32.070184
V01549,Weaver-Gibson,EMEA,High,2026-08-12 21:45:32.070184
V01550,"Hunter, Gross and Andrade",AMER,Low,2026-08-12 21:45:32.070184
V01551,"Vincent, Parsons and Allen",AMER,Medium,2026-08-12 21:45:32.070184
V01552,"Brown, Coffey and Fuentes",AMER,Medium,2026-08-12 21:45:32.070184
V01553,Warren Group,AMER,High,2026-08-12 21:45:32.070184
V01554,"Moore, Campbell and Ortiz",EMEA,Medium,2026-08-12 21:45:32.070184
V01555,Rodriguez-Mills,AMER,Low,2026-08-12 21:45:32.070184
V01556,Williams and Sons,LATAM,High,2026-08-12 21:45:32.070184
V01557,Russo and Sons,LATAM,Medium,2026-08-12 21:45:32.070184
V01558,Washington Inc,LATAM,Low,2026-08-12 21:45:32.070184
V01559,Duncan Group,LATAM,High,2026-08-12 21:45:32.070184
V01560,"Burns, Hanson and Garza",AMER,Medium,2026-08-12 21:45:32.070184
V01561,Diaz PLC,AMER,Medium,2026-08-12 21:45:32.070184
V01562,"Jones, Conrad and Clark",EMEA,High,2026-08-12 21:45:32.070184
V01563,Hebert-Collier,AMER,High,2026-08-12 21:45:32.070184
V01564,Owen-Brown,AMER,Low,2026-08-12 21:45:32.070184
V01565,"Paul, Zamora and Short",AMER,Medium,2026-08-12 21:45:32.070184
V01566,"Brown, Jensen and Rice",AMER,High,2026-08-12 21:45:32.070184
V01567,"Jones, Torres and Blackburn",APAC,Low,2026-08-12 21:45:32.070184
V01568,"Davis, Hardy and Schmidt",EMEA,High,2026-08-12 21:45:32.070184
V01569,Lee Ltd,APAC,High,2026-08-12 21:45:32.070184
V01570,Hudson and Sons,AMER,Medium,2026-08-12 21:45:32.070184
V01571,"Curry, Perry and Garcia",AMER,Medium,2026-08-12 21:45:32.070184
V01572,"Ray, Craig and Park",APAC,Medium,2026-08-12 21:45:32.070184
V01573,Andrade-Jackson,AMER,Low,2026-08-12 21:45:32.070184
V01574,Pierce PLC,AMER,Medium,2026-08-12 21:45:32.070184
V01575,Sandoval-Ferguson,AMER,Low,2026-08-12 21:45:32.070184
V01576,"Ramos, Gomez and Edwards",EMEA,Medium,2026-08-12 21:45:32.070184
V01577,Kirk-Gutierrez,AMER,Medium,2026-08-12 21:45:32.070184
V01578,"Jordan, Swanson and Franklin",EMEA,Medium,2026-08-12 21:45:32.070184
V01579,"Gardner, Brooks and Pierce",AMER,Medium,2026-08-12 21:45:32.070184
V01580,"King, Nixon and West",EMEA,High,2026-08-12 21:45:32.070184
V01581,Smith-Johnson,APAC,High,2026-08-12 21:45:32.070184
V01582,Larson-Holmes,LATAM,Medium,2026-08-12 21:45:32.070184
V01583,Smith-Joyce,APAC,Low,2026-08-12 21:45:32.070184
V01584,Foley Inc,APAC,Medium,2026-08-12 21:45:32.070184
V01585,"Short, Ellison and Dixon",APAC,Medium,2026-08-12 21:45:32.070184
V01586,"Howe, Moore and Johnson",EMEA,High,2026-08-12 21:45:32.070184
V01587,Moore-Baker,EMEA,High,2026-08-12 21:45:32.070184
V01588,"Wright, Scott and Evans",EMEA,Low,2026-08-12 21:45:32.070184
V01589,"Ross, Hardin and Navarro",APAC,High,2026-08-12 21:45:32.070184
V01590,"Nguyen, Olson and Freeman",EMEA,Low,2026-08-12 21:45:32.070184
V01591,"Warner, Weiss and Davis",APAC,Medium,2026-08-12 21:45:32.070184
V01592,"Evans, Cross and Johnston",EMEA,High,2026-08-12 21:45:32.070184
V01593,Deleon LLC,LATAM,Medium,2026-08-12 21:45:32.070184
V01594,Hobbs-Hamilton,APAC,,2026-08-12 21:45:32.070184
V01595,Kane and Sons,APAC,High,2026-08-12 21:45:32.070184
V01596,"Delgado, Guzman and Smith",APAC,High,2026-08-12 21:45:32.070184
V01597,"Reyes, Torres and Williams",LATAM,Medium,2026-08-12 21:45:32.070184
V01598,"Cunningham, Murphy and Wolfe",AMER,Low,2026-08-12 21:45:32.070184
V01599,Williams Ltd,AMER,Medium,2026-08-12 21:45:32.070184
V01600,Maddox-Mullins,APAC,Low,2026-08-12 21:45:32.070184
V01601,"Wagner, Walker and Roberts",EMEA,High,2026-08-12 21:45:32.070184
V01602,Hernandez-Rogers,APAC,,2026-08-12 21:45:32.070184
V01603,Duncan-Williams,LATAM,High,2026-08-12 21:45:32.070184
V01604,Baker-Ross,LATAM,Low,2026-08-12 21:45:32.070184
V01605,Ayala-Anderson,AMER,High,2026-08-12 21:45:32.070184
V01606,castillo and sons,LATAM,Medium,2026-08-12 21:45:32.070184
V01607,Foster-Duncan,APAC,Medium,2026-08-12 21:45:32.070184
V01608,"Gilbert, Fitzgerald and Sanchez",AMER,Low,2026-08-12 21:45:32.070184
V01609,Adams Group,LATAM,Medium,2026-08-12 21:45:32.070184
V01610,Cohen-Johnston,LATAM,High,2026-08-12 21:45:32.070184
V01611,Powers Group,AMER,Low,2026-08-12 21:45:32.070184
V01612,Bailey-Flores,APAC,Low,2026-08-12 21:45:32.070184
V01613,"Rios, Carrillo and Jackson",LATAM,,2026-08-12 21:45:32.070184
V01614,Jensen-Branch,APAC,Medium,2026-08-12 21:45:32.070184
V01615,Hanson-Alexander,EMEA,Low,2026-08-12 21:45:32.070184
V01616,Gonzalez LLC,LATAM,Low,2026-08-12 21:45:32.070184
V01617,Todd Inc,APAC,Medium,2026-08-12 21:45:32.070184
V01618,Singh and Sons,AMER,Low,2026-08-12 21:45:32.070184
V01619,"Mcintosh, Melton and Wilkins",LATAM,Low,2026-08-12 21:45:32.070184
V01620,Cooper Inc,LATAM,Low,2026-08-12 21:45:32.070184
V01621,Cole-Johnson,EMEA,Low,2026-08-12 21:45:32.070184
V01622,Singh and Sons,AMER,High,2026-08-12 21:45:32.070184
V01623,Payne LLC,LATAM,Medium,2026-08-12 21:45:32.070184
V01624,"Webb, Blair and Thomas",AMER,Medium,2026-08-12 21:45:32.070184
V01625,"Barnett, Bennett and Escobar",APAC,Low,2026-08-12 21:45:32.070184
V01626,"Williams, Jackson and Campbell",LATAM,High,2026-08-12 21:45:32.070184
V01627,"Williamson, Brown and Pena",APAC,Medium,2026-08-12 21:45:32.070184
V01628,Jones Ltd,APAC,Low,2026-08-12 21:45:32.070184
V01629,Alvarado-Durham,AMER,High,2026-08-12 21:45:32.070184
V01630,Lin-Smith,AMER,High,2026-08-12 21:45:32.070184
V01631,"Hughes, Whitney and Romero",APAC,High,2026-08-12 21:45:32.070184
V01632,"Garcia, Stewart and Delacruz",APAC,Low,2026-08-12 21:45:32.070184
V01633,"Miller, Gonzalez and Rasmussen",EMEA,Low,2026-08-12 21:45:32.070184
V01634,"House, Smith and Wright",LATAM,Medium,2026-08-12 21:45:32.070184
V01635,"Torres, Burns and Garner",AMER,Low,2026-08-12 21:45:32.070184
V01636,Reed LLC,EMEA,High,2026-08-12 21:45:32.070184
V01637,Garrett-Young,AMER,Medium,2026-08-12 21:45:32.070184
V01638,"Hill, Brown and Scott",EMEA,Low,2026-08-12 21:45:32.070184
V01639,Zamora-Briggs,APAC,Low,2026-08-12 21:45:32.070184
V01640,Raymond LLC,APAC,Low,2026-08-12 21:45:32.070184
V01641,Hernandez Group,AMER,Low,2026-08-12 21:45:32.070184
V01642,"Taylor, Blair and Meyer",EMEA,Medium,2026-08-12 21:45:32.070184
V01643,"Salazar, Garrett and Perez",AMER,Medium,2026-08-12 21:45:32.070184
V01644,Berry Group,AMER,Low,2026-08-12 21:45:32.070184
V01645,Browning-Murphy,AMER,Low,2026-08-12 21:45:32.070184
V01646,"Anderson, Delgado and Carpenter",AMER,Medium,2026-08-12 21:45:32.070184
V01647,"Mcbride, Huffman and Parker",AMER,Medium,2026-08-12 21:45:32.070184
V01648,"Roach, Browning and Jordan",AMER,High,2026-08-12 21:45:32.070184
V01649,Douglas PLC,EMEA,High,2026-08-12 21:45:32.070184
V01650,Stewart PLC,APAC,High,2026-08-12 21:45:32.070184
V01651,"Fry, Wilson and Stewart",EMEA,High,2026-08-12 21:45:32.070184
V01652,Acosta LLC,AMER,High,2026-08-12 21:45:32.070184
V01653,Ali-Turner,APAC,Low,2026-08-12 21:45:32.070184
V01654,"Peck, Shannon and Mahoney",AMER,Low,2026-08-12 21:45:32.070184
V01655,Hernandez-Lopez,LATAM,Medium,2026-08-12 21:45:32.070184
V01656,Lopez PLC,AMER,Low,2026-08-12 21:45:32.070184
V01657,"Adams, Bradley and Hall",LATAM,Low,2026-08-12 21:45:32.070184
V01658,Hall Inc,APAC,Low,2026-08-12 21:45:32.070184
V01659,Miller-Chan,LATAM,Medium,2026-08-12 21:45:32.070184
V01660,Shaw PLC,AMER,Low,2026-08-12 21:45:32.070184
V01661,Joseph-Brooks,APAC,Medium,2026-08-12 21:45:32.070184
V01662,Henry-Taylor,LATAM,Low,2026-08-12 21:45:32.070184
V01663,Perez Group,LATAM,Low,2026-08-12 21:45:32.070184
V01664,schaefer group,LATAM,High,2026-08-12 21:45:32.070184
V01665,Newton and Sons,LATAM,High,2026-08-12 21:45:32.070184
V01666,Jones Group,AMER,Low,2026-08-12 21:45:32.070184
V01667,"Burns, Nguyen and Ellis",AMER,High,2026-08-12 21:45:32.070184
V01668,Patterson Inc,AMER,Medium,2026-08-12 21:45:32.070184
V01669,"Moss, James and Edwards",LATAM,Low,2026-08-12 21:45:32.070184
V01670,"Crosby, Armstrong and Herrera",LATAM,Medium,2026-08-12 21:45:32.070184
V01671,"Liu, Buchanan and Meyer",APAC,High,2026-08-12 21:45:32.070184
V01672,Bryant-Rich,LATAM,Medium,2026-08-12 21:45:32.070184
V01673,Stone Group,LATAM,Low,2026-08-12 21:45:32.070184
V01674,"Williams, Hughes and Hubbard",EMEA,High,2026-08-12 21:45:32.070184
V01675,Lee Group,AMER,Low,2026-08-12 21:45:32.070184
V01676,Wilkerson-Ayala,EMEA,Medium,2026-08-12 21:45:32.070184
V01677,Murray-Henderson,APAC,High,2026-08-12 21:45:32.070184
V01678,"Ellison, Vaughn and Mckee",LATAM,Medium,2026-08-12 21:45:32.070184
V01679,Gallegos-Hayes,LATAM,High,2026-08-12 21:45:32.070184
V01680,"Mason, White and Richards",AMER,Low,2026-08-12 21:45:32.070184
V01681,"Payne, Long and Morris",AMER,Medium,2026-08-12 21:45:32.070184
V01682,White PLC,LATAM,,2026-08-12 21:45:32.070184
V01683,"Huang, Khan and Davis",APAC,High,2026-08-12 21:45:32.070184
V01684,Holt-Meadows,APAC,High,2026-08-12 21:45:32.070184
V01685,Higgins Inc,LATAM,High,2026-08-12 21:45:32.070184
V01686,Wilson Group,LATAM,Medium,2026-08-12 21:45:32.070184
V01687,"Cox, Mills and Cruz",AMER,Medium,2026-08-12 21:45:32.070184
V01688,"Salazar, Moore and Pierce",LATAM,High,2026-08-12 21:45:32.070184
V01689,Tate LLC,APAC,Medium,2026-08-12 21:45:32.070184
V01690,"Savage, Huffman and Martin",EMEA,Medium,2026-08-12 21:45:32.070184
V01691,White Ltd,AMER,High,2026-08-12 21:45:32.070184
V01692,Barnes LLC,APAC,Medium,2026-08-12 21:45:32.070184
V01693,"Mack, Griffin and Sims",EMEA,Low,2026-08-12 21:45:32.070184
V01694,Roach and Sons,AMER,High,2026-08-12 21:45:32.070184
V01695,Dean LLC,APAC,,2026-08-12 21:45:32.070184
V01696,Ellis Group,LATAM,High,2026-08-12 21:45:32.070184
V01697,"Aguirre, Franklin and Snyder",LATAM,,2026-08-12 21:45:32.070184
V01698,Chapman Group,AMER,Medium,2026-08-12 21:45:32.070184
V01699,Ortiz-Miller,AMER,Medium,2026-08-12 21:45:32.070184
V01700,"Smith, Khan and Ramirez",APAC,Medium,2026-08-12 21:45:32.070184
V01701,"Grant, Bryan and Williams",APAC,Low,2026-08-12 21:45:32.070184
V01702,Brown LLC,LATAM,Low,2026-08-12 21:45:32.070184
V01703,Thomas Inc,AMER,High,2026-08-12 21:45:32.070184
V01704,"Lane, Morrison and Rivera",APAC,High,2026-08-12 21:45:32.070184
V01705,Williams Group,AMER,High,2026-08-12 21:45:32.070184
V01706,Martin LLC,APAC,Medium,2026-08-12 21:45:32.070184
V01707,"Guerrero, Graves and Armstrong",LATAM,Medium,2026-08-12 21:45:32.070184
V01708,"Thompson, Gibson and Riley",APAC,High,2026-08-12 21:45:32.070184
V01709,Davis LLC,APAC,Low,2026-08-12 21:45:32.070184
V01710,Richardson-Gray,LATAM,High,2026-08-12 21:45:32.070184
V01711,Chang PLC,AMER,High,2026-08-12 21:45:32.070184
V01712,Carter and Sons,LATAM,Low,2026-08-12 21:45:32.070184
V01713,Neal LLC,LATAM,Medium,2026-08-12 21:45:32.070184
V01714,Rose-Warren,LATAM,High,2026-08-12 21:45:32.070184
V01715,"Clark, Brown and Duncan",EMEA,Medium,2026-08-12 21:45:32.070184
V01716,"Rice, Miller and Ramsey",APAC,Medium,2026-08-12 21:45:32.070184
V01717,"Peck, Andersen and Mitchell",AMER,High,2026-08-12 21:45:32.070184
V01718,"Abbott, Green and Andrews",APAC,High,2026-08-12 21:45:32.070184
V01719,"Gomez, Anderson and Hart",EMEA,Medium,2026-08-12 21:45:32.070184
V01720,"Daniel, Jimenez and Morton",AMER,Low,2026-08-12 21:45:32.070184
V01721,"Hall, Roberts and Lee",LATAM,High,2026-08-12 21:45:32.070184
V01722,Johnson Ltd,AMER,Low,2026-08-12 21:45:32.070184
V01723,Mclaughlin and Sons,APAC,Medium,2026-08-12 21:45:32.070184
V01724,"duarte, gutierrez and cook",AMER,High,2026-08-12 21:45:32.070184
V01725,"Shaffer, Lewis and Davidson",AMER,Medium,2026-08-12 21:45:32.070184
V01726,"Campbell, Tyler and Parker",LATAM,Medium,2026-08-12 21:45:32.070184
V01727,"Pierce, Wang and Wilson",LATAM,High,2026-08-12 21:45:32.070184
V01728,Peterson-Ramsey,AMER,High,2026-08-12 21:45:32.070184
V01729,"Choi, Collier and Lee",APAC,Medium,2026-08-12 21:45:32.070184
V01730,Nielsen-Mendoza,AMER,Medium,2026-08-12 21:45:32.070184
V01731,Robles-Brewer,LATAM,High,2026-08-12 21:45:32.070184
V01732,Moore-Murray,EMEA,Low,2026-08-12 21:45:32.070184
V01733,"Huang, Ford and Olsen",APAC,Medium,2026-08-12 21:45:32.070184
V01734,"Brown, Meyer and Cunningham",AMER,Medium,2026-08-12 21:45:32.070184
V01735,"Stewart, Herrera and Clark",AMER,Medium,2026-08-12 21:45:32.070184
V01736,"Rivera, Hendricks and Flynn",EMEA,Medium,2026-08-12 21:45:32.070184
V01737,Montes LLC,APAC,Medium,2026-08-12 21:45:32.070184
V01738,Morgan Group,AMER,High,2026-08-12 21:45:32.070184
V01739,"Ferguson, Martin and Obrien",AMER,High,2026-08-12 21:45:32.070184
V01740,Larson LLC,APAC,High,2026-08-12 21:45:32.070184
V01741,"Hodge, Mckinney and Nelson",APAC,High,2026-08-12 21:45:32.070184
V01742,Crawford and Sons,LATAM,,2026-08-12 21:45:32.070184
V01743,Hayes-Sampson,APAC,Medium,2026-08-12 21:45:32.070184
V01744,Warren and Sons,EMEA,Medium,2026-08-12 21:45:32.070184
V01745,Brooks Inc,LATAM,High,2026-08-12 21:45:32.070184
V01746,Gentry Group,LATAM,Low,2026-08-12 21:45:32.070184
V01747,"Johnson, Webb and Porter",LATAM,Medium,2026-08-12 21:45:32.070184
V01748,Peterson Group,APAC,High,2026-08-12 21:45:32.070184
V01749,"Russo, Collins and Murphy",AMER,Low,2026-08-12 21:45:32.070184
V01750,Short PLC,APAC,Medium,2026-08-12 21:45:32.070184
V01751,"Haney, Harris and Johnson",APAC,Medium,2026-08-12 21:45:32.070184
V01752,Reeves-Boyd,EMEA,High,2026-08-12 21:45:32.070184
V01753,Collins Inc,AMER,Medium,2026-08-12 21:45:32.070184
V01754,"Charles, Wiggins and Cook",AMER,Low,2026-08-12 21:45:32.070184
V01755,Garcia Ltd,EMEA,High,2026-08-12 21:45:32.070184
V01756,"Edwards, Lane and Collins",APAC,Medium,2026-08-12 21:45:32.070184
V01757,Flores and Sons,APAC,Low,2026-08-12 21:45:32.070184
V01758,Hill-Flores,APAC,Low,2026-08-12 21:45:32.070184
V01759,Lambert-Nelson,LATAM,Medium,2026-08-12 21:45:32.070184
V01760,Hill Inc,EMEA,Low,2026-08-12 21:45:32.070184
