invoice_id,po_id,invoiced_price_per_unit,invoice_timestamp,ingestion_timestamp
INV00000235,PO0000635,2226.04,2025-07-01 05:28:47.000000,2026-08-12 21:45:25.315550
INV00000582,PO0002850,1975.38,2025-06-04 07:11:35.000000,2026-08-12 21:45:25.315550
INV00000607,PO0000698,3924.82,2024-12-20 06:14:31.000000,2026-08-12 21:45:25.315550
INV00000699,PO0004324,3647.69,2025-05-04 15:39:38.000000,2026-08-12 21:45:25.315550
INV00000775,PO0004481,3926.79,2025-05-09 11:41:51.093428,2026-08-12 21:45:25.315550
INV00001239,PO0004277,3953.97,2024-07-26 17:52:05.000000,2026-08-12 21:45:25.315550
INV00001367,PO0001864,1407.88,2025-07-09 06:48:08.000000,2026-08-12 21:45:25.315550
INV00001509,PO0002934,2343.68,2024-12-16 07:49:59.000000,2026-08-12 21:45:25.315550
INV00001551,PO0002441,1511.02,2025-07-08 07:38:40.000000,2026-08-12 21:45:25.315550
INV00001753,PO0004500,5317.61,2025-04-20 11:41:51.096923,2026-08-12 21:45:25.315550
INV00001775,PO0004700,1687.18,2025-10-09 17:48:34.000000,2026-08-12 21:45:25.315550
INV00002300,PO0004706,1209.77,2025-05-19 01:26:22.000000,2026-08-12 21:45:25.315550
INV00002547,PO0004080,4511.31,2025-06-22 13:25:36.000000,2026-08-12 21:45:25.315550
INV00002563,PO0004474,1015.96,2024-12-25 04:02:52.000000,2026-08-12 21:45:25.315550
INV00003566,PO0003793,448.48,2025-12-25 08:43:28.000000,2026-08-12 21:45:25.315550
INV00003651,PO0004891,1642.14,2025-09-15 11:07:25.000000,2026-08-12 21:45:25.315550
INV00003826,PO0002100,1852.37,2025-03-31 04:22:08.000000,2026-08-12 21:45:25.315550
INV00003867,PO0002120,955.95,2024-08-14 21:51:02.000000,2026-08-12 21:45:25.315550
INV00003909,PO0003591,2074.73,2025-03-23 23:36:20.000000,2026-08-12 21:45:25.315550
INV00004184,PO0004876,2380.74,2025-09-27 20:30:14.000000,2026-08-12 21:45:25.315550
INV00004248,PO0004606,3150.55,2025-04-24 23:13:05.000000,2026-08-12 21:45:25.315550
INV00004255,PO0004104,1238.03,2025-09-23 15:25:15.000000,2026-08-12 21:45:25.315550
INV00004492,PO0003653,3385.67,2026-02-02 16:08:33.000000,2026-08-12 21:45:25.315550
INV00004582,PO0000857,2946.79,2024-11-03 08:03:53.000000,2026-08-12 21:45:25.315550
INV00004602,PO0000458,4157.7,2026-01-19 20:27:35.000000,2026-08-12 21:45:25.315550
INV00004607,PO0004008,2540.28,2024-07-06 10:52:25.000000,2026-08-12 21:45:25.315550
INV00004639,PO0000945,4322.51,2025-03-08 08:55:20.000000,2026-08-12 21:45:25.315550
INV00004942,PO0004741,5283.03,2025-04-27 11:41:51.103922,2026-08-12 21:45:25.315550
INV00004979,PO0001581,1213.08,2025-10-31 02:34:14.000000,2026-08-12 21:45:25.315550
INV00000175,PO0002083,2272.91,2025-03-02 12:45:51.000000,2026-08-12 21:45:25.315550
INV00000271,PO0002095,4344.44,2024-05-12 21:24:24.000000,2026-08-12 21:45:25.315550
INV00000515,PO0003953,4765.28,2025-03-16 05:15:52.000000,2026-08-12 21:45:25.315550
INV00000682,PO0004754,634.03,2025-12-05 15:38:26.000000,2026-08-12 21:45:25.315550
INV00001040,PO0002636,5244.03,2025-04-29 01:22:54.000000,2026-08-12 21:45:25.315550
INV00001316,PO0001669,3114.88,2024-07-11 08:36:52.000000,2026-08-12 21:45:25.315550
INV00001748,PO0002366,4722.37,2025-12-30 20:31:44.000000,2026-08-12 21:45:25.315550
INV00001890,PO0000236,2030.25,2025-02-01 09:12:54.000000,2026-08-12 21:45:25.315550
INV00001923,PO0004920,3525.76,2025-09-12 05:21:05.000000,2026-08-12 21:45:25.315550
INV00002077,PO0004591,630.22,2025-05-08 17:11:42.000000,2026-08-12 21:45:25.315550
INV00002173,PO0001771,5106.64,2026-02-25 15:56:25.000000,2026-08-12 21:45:25.315550
INV00002241,PO0000744,1306.25,2024-12-23 18:52:46.000000,2026-08-12 21:45:25.315550
INV00002505,PO0000859,1020.54,2025-10-02 21:54:11.000000,2026-08-12 21:45:25.315550
INV00003327,PO0003172,5467.01,2024-09-19 14:18:30.000000,2026-08-12 21:45:25.315550
INV00003371,PO0001048,173.92,2025-11-07 00:28:15.000000,2026-08-12 21:45:25.315550
INV00003492,PO0002373,1106.63,2025-11-09 11:01:42.000000,2026-08-12 21:45:25.315550
INV00003498,PO0004737,1173.21,2024-06-27 09:31:59.000000,2026-08-12 21:45:25.315550
INV00003534,PO0004241,2714.11,2026-03-04 18:56:43.000000,2026-08-12 21:45:25.315550
INV00003765,PO0002034,58.88,2025-01-06 01:46:58.000000,2026-08-12 21:45:25.315550
INV00003971,PO0000270,2740.84,2024-06-20 00:36:25.000000,2026-08-12 21:45:25.315550
INV00004389,PO0001922,2601.94,2025-05-15 11:41:51.102913,2026-08-12 21:45:25.315550
INV00004594,PO0000366,3677.12,2026-01-10 02:45:15.000000,2026-08-12 21:45:25.315550
INV00004596,PO0002376,2616.53,2026-05-08 07:49:18.000000,2026-08-12 21:45:25.315550
INV00004597,PO0001215,754.53,2025-10-26 02:50:56.000000,2026-08-12 21:45:25.315550
INV00004908,PO0002484,3994.86,2026-02-28 11:57:16.000000,2026-08-12 21:45:25.315550
INV00004952,PO0003824,5284.78,2025-02-26 16:50:59.000000,2026-08-12 21:45:25.315550
INV00004958,PO0000168,5406.39,2024-08-26 07:07:43.000000,2026-08-12 21:45:25.315550
INV00000092,PO0001874,3914.29,2024-11-15 11:34:44.000000,2026-08-12 21:45:25.315550
INV00000095,PO0001243,3372.73,2024-12-16 21:08:49.000000,2026-08-12 21:45:25.315550
INV00000444,PO0000253,762.66,2025-07-12 02:59:56.000000,2026-08-12 21:45:25.315550
INV00000489,PO0002476,4902.2,2025-08-29 15:23:02.000000,2026-08-12 21:45:25.315550
INV00000610,PO0002514,5141.13,2025-06-05 17:30:31.000000,2026-08-12 21:45:25.315550
INV00000616,PO0001945,1160.14,2026-05-27 22:11:04.000000,2026-08-12 21:45:25.315550
INV00000710,PO0001491,3674.31,2025-12-15 06:54:55.000000,2026-08-12 21:45:25.315550
INV00001518,PO0003613,1381.91,2025-10-01 02:21:08.000000,2026-08-12 21:45:25.315550
INV00001537,PO0001867,4566.69,2024-08-14 11:57:21.000000,2026-08-12 21:45:25.315550
INV00001663,PO0001719,3070.45,2024-08-02 13:57:27.000000,2026-08-12 21:45:25.315550
INV00001741,PO0001578,4752.59,2025-04-17 15:57:48.000000,2026-08-12 21:45:25.315550
INV00001804,PO0000599,1573.59,2025-08-23 01:27:56.000000,2026-08-12 21:45:25.315550
INV00001999,PO0003265,4155.21,2025-01-18 14:28:40.000000,2026-08-12 21:45:25.315550
INV00002114,PO0003081,3015.84,2025-01-29 08:01:53.000000,2026-08-12 21:45:25.315550
INV00002236,PO0003826,4076.46,2024-06-16 15:34:13.000000,2026-08-12 21:45:25.315550
INV00003115,PO0004943,4178.26,2024-06-07 01:01:05.000000,2026-08-12 21:45:25.315550
INV00003277,PO0000332,1211.93,2025-04-24 11:41:51.098952,2026-08-12 21:45:25.315550
INV00003646,PO0000023,2676.22,2026-02-23 06:48:12.000000,2026-08-12 21:45:25.315550
INV00003712,PO0003789,1556.3,2025-08-20 04:11:20.000000,2026-08-12 21:45:25.315550
INV00003875,PO0001340,1906.47,2025-03-29 05:50:34.000000,2026-08-12 21:45:25.315550
INV00004626,PO0000540,3583.87,2024-11-25 12:06:13.000000,2026-08-12 21:45:25.315550
INV00004750,PO0004659,2654.33,2026-03-31 14:56:55.000000,2026-08-12 21:45:25.315550
INV00004897,PO0002338,5272.55,2025-04-03 06:20:54.000000,2026-08-12 21:45:25.315550
INV00004992,PO0001553,3568.6,2025-01-10 13:41:56.000000,2026-08-12 21:45:25.315550
INV00000345,PO0002868,146.3,2024-08-10 06:24:53.000000,2026-08-12 21:45:25.315550
INV00000544,PO0001756,3891.39,2024-05-29 19:10:13.000000,2026-08-12 21:45:25.315550
INV00000630,PO0000358,4334.04,2025-10-14 11:34:54.000000,2026-08-12 21:45:25.315550
INV00000755,PO0002663,4532.66,2025-03-24 08:26:50.000000,2026-08-12 21:45:25.315550
INV00000800,PO0003648,973.56,2025-08-14 01:43:28.000000,2026-08-12 21:45:25.315550
INV00000887,PO0001062,3654.49,2024-12-11 06:23:24.000000,2026-08-12 21:45:25.315550
INV00000892,PO0004061,2969.3,2025-11-18 01:54:26.000000,2026-08-12 21:45:25.315550
INV00000979,PO0002513,5354.36,2024-11-04 19:43:58.000000,2026-08-12 21:45:25.315550
INV00001023,PO0002551,570.52,2024-05-29 12:28:41.000000,2026-08-12 21:45:25.315550
INV00001169,PO0002741,2626.8,2025-08-29 07:54:16.000000,2026-08-12 21:45:25.315550
INV00001446,PO0003493,483.61,2024-11-14 21:56:46.000000,2026-08-12 21:45:25.315550
INV00001676,PO0001210,4263.12,2024-06-17 15:01:50.000000,2026-08-12 21:45:25.315550
INV00002113,PO0000786,3799.37,2025-05-09 11:41:51.097427,2026-08-12 21:45:25.315550
INV00002519,PO0003955,3362.4,2024-07-13 01:10:20.000000,2026-08-12 21:45:25.315550
INV00002681,PO0001002,1733.67,2025-01-09 23:17:54.000000,2026-08-12 21:45:25.315550
INV00002756,PO0002360,4166.28,2025-07-25 05:32:40.000000,2026-08-12 21:45:25.315550
INV00002928,PO0004225,2101.46,2025-02-26 08:40:49.000000,2026-08-12 21:45:25.315550
INV00004206,PO0000006,4021.13,2025-01-22 06:18:23.000000,2026-08-12 21:45:25.315550
INV00000287,PO0001954,$173.9,2026-02-22 23:51:28.000000,2026-08-12 21:45:25.315550
INV00000324,PO0003427,1029.46,2025-06-26 00:46:09.000000,2026-08-12 21:45:25.315550
INV00000752,PO0004854,5178.38,2024-12-11 18:17:13.000000,2026-08-12 21:45:25.315550
INV00000781,PO0002194,1203.3,2025-06-30 03:01:54.000000,2026-08-12 21:45:25.315550
INV00001240,PO0004141,5356.79,2026-01-19 11:33:21.000000,2026-08-12 21:45:25.315550
INV00001637,PO0004697,4418.63,2024-09-18 09:32:51.000000,2026-08-12 21:45:25.315550
INV00001943,PO0001327,1511.09,2025-06-21 08:12:57.000000,2026-08-12 21:45:25.315550
INV00002385,PO0001622,408.31,2025-07-20 06:19:32.000000,2026-08-12 21:45:25.315550
INV00002420,PO0004739,4776.48,2026-03-08 08:14:36.000000,2026-08-12 21:45:25.315550
INV00002618,PO0004103,2112.29,2026-03-09 18:45:08.000000,2026-08-12 21:45:25.315550
INV00002709,PO0000698,3277.99,2024-12-26 06:14:31.000000,2026-08-12 21:45:25.315550
INV00002729,PO0004541,1031.75,2025-05-04 23:57:14.000000,2026-08-12 21:45:25.315550
INV00002796,PO0001845,5396.5,2024-12-01 00:26:27.000000,2026-08-12 21:45:25.315550
INV00003161,PO0002701,998.7,2024-08-11 01:02:38.000000,2026-08-12 21:45:25.315550
INV00003920,PO0001230,4640.83,2025-07-04 13:53:59.000000,2026-08-12 21:45:25.315550
INV00004095,PO0004772,2889.81,2025-06-02 11:41:51.101047,2026-08-12 21:45:25.315550
INV00004522,PO0003846,3558.43,2025-11-24 15:03:19.000000,2026-08-12 21:45:25.315550
INV00004541,PO0003221,873.06,2025-11-02 19:49:27.000000,2026-08-12 21:45:25.315550
INV00004796,PO0002963,4224.5,2026-04-24 06:32:31.000000,2026-08-12 21:45:25.315550
INV00000081,PO0002084,4029.68,2026-01-08 10:35:58.000000,2026-08-12 21:45:25.315550
INV00000270,PO0002727,3037.56,2025-05-26 11:41:51.091922,2026-08-12 21:45:25.315550
INV00000522,PO0004868,565.42,2024-11-21 13:58:32.000000,2026-08-12 21:45:25.315550
INV00000547,PO0002757,701.15,2026-05-06 10:01:19.000000,2026-08-12 21:45:25.315550
INV00000862,PO0002833,1002.37,2025-04-19 05:57:36.000000,2026-08-12 21:45:25.315550
INV00001009,PO0001857,29.16,2025-06-13 04:41:10.000000,2026-08-12 21:45:25.315550
INV00001116,PO0001518,4591.69,2024-07-17 00:08:03.000000,2026-08-12 21:45:25.315550
INV00001285,PO0003814,4164.05,2026-04-09 02:08:02.000000,2026-08-12 21:45:25.315550
INV00001347,PO0001681,4634.47,2025-01-14 03:28:55.000000,2026-08-12 21:45:25.315550
INV00001524,PO0001569,5214.08,2026-01-07 07:15:09.000000,2026-08-12 21:45:25.315550
INV00001646,PO0003000,3133.7,2025-11-20 12:07:05.000000,2026-08-12 21:45:25.315550
INV00001732,PO0000564,5279.75,2025-05-18 15:52:54.000000,2026-08-12 21:45:25.315550
INV00001751,PO0004714,744.89,2025-01-28 14:51:44.000000,2026-08-12 21:45:25.315550
INV00001752,PO0001497,1942.52,2025-12-04 17:35:56.000000,2026-08-12 21:45:25.315550
INV00001849,PO0000800,3038.83,2024-06-14 13:09:01.000000,2026-08-12 21:45:25.315550
INV00001870,PO0001761,3353.15,2025-06-12 18:46:23.000000,2026-08-12 21:45:25.315550
INV00001941,PO0002030,80.39,2024-07-20 09:38:25.000000,2026-08-12 21:45:25.315550
INV00002242,PO0002951,590.3,2025-09-30 14:39:17.000000,2026-08-12 21:45:25.315550
INV00002314,PO0000054,2948.55,2024-10-03 07:47:18.000000,2026-08-12 21:45:25.315550
INV00002438,PO0000379,1416.04,2025-08-14 03:43:48.000000,2026-08-12 21:45:25.315550
INV00002520,PO0000610,547.81,2026-01-22 15:40:19.000000,2026-08-12 21:45:25.315550
INV00002560,PO0002081,2445.47,2024-12-22 23:13:26.000000,2026-08-12 21:45:25.315550
INV00003077,PO0003348,3477.6,2025-12-12 04:46:51.000000,2026-08-12 21:45:25.315550
INV00003103,PO0000850,409.72,2025-04-03 06:19:08.000000,2026-08-12 21:45:25.315550
INV00003131,PO0000615,461.33,2025-08-23 11:37:26.000000,2026-08-12 21:45:25.315550
INV00003266,PO0003343,5251.82,2024-08-26 03:47:59.000000,2026-08-12 21:45:25.315550
INV00003948,PO0004989,1052.46,2025-01-14 05:20:27.000000,2026-08-12 21:45:25.315550
INV00004133,PO0003985,2639.0,2026-03-08 13:37:14.000000,2026-08-12 21:45:25.315550
INV00004669,PO0003418,374.67,2025-05-12 11:07:12.000000,2026-08-12 21:45:25.315550
INV00004693,PO0003986,423.7,2025-09-18 04:55:48.000000,2026-08-12 21:45:25.315550
INV00004878,PO0000625,1613.33,2025-11-17 16:04:05.000000,2026-08-12 21:45:25.315550
INV00000043,PO0001211,4563.23,2024-12-23 11:30:46.000000,2026-08-12 21:45:25.315550
INV00000282,PO0000525,1806.98,2025-09-24 05:25:50.000000,2026-08-12 21:45:25.315550
INV00000442,PO0001729,3265.52,2025-08-19 17:44:10.000000,2026-08-12 21:45:25.315550
INV00000512,PO0000988,3312.72,2025-03-29 10:29:00.000000,2026-08-12 21:45:25.315550
INV00000533,PO0004224,1385.81,2025-04-09 07:02:35.000000,2026-08-12 21:45:25.315550
INV00000920,PO0000016,3712.66,2026-04-22 17:49:16.000000,2026-08-12 21:45:25.315550
INV00000955,PO0001737,497.94,2025-08-17 21:22:32.000000,2026-08-12 21:45:25.315550
INV00001602,PO0004247,2995.52,2024-10-19 18:54:24.000000,2026-08-12 21:45:25.315550
INV00001874,PO0001852,1733.67,2025-08-24 15:56:07.000000,2026-08-12 21:45:25.315550
INV00002217,PO0002297,456.33,2025-02-03 10:35:14.000000,2026-08-12 21:45:25.315550
INV00002231,PO0003733,1792.25,2025-11-25 02:28:42.000000,2026-08-12 21:45:25.315550
INV00002360,PO0004656,1057.71,2024-10-21 11:11:17.000000,2026-08-12 21:45:25.315550
INV00002389,PO0003522,814.5,2026-03-27 01:13:57.000000,2026-08-12 21:45:25.315550
INV00002401,PO0001834,4271.44,2024-11-03 18:50:49.000000,2026-08-12 21:45:25.315550
INV00002670,PO0000549,3569.32,2024-09-14 10:33:58.000000,2026-08-12 21:45:25.315550
INV00002760,PO0003434,1487.28,2025-01-24 04:17:20.000000,2026-08-12 21:45:25.315550
INV00003059,PO0000739,1404.96,2026-01-12 12:06:23.000000,2026-08-12 21:45:25.315550
INV00003095,PO0000273,1696.8,2024-08-20 22:40:49.000000,2026-08-12 21:45:25.315550
INV00003282,PO0004172,734.75,2024-10-11 01:55:35.000000,2026-08-12 21:45:25.315550
INV00003522,PO0001453,5036.53,2024-06-01 14:39:48.000000,2026-08-12 21:45:25.315550
INV00003587,PO0002759,4723.01,2026-01-06 06:15:31.000000,2026-08-12 21:45:25.315550
INV00003592,PO0001656,3759.53,2025-03-13 08:30:26.000000,2026-08-12 21:45:25.315550
INV00003962,PO0002223,698.08,2025-04-19 05:47:51.000000,2026-08-12 21:45:25.315550
INV00004018,PO0003168,4777.24,2025-12-02 15:10:52.000000,2026-08-12 21:45:25.315550
INV00004402,PO0001792,5005.95,2024-12-11 12:34:41.000000,2026-08-12 21:45:25.315550
INV00004559,PO0001646,3554.55,2025-05-08 22:04:37.000000,2026-08-12 21:45:25.315550
INV00004638,PO0004638,5379.87,2025-09-09 16:37:05.000000,2026-08-12 21:45:25.315550
INV00004667,PO0003499,1986.11,2025-09-21 17:20:00.000000,2026-08-12 21:45:25.315550
INV00004742,PO0000094,3265.32,2025-07-23 02:38:56.000000,2026-08-12 21:45:25.315550
INV00004848,PO0003078,1978.17,2025-07-28 11:02:35.000000,2026-08-12 21:45:25.315550
INV00004863,PO0003147,4108.84,2025-11-25 12:28:53.000000,2026-08-12 21:45:25.315550
INV00004971,PO0002986,3251.31,2026-03-07 16:29:12.000000,2026-08-12 21:45:25.315550
INV00001013,PO0000928,3739.31,2024-12-29 15:03:11.000000,2026-08-12 21:45:25.315550
INV00001049,PO0003986,2241.19,2025-09-23 04:55:48.000000,2026-08-12 21:45:25.315550
INV00001221,PO0004415,4698.41,2026-02-28 07:03:53.000000,2026-08-12 21:45:25.315550
INV00001228,PO0003946,4255.39,2025-01-11 13:36:53.000000,2026-08-12 21:45:25.315550
INV00001351,PO0004682,3347.97,2025-05-17 11:41:51.095433,2026-08-12 21:45:25.315550
INV00001521,PO0001148,1736.6,2025-04-12 11:41:51.095433,2026-08-12 21:45:25.315550
INV00001550,PO0002046,4815.81,2025-11-30 14:18:54.000000,2026-08-12 21:45:25.315550
INV00001701,PO0000008,2269.53,2025-06-25 09:05:46.000000,2026-08-12 21:45:25.315550
INV00001907,PO0004516,5208.81,2024-11-15 04:15:21.000000,2026-08-12 21:45:25.315550
INV00002169,PO0000221,2106.71,2024-09-22 18:06:07.000000,2026-08-12 21:45:25.315550
INV00002751,PO0004972,813.88,2025-01-04 21:41:23.000000,2026-08-12 21:45:25.315550
INV00003481,PO0003938,5002.88,2026-02-26 09:33:43.000000,2026-08-12 21:45:25.315550
INV00003640,PO0003153,3082.27,2026-02-13 14:25:29.000000,2026-08-12 21:45:25.315550
INV00004068,PO0002487,3127.51,2025-04-29 00:30:37.000000,2026-08-12 21:45:25.315550
INV00004235,PO0000813,4026.86,2024-11-01 00:06:34.000000,2026-08-12 21:45:25.315550
INV00004239,PO0001936,3558.68,2025-12-01 03:54:05.000000,2026-08-12 21:45:25.315550
INV00004381,PO0003313,2188.28,2025-02-10 18:23:02.000000,2026-08-12 21:45:25.315550
INV00004850,PO0000964,651.5,2025-04-19 19:18:37.000000,2026-08-12 21:45:25.315550
INV00004882,PO0002781,246.71,2025-11-20 13:53:33.000000,2026-08-12 21:45:25.315550
INV00004998,PO0003670,2161.79,2026-01-15 19:24:10.000000,2026-08-12 21:45:25.315550
INV00000213,PO0002477,4964.1,2025-08-18 21:21:35.000000,2026-08-12 21:45:25.315550
INV00000294,PO0001499,4266.17,2025-12-04 18:35:29.000000,2026-08-12 21:45:25.315550
INV00000698,PO0004356,123.7,2024-12-13 18:26:11.000000,2026-08-12 21:45:25.315550
INV00001041,PO0001806,4183.19,2026-02-02 18:57:00.000000,2026-08-12 21:45:25.315550
INV00001312,PO0000575,964.14,2024-07-05 04:11:16.000000,2026-08-12 21:45:25.315550
INV00001485,PO0003148,701.58,2024-08-02 16:08:11.000000,2026-08-12 21:45:25.315550
INV00002150,PO0002537,3813.39,2025-05-26 04:17:42.000000,2026-08-12 21:45:25.315550
INV00002235,PO0002740,505.92,2025-12-30 16:50:16.000000,2026-08-12 21:45:25.315550
INV00002336,PO0002233,394.67,2024-12-24 03:04:05.000000,2026-08-12 21:45:25.315550
INV00002731,PO0000433,4896.59,2025-11-02 12:56:53.000000,2026-08-12 21:45:25.315550
INV00002899,PO0003518,2280.17,2026-02-25 15:21:43.000000,2026-08-12 21:45:25.315550
INV00003185,PO0001903,1723.08,2025-08-21 11:45:03.000000,2026-08-12 21:45:25.315550
INV00003298,PO0003711,1175.47,2025-06-17 03:37:20.000000,2026-08-12 21:45:25.315550
INV00003503,PO0001721,340.41,2025-09-20 06:19:13.000000,2026-08-12 21:45:25.315550
INV00003688,PO0004974,3231.32,2025-01-18 08:41:20.000000,2026-08-12 21:45:25.315550
INV00003726,PO0001704,4398.57,2024-08-20 03:38:13.000000,2026-08-12 21:45:25.315550
INV00004044,PO0000419,1902.19,2025-10-26 09:36:00.000000,2026-08-12 21:45:25.315550
INV00004152,PO0000973,2659.88,2024-10-15 02:36:01.000000,2026-08-12 21:45:25.315550
INV00004163,PO0002657,1199.75,2025-04-29 11:41:51.102408,2026-08-12 21:45:25.315550
INV00004270,PO0003147,1301.56,2025-12-25 12:28:53.000000,2026-08-12 21:45:25.315550
INV00004403,PO0003638,1742.44,2025-05-14 03:39:44.000000,2026-08-12 21:45:25.315550
INV00004415,PO0001264,$1313.63,2026-02-09 23:23:20.000000,2026-08-12 21:45:25.315550
INV00004472,PO0003603,1246.15,2025-12-26 02:58:50.000000,2026-08-12 21:45:25.315550
INV00004545,PO0004304,2609.03,2026-01-24 10:16:21.000000,2026-08-12 21:45:25.315550
INV00004627,PO0000728,1383.9,2025-02-23 08:52:36.000000,2026-08-12 21:45:25.315550
INV00004681,PO0002575,850.23,2025-01-07 06:41:03.000000,2026-08-12 21:45:25.315550
INV00004740,PO0004765,4571.01,2025-07-13 16:11:55.000000,2026-08-12 21:45:25.315550
INV00004765,PO0003623,235.77,2026-03-31 11:25:24.000000,2026-08-12 21:45:25.315550
INV00000033,PO0001085,4869.71,2025-02-01 23:13:03.000000,2026-08-12 21:45:25.315550
INV00000130,PO0003734,15.48,2025-03-29 01:28:05.000000,2026-08-12 21:45:25.315550
INV00000160,PO0003248,438.97,2025-12-29 03:15:12.000000,2026-08-12 21:45:25.315550
INV00000448,PO0000862,2469.83,2025-05-08 11:41:51.091922,2026-08-12 21:45:25.315550
INV00000484,PO0000537,5129.98,2025-03-09 20:53:58.000000,2026-08-12 21:45:25.315550
INV00001403,PO0001727,4293.74,2025-06-10 19:00:06.000000,2026-08-12 21:45:25.315550
INV00001787,PO0001312,4784.57,2025-04-08 03:39:05.000000,2026-08-12 21:45:25.315550
INV00001898,PO0000249,4060.99,2025-11-12 05:44:41.000000,2026-08-12 21:45:25.315550
INV00002031,PO0004129,1843.43,2025-12-02 20:43:49.000000,2026-08-12 21:45:25.315550
INV00002472,PO0003879,1993.29,2024-08-02 17:43:58.000000,2026-08-12 21:45:25.315550
INV00002541,PO0004594,1318.9,2025-11-08 10:25:07.000000,2026-08-12 21:45:25.315550
INV00002770,PO0002332,1763.99,2025-03-03 18:09:55.000000,2026-08-12 21:45:25.315550
INV00002877,PO0004230,246.69,2024-06-29 21:18:36.000000,2026-08-12 21:45:25.315550
INV00003063,PO0003397,3547.67,2026-04-23 00:16:46.000000,2026-08-12 21:45:25.315550
INV00003096,PO0004606,2357.0,2025-04-09 23:13:05.000000,2026-08-12 21:45:25.315550
INV00003711,PO0003859,1146.88,2025-04-22 11:41:51.101047,2026-08-12 21:45:25.315550
INV00003906,PO0002987,1173.36,2025-02-09 05:54:21.000000,2026-08-12 21:45:25.315550
INV00004183,PO0002341,4937.22,2025-08-11 04:21:44.000000,2026-08-12 21:45:25.315550
INV00004925,PO0001959,4481.95,2024-12-25 22:56:52.000000,2026-08-12 21:45:25.315550
INV00000181,PO0003945,1726.11,2025-04-17 02:03:05.000000,2026-08-12 21:45:25.315550
INV00000523,PO0000316,567.67,2026-03-13 06:11:18.000000,2026-08-12 21:45:25.315550
INV00000551,PO0001065,4524.05,2025-06-23 18:29:05.000000,2026-08-12 21:45:25.315550
INV00000648,PO0004726,4122.47,2025-10-21 10:01:25.000000,2026-08-12 21:45:25.315550
INV00000915,PO0003344,5442.75,2025-04-26 11:41:51.093428,2026-08-12 21:45:25.315550
INV00001349,PO0003312,3088.7,2025-12-07 09:29:27.000000,2026-08-12 21:45:25.315550
INV00001606,PO0004775,4710.82,2025-07-15 03:18:20.000000,2026-08-12 21:45:25.315550
INV00001692,PO0003059,3405.48,2024-10-15 01:53:34.000000,2026-08-12 21:45:25.315550
INV00002004,PO0001367,3035.29,2025-04-13 15:00:54.000000,2026-08-12 21:45:25.315550
INV00002047,PO0000421,3423.02,2024-08-10 03:23:06.000000,2026-08-12 21:45:25.315550
INV00002066,PO0001474,967.9,2024-08-12 19:29:56.000000,2026-08-12 21:45:25.315550
INV00002162,PO0003976,1189.9,2025-03-31 15:23:58.000000,2026-08-12 21:45:25.315550
INV00002457,PO0004021,960.49,2024-12-30 20:18:24.000000,2026-08-12 21:45:25.315550
INV00002507,PO0003196,4219.82,2026-04-24 01:23:44.000000,2026-08-12 21:45:25.315550
INV00002848,PO0003194,1742.17,2024-05-10 22:40:17.000000,2026-08-12 21:45:25.315550
INV00002956,PO0000377,5236.98,2024-12-24 20:19:32.000000,2026-08-12 21:45:25.315550
INV00003182,PO0001034,1931.15,2025-08-03 21:09:21.000000,2026-08-12 21:45:25.315550
INV00003693,PO0004378,3772.36,2025-02-17 15:45:37.000000,2026-08-12 21:45:25.315550
INV00003697,PO0004414,3043.86,2026-02-19 06:21:38.000000,2026-08-12 21:45:25.315550
INV00003862,PO0001328,337.41,2025-04-29 11:41:51.101047,2026-08-12 21:45:25.315550
INV00004058,PO0003520,4899.45,2025-08-12 16:59:36.000000,2026-08-12 21:45:25.315550
INV00004115,PO0001625,3665.99,2025-01-20 07:27:26.000000,2026-08-12 21:45:25.315550
INV00004427,PO0003396,5067.21,2024-08-28 13:47:14.000000,2026-08-12 21:45:25.315550
INV00004433,PO0000774,230.04,2025-08-14 20:51:10.000000,2026-08-12 21:45:25.315550
INV00004576,PO0002808,2783.11,2024-12-18 16:52:32.000000,2026-08-12 21:45:25.315550
INV00004685,PO0004324,1812.43,2025-05-15 15:39:38.000000,2026-08-12 21:45:25.315550
INV00004687,PO0001207,1107.59,2024-09-21 21:20:15.000000,2026-08-12 21:45:25.315550
INV00004709,PO0001880,1230.09,2026-03-27 16:06:57.000000,2026-08-12 21:45:25.315550
INV00004843,PO0003315,$3244.76,2024-09-24 05:46:45.000000,2026-08-12 21:45:25.315550
INV00000386,PO0004623,2562.48,2024-06-26 08:40:46.000000,2026-08-12 21:45:25.315550
INV00000731,PO0002506,631.07,2024-07-03 03:45:55.000000,2026-08-12 21:45:25.315550
INV00000797,PO0000263,4466.99,2024-10-24 08:13:12.000000,2026-08-12 21:45:25.315550
INV00000805,PO0003905,835.64,2025-01-26 22:04:51.000000,2026-08-12 21:45:25.315550
INV00001053,PO0003876,4801.99,2024-09-09 18:39:29.000000,2026-08-12 21:45:25.315550
INV00001164,PO0002739,3285.73,2024-12-21 09:11:11.000000,2026-08-12 21:45:25.315550
INV00001333,PO0000493,4047.97,2026-02-21 23:12:16.000000,2026-08-12 21:45:25.315550
INV00001769,PO0002325,3331.12,2025-04-27 11:41:51.096923,2026-08-12 21:45:25.315550
INV00001878,PO0000633,5238.5,2025-09-01 15:15:16.000000,2026-08-12 21:45:25.315550
