po_id,vendor_id,item_name,quantity_requested,po_timestamp,ingestion_timestamp
PO0001072,V01929,E-commerce,286,2025-10-23 07:37:58,2026-08-12 21:41:41.391515
PO0001073,V03253,Networks,300,2025-09-24 09:04:47,2026-08-12 21:41:41.391515
PO0001074,V00964,Convergence,920,2024-12-23 12:19:06,2026-08-12 21:41:41.391515
PO0001075,V04083,Roi,446,2025-06-22 10:10:03,2026-08-12 21:41:41.391515
PO0001076,V02577,Niches,86,2024-12-26 05:28:18,2026-08-12 21:41:41.391515
PO0001077,V00861,Niches,820,2024-08-28 19:16:27,2026-08-12 21:41:41.391515
PO0001078,V00958,Info-mediaries,108,2024-09-05 13:13:48,2026-08-12 21:41:41.391515
PO0001080,V00149,E-business,665,2025-09-19 07:39:41,2026-08-12 21:41:41.391515
PO0001081,V02150,Architectures,386,2024-12-11 02:53:39,2026-08-12 21:41:41.391515
PO0001082,V04861,E-tailers,49,2024-08-28 07:00:28,2026-08-12 21:41:41.391515
PO0001083,V03865,Web-readiness,941,2025-09-29 03:55:50,2026-08-12 21:41:41.391515
PO0001085,V04175,E-services,817,2025-01-11 23:13:03,2026-08-12 21:41:41.391515
PO0001086,V00162,Info-mediaries,973,2024-08-04 16:54:21,2026-08-12 21:41:41.391515
PO0001087,V01176,E-services,178,2025-10-23 15:46:55,2026-08-12 21:41:41.391515
PO0001088,V01070,Action-items,824,2026-02-14 09:08:58,2026-08-12 21:41:41.391515
PO0001089,V01056,E-services,584,2024-12-16 19:58:56,2026-08-12 21:41:41.391515
PO0001090,V02142,Metrics,399,2024-07-05 18:28:09,2026-08-12 21:41:41.391515
PO0001091,V00236,Architectures,750,2025-02-27 10:03:41,2026-08-12 21:41:41.391515
PO0001092,V04604,Methodologies,697,2024-07-16 20:09:52,2026-08-12 21:41:41.391515
PO0001093,V02119,Paradigms,261,2025-05-13 04:47:32,2026-08-12 21:41:41.391515
PO0001094,V01569,Networks,672,2024-12-28 12:47:39,2026-08-12 21:41:41.391515
PO0001095,V04366,Methodologies,680,2025-05-03 00:31:28,2026-08-12 21:41:41.391515
PO0001096,V01115,Infrastructures,11,2025-01-29 00:43:54,2026-08-12 21:41:41.391515
PO0001097,V03164,Action-items,299,2025-08-08 15:38:06,2026-08-12 21:41:41.391515
PO0001098,V00621,Platforms,147,2024-06-22 06:40:24,2026-08-12 21:41:41.391515
PO0001099,V04144,Networks,682,2025-04-01 11:11:05,2026-08-12 21:41:41.391515
PO0001100,V03934,Infrastructures,712,2024-06-08 16:56:52,2026-08-12 21:41:41.391515
PO0001101,V00322,Platforms,51,2024-05-30 12:35:19,2026-08-12 21:41:41.391515
PO0001102,V03265,Info-mediaries,369,2025-01-03 23:27:08,2026-08-12 21:41:41.391515
PO0001104,V01162,Channels,316,2024-05-28 13:43:48,2026-08-12 21:41:41.391515
PO0001105,V04640,Schemas,834,2025-06-02 23:11:09,2026-08-12 21:41:41.391515
PO0001106,V02201,Services,395,2026-02-08 12:38:01,2026-08-12 21:41:41.391515
PO0001107,V03459,Niches,652,2025-08-25 13:43:25,2026-08-12 21:41:41.391515
PO0001108,V04208,Experiences,479,2024-05-24 15:22:15,2026-08-12 21:41:41.391515
PO0001109,V03222,E-services,388,2025-01-25 04:04:24,2026-08-12 21:41:41.391515
PO0001110,V03187,Convergence,824,2024-12-13 15:17:31,2026-08-12 21:41:41.391515
PO0001111,V01140,Paradigms,720,2025-07-27 11:41:04,2026-08-12 21:41:41.391515
PO0001112,V02079,E-services,-932,2024-06-29 01:05:27,2026-08-12 21:41:41.391515
PO0001113,V02530,Communities,114,2024-11-04 15:43:47,2026-08-12 21:41:41.391515
PO0001114,V00805,Markets,719,2025-04-01 03:55:05,2026-08-12 21:41:41.391515
PO0001115,V03676,Channels,708,2025-04-05 17:21:52,2026-08-12 21:41:41.391515
PO0001116,V02652,Experiences,17,2024-12-12 15:51:01,2026-08-12 21:41:41.391515
PO0001117,V02338,Users,857,2024-11-13 03:16:05,2026-08-12 21:41:41.391515
PO0001118,V02763,Communities,197,2025-04-19 07:44:08,2026-08-12 21:41:41.391515
PO0001119,V01144,E-markets,59,2024-10-13 21:40:24,2026-08-12 21:41:41.391515
PO0001120,V04757,Users,493,2025-12-02 22:57:12,2026-08-12 21:41:41.391515
PO0001121,V00900,Users,38,2025-01-27 09:10:35,2026-08-12 21:41:41.391515
PO0001122,V02883,Infrastructures,-94,2025-08-27 01:04:37,2026-08-12 21:41:41.391515
PO0001123,V03144,Schemas,340,2024-10-01 20:47:09,2026-08-12 21:41:41.391515
PO0001124,V01621,Channels,279,2025-01-20 00:05:36,2026-08-12 21:41:41.391515
PO0001125,V03832,Solutions,282,2025-12-08 22:19:59,2026-08-12 21:41:41.391515
PO0001126,V01270,Solutions,180,2024-08-05 15:19:51,2026-08-12 21:41:41.391515
PO0001128,V04251,E-services,811,2025-03-24 11:48:27,2026-08-12 21:41:41.391515
PO0001129,V02119,Paradigms,369,2026-02-25 17:49:46,2026-08-12 21:41:41.391515
PO0001130,V01386,Communities,585,2025-06-02 20:02:34,2026-08-12 21:41:41.391515
PO0001131,V00729,Users,114,2025-11-07 09:55:14,2026-08-12 21:41:41.391515
PO0001132,V04232,Users,389,2025-11-16 09:13:26,2026-08-12 21:41:41.391515
PO0001133,V00309,Users,-786,2026-02-09 16:30:32,2026-08-12 21:41:41.391515
PO0001134,V01719,Infrastructures,155,2025-11-07 18:16:55,2026-08-12 21:41:41.391515
PO0001135,V03401,E-commerce,898,2024-12-03 18:13:32,2026-08-12 21:41:41.391515
PO0001136,V04554,Roi,482,2024-07-14 02:31:30,2026-08-12 21:41:41.391515
PO0001137,V01273,Metrics,76,2026-01-25 05:23:49,2026-08-12 21:41:41.391515
PO0001138,V01589,Services,102,2025-12-22 04:58:41,2026-08-12 21:41:41.391515
PO0001139,V01589,Info-mediaries,567,2026-02-02 15:25:30,2026-08-12 21:41:41.391515
PO0001140,V02421,Niches,241,2025-04-11 06:23:26,2026-08-12 21:41:41.391515
PO0001141,V03609,E-tailers,853,2024-07-19 12:02:09,2026-08-12 21:41:41.391515
PO0001142,V01115,Networks,372,2025-01-19 20:05:15,2026-08-12 21:41:41.391515
PO0001143,V00033,Infrastructures,230,2025-07-12 22:59:27,2026-08-12 21:41:41.391515
PO0001144,V03638,Platforms,823,2024-12-07 05:48:25,2026-08-12 21:41:41.391515
PO0001145,V04800,Partnerships,318,2025-10-15 12:31:02,2026-08-12 21:41:41.391515
PO0001146,V01497,Paradigms,132,2026-01-03 20:57:41,2026-08-12 21:41:41.391515
PO0001147,V00268,Relationships,997,2025-07-05 13:48:25,2026-08-12 21:41:41.391515
PO0001150,V01700,Schemas,282,2024-11-05 22:08:09,2026-08-12 21:41:41.391515
PO0001151,V02238,Methodologies,226,2024-11-28 18:42:14,2026-08-12 21:41:41.391515
PO0001152,V02197,Schemas,304,2026-02-05 04:57:31,2026-08-12 21:41:41.391515
PO0001153,V03603,E-services,379,2026-03-19 01:39:53,2026-08-12 21:41:41.391515
PO0001154,V04610,Users,931,2025-07-30 09:33:24,2026-08-12 21:41:41.391515
PO0001156,V01859,E-markets,396,2024-05-16 11:19:39,2026-08-12 21:41:41.391515
PO0001157,V00383,Channels,523,2025-01-01 22:38:43,2026-08-12 21:41:41.391515
PO0001158,V01237,E-services,91,2024-10-14 17:11:23,2026-08-12 21:41:41.391515
PO0001160,V03389,E-commerce,43,2025-05-19 13:25:41,2026-08-12 21:41:41.391515
PO0001161,V00835,E-services,580,2025-06-07 00:32:31,2026-08-12 21:41:41.391515
PO0001162,V01539,E-business,815,2024-05-11 12:44:02,2026-08-12 21:41:41.391515
PO0001163,V02265,Metrics,935,2024-10-07 15:08:04,2026-08-12 21:41:41.391515
PO0001164,V03874,Users,707,2024-09-16 15:38:06,2026-08-12 21:41:41.391515
PO0001166,V01947,E-tailers,186,2025-06-03 13:19:07,2026-08-12 21:41:41.391515
PO0001167,V03111,Users,845,2024-10-04 03:45:53,2026-08-12 21:41:41.391515
PO0001168,V03743,Methodologies,266,2025-03-11 05:30:16,2026-08-12 21:41:41.391515
PO0001169,V01081,Niches,933,2024-06-21 14:07:44,2026-08-12 21:41:41.391515
PO0001170,V04418,E-services,906,2026-02-25 17:51:53,2026-08-12 21:41:41.391515
PO0001171,V02546,Info-mediaries,15,2025-12-20 16:31:36,2026-08-12 21:41:41.391515
PO0001172,V03649,Users,313,2024-06-10 07:51:46,2026-08-12 21:41:41.391515
PO0001173,V02087,Web-readiness,81,2025-10-04 16:31:35,2026-08-12 21:41:41.391515
PO0001174,V02383,E-services,633,2024-09-21 03:49:14,2026-08-12 21:41:41.391515
PO0001175,V03873,E-tailers,952,2024-10-21 03:30:04,2026-08-12 21:41:41.391515
PO0001176,V04803,Infrastructures,560,2026-01-19 04:34:51,2026-08-12 21:41:41.391515
PO0001177,V03562,Partnerships,819,2025-08-31 10:58:54,2026-08-12 21:41:41.391515
PO0001179,V04884,Platforms,721,2026-04-01 09:13:03,2026-08-12 21:41:41.391515
PO0001180,V01263,E-tailers,303,2025-07-28 17:18:22,2026-08-12 21:41:41.391515
PO0001181,V01108,Solutions,286,2024-09-06 13:00:04,2026-08-12 21:41:41.391515
PO0001182,V02557,Experiences,881,2025-03-15 18:20:46,2026-08-12 21:41:41.391515
PO0001183,V00714,Communities,422,2026-04-15 06:48:11,2026-08-12 21:41:41.391515
PO0001185,V04650,Niches,117,2025-05-21 10:48:54,2026-08-12 21:41:41.391515
PO0001186,V01759,E-markets,330,2025-04-21 12:16:23,2026-08-12 21:41:41.391515
PO0001187,V02273,Metrics,472,2025-05-16 01:12:56,2026-08-12 21:41:41.391515
PO0001188,V01648,Metrics,83,2025-06-07 12:19:44,2026-08-12 21:41:41.391515
PO0001189,V04224,Partnerships,114,2026-03-09 23:58:44,2026-08-12 21:41:41.391515
PO0001190,V03779,E-tailers,483,2024-08-31 23:57:11,2026-08-12 21:41:41.391515
PO0001191,V02795,Metrics,884,2026-01-08 18:32:24,2026-08-12 21:41:41.391515
PO0001193,V04556,E-markets,992,2025-06-24 11:59:14,2026-08-12 21:41:41.391515
PO0001194,V02031,Schemas,484,2024-06-10 01:42:20,2026-08-12 21:41:41.391515
PO0001195,V01578,Schemas,700,2025-01-16 21:36:34,2026-08-12 21:41:41.391515
PO0001196,V02139,Infrastructures,976,2025-12-26 00:56:21,2026-08-12 21:41:41.391515
PO0001197,V04276,Users,271,2024-08-31 05:25:06,2026-08-12 21:41:41.391515
PO0001198,V01834,E-markets,949,2025-04-25 18:30:59,2026-08-12 21:41:41.391515
PO0001199,V02644,Paradigms,166,2025-06-14 00:07:04,2026-08-12 21:41:41.391515
PO0001200,V03708,Infrastructures,770,2025-04-22 02:52:48,2026-08-12 21:41:41.391515
PO0001201,V00972,E-business,981,2024-09-17 11:27:39,2026-08-12 21:41:41.391515
PO0001202,V01296,Architectures,128,2024-04-25 11:55:48,2026-08-12 21:41:41.391515
PO0001203,V04411,Models,311,2024-11-25 13:27:19,2026-08-12 21:41:41.391515
PO0001204,V01385,Niches,782,2026-01-20 12:29:17,2026-08-12 21:41:41.391515
PO0001205,V01147,E-services,805,2025-06-22 23:22:02,2026-08-12 21:41:41.391515
PO0001206,V02713,Metrics,951,2025-03-21 17:20:33,2026-08-12 21:41:41.391515
PO0001207,V04418,Niches,123,2024-09-07 21:20:15,2026-08-12 21:41:41.391515
PO0001208,V01327,Users,635,2024-12-19 10:16:46,2026-08-12 21:41:41.391515
PO0001209,V01481,Schemas,650,2025-10-01 11:55:02,2026-08-12 21:41:41.391515
PO0001210,V03583,Architectures,375,2024-06-05 15:01:50,2026-08-12 21:41:41.391515
PO0001211,V01578,E-tailers,610,2024-12-17 11:30:46,2026-08-12 21:41:41.391515
PO0001212,V02597,Niches,823,2024-09-06 00:18:53,2026-08-12 21:41:41.391515
PO0001213,V03037,E-markets,870,2024-07-21 22:39:23,2026-08-12 21:41:41.391515
PO0001214,V01233,Partnerships,187,2025-03-29 18:45:14,2026-08-12 21:41:41.391515
PO0001215,V02853,Markets,574,2025-10-07 02:50:56,2026-08-12 21:41:41.391515
PO0001217,V02281,Users,743,2025-03-01 08:54:58,2026-08-12 21:41:41.391515
PO0001218,V03075,Solutions,114,2024-12-27 18:34:53,2026-08-12 21:41:41.391515
PO0001219,V03905,Convergence,412,2026-01-24 00:47:24,2026-08-12 21:41:41.391515
PO0001220,V02781,Partnerships,467,2025-09-13 08:07:53,2026-08-12 21:41:41.391515
PO0001221,V00101,Solutions,212,2024-09-30 05:19:16,2026-08-12 21:41:41.391515
PO0001222,V01671,E-services,999,2026-04-07 16:55:16,2026-08-12 21:41:41.391515
PO0001223,V04906,Functionalities,814,2024-12-28 08:03:25,2026-08-12 21:41:41.391515
PO0001224,V04053,Niches,403,2025-11-05 04:34:36,2026-08-12 21:41:41.391515
PO0001225,V02072,Systems,651,2024-10-10 21:04:03,2026-08-12 21:41:41.391515
PO0001226,V01622,Platforms,211,2025-04-27 21:04:11,2026-08-12 21:41:41.391515
PO0001227,V01419,Metrics,218,2026-01-08 20:04:57,2026-08-12 21:41:41.391515
PO0001228,V00732,E-services,684,2026-01-03 20:56:58,2026-08-12 21:41:41.391515
PO0001229,V01180,Users,848,2025-12-18 03:38:13,2026-08-12 21:41:41.391515
PO0001230,V01822,E-commerce,930,2025-05-20 13:53:59,2026-08-12 21:41:41.391515
PO0001231,V04802,Platforms,545,2024-05-26 20:17:32,2026-08-12 21:41:41.391515
PO0001232,V00132,Infrastructures,191,2024-07-05 20:46:51,2026-08-12 21:41:41.391515
PO0001233,V00388,Metrics,457,2025-05-20 14:23:16,2026-08-12 21:41:41.391515
PO0001234,V00655,Models,252,2025-06-30 11:41:14,2026-08-12 21:41:41.391515
PO0001235,V02116,Solutions,965,2026-02-17 16:33:19,2026-08-12 21:41:41.391515
PO0001236,V04988,Relationships,861,2024-07-10 09:53:04,2026-08-12 21:41:41.391515
PO0001237,V00271,Schemas,276,2025-01-19 16:58:50,2026-08-12 21:41:41.391515
PO0001238,V02861,Functionalities,16,2025-03-14 00:03:47,2026-08-12 21:41:41.391515
PO0001239,V03508,E-services,438,2025-10-02 11:55:29,2026-08-12 21:41:41.391515
PO0001240,V00597,E-commerce,676,2025-04-24 13:34:09,2026-08-12 21:41:41.391515
PO0001241,V01774,Methodologies,820,2024-09-11 00:35:36,2026-08-12 21:41:41.391515
PO0001242,V04544,Users,641,2024-12-01 05:28:09,2026-08-12 21:41:41.391515
PO0001243,V02256,Communities,811,2024-11-20 21:08:49,2026-08-12 21:41:41.391515
PO0001244,V04869,E-commerce,56,2026-02-22 06:09:28,2026-08-12 21:41:41.391515
PO0001245,V02256,Communities,916,2025-02-08 08:08:59,2026-08-12 21:41:41.391515
PO0001246,V00189,Relationships,196,2025-05-08 16:48:06,2026-08-12 21:41:41.391515
PO0001247,V02907,Bandwidth,651,2024-06-25 01:34:34,2026-08-12 21:41:41.391515
PO0001248,V01143,Systems,151,2025-11-10 01:41:02,2026-08-12 21:41:41.391515
PO0001249,V01927,Info-mediaries,812,2025-04-25 04:56:30,2026-08-12 21:41:41.391515
PO0001250,V01111,E-markets,30,2025-03-27 20:34:28,2026-08-12 21:41:41.391515
PO0001251,V04090,Channels,500,2025-11-15 13:46:42,2026-08-12 21:41:41.391515
PO0001252,V03041,Methodologies,13,2025-02-06 07:23:00,2026-08-12 21:41:41.391515
PO0001253,V04490,Channels,439,2026-04-13 02:09:54,2026-08-12 21:41:41.391515
PO0001254,V00646,Convergence,297,2024-08-22 06:59:12,2026-08-12 21:41:41.391515
PO0001256,V04878,Convergence,676,2026-01-06 10:22:33,2026-08-12 21:41:41.391515
PO0001257,V01187,Channels,280,2025-02-20 17:56:14,2026-08-12 21:41:41.391515
PO0001258,V04555,Methodologies,329,2025-07-19 09:08:35,2026-08-12 21:41:41.391515
PO0001259,V00322,Platforms,444,2026-04-12 00:34:19,2026-08-12 21:41:41.391515
PO0001260,V02555,E-markets,298,2024-06-07 17:32:23,2026-08-12 21:41:41.391515
PO0001261,V04986,Convergence,81,2024-12-15 02:17:49,2026-08-12 21:41:41.391515
PO0001262,V01699,Roi,425,2024-10-09 08:51:38,2026-08-12 21:41:41.391515
PO0001263,V01193,Communities,379,2024-09-28 00:59:59,2026-08-12 21:41:41.391515
PO0001264,V03052,Users,484,2026-01-09 23:23:20,2026-08-12 21:41:41.391515
PO0001265,V01483,Roi,420,2025-02-19 15:09:18,2026-08-12 21:41:41.391515
PO0001266,V02862,Channels,993,2024-08-02 01:41:09,2026-08-12 21:41:41.391515
PO0001267,V03638,Infrastructures,523,2025-07-18 10:58:05,2026-08-12 21:41:41.391515
PO0001268,V02986,Users,873,2025-07-31 14:45:39,2026-08-12 21:41:41.391515
PO0001269,V00748,Systems,682,2025-07-09 01:59:08,2026-08-12 21:41:41.391515
PO0001270,V02338,Roi,609,2024-11-03 14:07:11,2026-08-12 21:41:41.391515
PO0001272,V02008,Paradigms,317,2025-02-04 02:38:29,2026-08-12 21:41:41.391515
PO0001273,V00619,Systems,611,2025-08-19 15:32:39,2026-08-12 21:41:41.391515
PO0001274,V03688,Metrics,60,2025-12-25 14:55:36,2026-08-12 21:41:41.391515
PO0001275,V03775,Info-mediaries,672,2025-03-18 00:10:30,2026-08-12 21:41:41.391515
PO0001276,V00303,Roi,570,2024-11-07 12:04:59,2026-08-12 21:41:41.391515
PO0001277,V02933,Users,256,2026-03-22 17:53:51,2026-08-12 21:41:41.391515
PO0001278,V01115,Models,523,2025-01-08 05:21:39,2026-08-12 21:41:41.391515
PO0001279,V00779,E-business,553,2024-05-28 21:47:56,2026-08-12 21:41:41.391515
PO0001280,V01732,Infrastructures,57,2025-08-04 11:47:04,2026-08-12 21:41:41.391515
PO0001281,V04277,E-services,671,2025-07-18 08:45:10,2026-08-12 21:41:41.391515
PO0001282,V00832,Niches,324,2025-07-08 17:06:31,2026-08-12 21:41:41.391515
PO0001283,V00050,Users,358,2025-07-17 00:58:30,2026-08-12 21:41:41.391515
PO0001284,V03428,Paradigms,577,2025-12-22 20:22:27,2026-08-12 21:41:41.391515
PO0001285,V01150,Users,8,2024-05-10 12:38:55,2026-08-12 21:41:41.391515
PO0001286,V00275,Infrastructures,412,2025-10-05 13:16:20,2026-08-12 21:41:41.391515
PO0001287,V02993,Models,73,2024-05-16 16:37:30,2026-08-12 21:41:41.391515
PO0001288,V02630,Relationships,177,2024-07-14 03:05:40,2026-08-12 21:41:41.391515
PO0001289,V03991,Platforms,546,2024-05-25 11:08:31,2026-08-12 21:41:41.391515
PO0001290,V00061,Architectures,658,2025-06-05 10:20:04,2026-08-12 21:41:41.391515
PO0001291,V03889,Relationships,469,2025-07-24 14:32:40,2026-08-12 21:41:41.391515
PO0001292,V04107,Systems,334,2025-06-22 09:25:01,2026-08-12 21:41:41.391515
PO0001293,V03873,Niches,81,2025-01-07 07:32:13,2026-08-12 21:41:41.391515
PO0001294,V04042,Solutions,550,2025-04-25 14:15:27,2026-08-12 21:41:41.391515
PO0001295,V00682,Infrastructures,206,2024-10-12 00:04:33,2026-08-12 21:41:41.391515
PO0001296,V04505,Paradigms,606,2025-07-10 12:25:44,2026-08-12 21:41:41.391515
PO0001298,V04953,Info-mediaries,838,2025-06-04 16:10:22,2026-08-12 21:41:41.391515
PO0001299,V04840,Markets,676,2026-03-22 15:45:57,2026-08-12 21:41:41.391515
PO0001300,V01123,Paradigms,962,2024-10-16 17:22:08,2026-08-12 21:41:41.391515
PO0001301,V00342,Infrastructures,641,2026-01-24 18:05:26,2026-08-12 21:41:41.391515
PO0001302,V02475,E-services,272,2026-04-11 05:34:53,2026-08-12 21:41:41.391515
PO0001303,V02844,Web-readiness,233,2025-10-01 02:21:10,2026-08-12 21:41:41.391515
PO0001304,V03401,Relationships,550,2025-10-20 14:28:35,2026-08-12 21:41:41.391515
PO0001305,V04372,Schemas,99,2025-01-07 09:19:57,2026-08-12 21:41:41.391515
PO0001307,V00526,Web-readiness,943,2024-06-30 22:49:40,2026-08-12 21:41:41.391515
PO0001308,V03301,Info-mediaries,789,2025-10-17 00:45:15,2026-08-12 21:41:41.391515
PO0001309,V00069,Roi,931,2024-06-23 00:24:04,2026-08-12 21:41:41.391515
PO0001310,V04995,E-services,733,2025-06-11 16:08:51,2026-08-12 21:41:41.391515
PO0001311,V01266,Solutions,402,2025-07-23 17:32:48,2026-08-12 21:41:41.391515
PO0001312,V03650,Services,181,2025-03-02 03:39:05,2026-08-12 21:41:41.391515
PO0001313,V01265,Infrastructures,860,2025-09-15 10:02:23,2026-08-12 21:41:41.391515
PO0001314,V04870,Platforms,1000,2025-05-28 12:12:57,2026-08-12 21:41:41.391515
PO0001315,V02871,Solutions,185,2024-11-29 15:39:53,2026-08-12 21:41:41.391515
PO0001317,V03105,E-services,670,2024-11-27 07:22:35,2026-08-12 21:41:41.391515
PO0001319,V02053,Metrics,519,2025-09-05 07:19:44,2026-08-12 21:41:41.391515
PO0001320,V02963,Metrics,624,2024-12-02 23:48:59,2026-08-12 21:41:41.391515
PO0001321,V04143,Relationships,688,2025-02-14 19:44:24,2026-08-12 21:41:41.391515
PO0001322,V01115,Models,944,2024-11-19 02:37:35,2026-08-12 21:41:41.391515
PO0001323,V03976,Experiences,216,2025-11-10 18:29:47,2026-08-12 21:41:41.391515
PO0001324,V02371,E-business,258,2026-04-16 11:35:02,2026-08-12 21:41:41.391515
PO0001325,V04967,Solutions,173,2025-05-22 17:00:45,2026-08-12 21:41:41.391515
PO0001326,V01249,Infrastructures,921,2025-12-12 02:47:41,2026-08-12 21:41:41.391515
PO0001327,V01229,Infrastructures,787,2025-05-24 08:12:57,2026-08-12 21:41:41.391515
PO0001329,V00981,Channels,273,2025-08-11 23:53:36,2026-08-12 21:41:41.391515
PO0001330,V04344,Metrics,436,2025-11-22 09:22:17,2026-08-12 21:41:41.391515
PO0001331,V00871,E-services,27,2026-04-17 11:26:45,2026-08-12 21:41:41.391515
PO0001332,V00611,Users,-948,2026-03-18 18:59:27,2026-08-12 21:41:41.391515
PO0001333,V04998,Niches,100,2026-01-29 23:12:56,2026-08-12 21:41:41.391515
PO0001334,V02281,Users,12,2025-09-20 09:43:57,2026-08-12 21:41:41.391515
PO0001336,V03495,Functionalities,964,2025-11-01 12:11:26,2026-08-12 21:41:41.391515
PO0001337,V02675,Solutions,855,2025-04-08 14:34:58,2026-08-12 21:41:41.391515
PO0001338,V04525,Services,232,2025-07-14 17:04:57,2026-08-12 21:41:41.391515
PO0001339,V04604,Methodologies,998,2025-01-30 22:45:10,2026-08-12 21:41:41.391515
PO0001340,V01600,Niches,542,2025-03-24 05:50:34,2026-08-12 21:41:41.391515
PO0001341,V03360,Relationships,70,2024-08-28 14:11:31,2026-08-12 21:41:41.391515
PO0001342,V04366,Methodologies,919,2025-06-27 18:43:16,2026-08-12 21:41:41.391515
PO0001343,V00588,Info-mediaries,147,2026-03-26 11:26:26,2026-08-12 21:41:41.391515
PO0001344,V00482,Models,146,2026-02-28 01:41:30,2026-08-12 21:41:41.391515
PO0001346,V01218,Systems,144,2026-01-17 22:30:39,2026-08-12 21:41:41.391515
PO0001347,V00832,Niches,555,2025-12-11 01:39:14,2026-08-12 21:41:41.391515
PO0001348,V01741,Methodologies,253,2026-03-10 03:51:56,2026-08-12 21:41:41.391515
PO0001349,V03243,E-services,722,2025-05-03 19:37:38,2026-08-12 21:41:41.391515
PO0001350,V00610,Niches,19,2024-12-29 05:36:09,2026-08-12 21:41:41.391515
PO0001351,V00362,Niches,906,2025-08-24 07:28:32,2026-08-12 21:41:41.391515
PO0001352,V00072,Relationships,581,2025-10-21 11:08:26,2026-08-12 21:41:41.391515
PO0001354,V02486,Users,807,2025-01-13 17:14:16,2026-08-12 21:41:41.391515
PO0001356,V01123,Paradigms,388,2025-05-26 19:48:09,2026-08-12 21:41:41.391515
PO0001357,V03836,E-services,587,2024-07-25 04:47:14,2026-08-12 21:41:41.391515
PO0001358,V02868,E-business,94,2025-05-25 14:13:37,2026-08-12 21:41:41.391515
PO0001359,V01430,Systems,442,2025-11-15 06:08:41,2026-08-12 21:41:41.391515
PO0001360,V04383,Users,307,2024-07-13 08:23:06,2026-08-12 21:41:41.391515
PO0001361,V03495,Functionalities,492,2026-02-01 11:08:16,2026-08-12 21:41:41.391515
PO0001362,V00219,Bandwidth,309,2025-07-22 02:06:59,2026-08-12 21:41:41.391515
PO0001363,V04556,E-markets,348,2024-05-27 21:15:51,2026-08-12 21:41:41.391515
PO0001364,V00003,Services,897,2024-09-04 03:46:39,2026-08-12 21:41:41.391515
PO0001365,V02917,E-markets,693,2024-08-07 10:27:04,2026-08-12 21:41:41.391515
PO0001366,V04389,Metrics,69,2024-06-12 12:14:04,2026-08-12 21:41:41.391515
PO0001368,V00599,Markets,700,2025-11-17 19:34:15,2026-08-12 21:41:41.391515
PO0001369,V00768,E-services,604,2025-07-15 11:07:42,2026-08-12 21:41:41.391515
PO0001370,V04489,Paradigms,233,2025-04-12 10:39:48,2026-08-12 21:41:41.391515
PO0001371,V03430,E-tailers,659,2025-11-06 21:23:33,2026-08-12 21:41:41.391515
PO0001372,V01691,E-services,142,2025-06-10 12:22:56,2026-08-12 21:41:41.391515
PO0001373,V00343,Relationships,280,2025-08-04 04:32:20,2026-08-12 21:41:41.391515
PO0001374,V01518,Systems,307,2025-09-12 21:40:47,2026-08-12 21:41:41.391515
PO0001375,V04152,Paradigms,958,2026-03-15 21:05:10,2026-08-12 21:41:41.391515
PO0001376,V01586,Services,370,2025-09-14 15:27:47,2026-08-12 21:41:41.391515
PO0001377,V01335,Systems,298,2026-02-03 21:41:47,2026-08-12 21:41:41.391515
PO0001378,V03841,Users,174,2025-08-21 06:35:59,2026-08-12 21:41:41.391515
PO0001379,V02287,Solutions,94,2026-01-29 08:39:31,2026-08-12 21:41:41.391515
PO0001380,V04224,Channels,360,2024-06-14 11:14:24,2026-08-12 21:41:41.391515
PO0001381,V02183,E-services,241,2026-01-14 22:07:00,2026-08-12 21:41:41.391515
PO0001382,V03107,Schemas,357,2024-08-02 22:19:37,2026-08-12 21:41:41.391515
PO0001384,V03573,Platforms,144,2025-06-02 18:01:38,2026-08-12 21:41:41.391515
PO0001385,V03971,E-tailers,481,2025-06-11 18:51:24,2026-08-12 21:41:41.391515
PO0001386,V01627,E-commerce,968,2024-09-10 16:01:00,2026-08-12 21:41:41.391515
PO0001387,V04570,Convergence,758,2025-08-27 13:33:04,2026-08-12 21:41:41.391515
PO0001388,V03450,E-services,529,2025-08-03 14:14:40,2026-08-12 21:41:41.391515
PO0001389,V02036,Methodologies,520,2026-03-23 17:32:53,2026-08-12 21:41:41.391515
PO0001390,V04902,Niches,48,2026-02-14 21:29:08,2026-08-12 21:41:41.391515
PO0001391,V01564,Schemas,85,2025-04-03 23:19:54,2026-08-12 21:41:41.391515
PO0001392,V03025,Metrics,842,2026-03-17 01:24:53,2026-08-12 21:41:41.391515
PO0001393,V04058,Channels,157,2024-06-20 15:49:22,2026-08-12 21:41:41.391515
PO0001394,V03717,Users,652,2025-04-11 22:45:28,2026-08-12 21:41:41.391515
PO0001395,V01968,Users,945,2024-04-29 04:24:08,2026-08-12 21:41:41.391515
PO0001396,V02665,Action-items,184,2026-04-07 10:21:39,2026-08-12 21:41:41.391515
PO0001397,V02249,Platforms,736,2024-12-28 21:38:19,2026-08-12 21:41:41.391515
PO0001398,V01327,E-services,498,2025-11-22 00:36:48,2026-08-12 21:41:41.391515
PO0001399,V00990,Users,469,2025-07-12 23:20:11,2026-08-12 21:41:41.391515
PO0001400,V01912,Metrics,291,2025-06-02 23:42:21,2026-08-12 21:41:41.391515
PO0001401,V02713,Relationships,958,2024-12-06 10:34:39,2026-08-12 21:41:41.391515
