vendor_id,vendor_name,total_spend
V04264,Hicks Ltd,3572075.4000000004
V04139,Copeland-Richmond,3566706.5999999996
V01863,Scott PLC,3557123.7600000002
V04260,Rasmussen Group,3550232.4000000004
V00707,"Howard, Green and Hunt",3548411.5500000003
V00608,"Hill, Martinez and Rhodes",3543234.9699999997
V04803,Wilson-Young,3541844.26
V02153,Flores-Johnson,3535437.75
V04865,Cole LLC,3529295.78
V02260,Mccann-Sanders,3525121.68
V04168,Sloan Inc,3519826.06
V00959,Jones-Bradley,3517026.82
V03822,Coleman-Harmon,3514591.6399999997
V02072,Ward-Fields,3499854.12
V01613,"Rios, Carrillo and Jackson",3498000.3
V02279,"Yates, Brown and Hernandez",3485108.6399999997
V00389,Bennett Group,3479752.9000000004
V00735,branch and sons,3475078.93
V02774,Bird-Savage,3474913.17
V00686,"Boyd, Gutierrez and Hill",3471686.0799999996
V04893,Gay and Sons,3467417.0100000002
V02752,Fitzgerald-Allen,3466547.45
V03668,Davis and Sons,3461703.7
V02672,Santiago-Marshall,3461530.5999999996
V01578,"Jordan, Swanson and Franklin",3446983.4699999993
V03991,"Stevenson, Salinas and Williamson",3446666.78
V02665,"Martinez, Wood and Campos",3435806.93
V04551,"Fernandez, Flores and Fowler",3431912.1
V04760,"Arnold, Williams and Jarvis",3423929.75
V01495,"Ferguson, Stout and Olson",3421024.67
V04263,Rodgers-Warren,3419780.07
V01897,Fernandez Inc,3413532.13
V02709,Hall PLC,3406514.08
V00845,Adams PLC,3396730.0500000003
V01788,"Caldwell, Stevenson and Joseph",3384649.85
V04234,"Brooks, Thompson and Alexander",3382503.69
V03983,Elliott-Farmer,3372923.88
V03654,"Warner, Oconnor and Smith",3354140.4399999995
V03268,Guzman-Rose,3353542.9999999995
V03706,Robles PLC,3323948.3000000003
V04092,"Sullivan, Haney and Chavez",3323807.59
V04953,Chung-Andrews,3322348.8200000003
V01094,Nicholson-Robertson,3319254.98
V03453,"Castaneda, Solis and Gonzales",3309712.3600000003
V00741,"Mueller, Knight and Hodge",3308422.45
V04530,turner llc,3307088.5199999996
V03675,"George, Savage and Adams",3306270.9
V02743,"Brooks, Sullivan and Perry",3304187.86
V04703,"Vega, Jackson and Powell",3300504.52
V00592,"Harvey, Randall and Hernandez",3298997.7
V00857,"Adams, Hodge and Duke",3291987.3000000003
V04723,"Pena, Mueller and Mckay",3286136.75
V02894,"Holland, Dixon and Martin",3281187.0300000003
V04773,"Reid, Thomas and Gill",3273852.32
V04604,Gonzalez Group,3273726.06
V01877,"Pratt, Lopez and Rodriguez",3259275.4399999995
V04090,Sanders Inc,3257071.2500000005
V00231,"Branch, Torres and Oliver",3253235.6999999997
V00228,"Duran, Obrien and Gibbs",3252909.09
V01395,Adkins Group,3251974.7700000005
V04421,Acosta-Flores,3248097.79
V01493,"Ryan, Garza and Bryant",3246868.68
V02161,Jackson-Ryan,3244692.22
V00132,Spencer-Lee,3236344.5199999996
V02571,"Wilson, Roberts and Lee",3234178.6799999997
V01785,Peterson Ltd,3220291.9
V00223,Sheppard LLC,3214509.62
V04027,Hernandez-Foley,3211380.9
V00738,Gray-Tran,3210484.8899999997
V04208,Reeves Group,3206746.93
V00782,Carter-Neal,3206466.9000000004
V01894,Graves Group,3204071.84
V03585,Evans LLC,3198971.6400000006
V03422,"Warren, Palmer and Thompson",3183579.67
V03269,Hoffman Ltd,3174565.0300000003
V03518,Anderson Inc,3168884.54
V03254,"Collins, Bauer and Mckay",3160451.9699999997
V02482,Medina Group,3152406.9499999997
V03060,Munoz and Sons,3147115.2
V02661,Hale-Williams,3143010.12
V00477,Scott and Sons,3136724.22
V02803,robles-turner,3136700.88
V00687,"Fry, Hobbs and Buck",3134471.58
V02498,"woodard, warner and farmer",3130965.84
V01512,Flores and Sons,3115240.8
V00265,Tran Inc,3101101.3600000003
V02362,"Mcdonald, Ware and Sharp",3094557.43
V04706,Gray Group,3093417.08
V01131,Hardy-Hansen,3092300.8
V03256,"Burgess, Cabrera and Dean",3077446.0
V03979,"Larson, Butler and Barber",3076748.6400000006
V02508,Coffey-Johnson,3072967.55
V02547,"Lee, Garcia and Larson",3072248.8499999996
V02861,Burns Ltd,3062087.8400000003
V02906,Rice Ltd,3048876.9
V01854,Jackson Group,3025108.4499999997
V03980,Cantu Group,3024440.6100000003
V03423,Bell Ltd,3021243.01
V00652,"Marks, Miller and Griffin",3007418.16
V02151,"Brown, Baker and Garza",3005667.0
V00303,Santana-Byrd,3005205.3
V01471,Welch-Thomas,3005037.63
V02108,Knapp Ltd,2992553.92
V02534,Harding PLC,2992542.87
V02754,"Mann, Johnson and Wade",2992505.92
V03677,"Porter, Chung and Young",2988759.15
V03484,Allen Inc,2982755.85
V01270,Rivera Ltd,2978866.8
V02516,Lee-Gregory,2975689.7899999996
V00935,Williams LLC,2961884.54
V03445,Cervantes-Stokes,2939006.02
V02429,Thomas and Sons,2930529.5999999996
V03359,"Miles, Flowers and Martinez",2927578.5
V01782,Patel-Morales,2925489.78
V03831,Richardson-Small,2908909.64
V04519,Cortez-Ellis,2908851.68
V01670,"Crosby, Armstrong and Herrera",2906081.1999999997
V04871,"Olsen, Payne and Butler",2905108.93
V02053,Thomas LLC,2904365.93
V03167,Thomas LLC,2903314.71
V02524,Stewart-Myers,2900977.4299999997
V04113,"Hernandez, Dunlap and Lynch",2898855.3000000003
V03143,Case PLC,2895714.57
V03795,Turner Inc,2893662.45
V03141,Scott-Kennedy,2882012.02
V02213,Ferguson-Lyons,2880588.5
V03215,Anderson-Fields,2877624.0
V01186,Smith and Sons,2874602.5300000003
V02744,Waller-Brooks,2869699.6900000004
V04144,Marquez Group,2868134.76
V04686,Harris-Jensen,2867130.0000000005
V02501,"Martinez, Stanton and Bennett",2865652.0100000002
V02048,Bell-Madden,2862983.6999999997
V04423,Evans-Burns,2861471.8200000003
V01659,Miller-Chan,2859018.75
V00078,Yu Inc,2855431.5
V03891,Jackson Ltd,2852506.72
V02963,Shaw-Mclean,2847343.2
V03297,Flores and Sons,2846204.94
V03309,"Palmer, Edwards and Blackburn",2845129.8
V02733,Wagner-Moss,2838183.69
V00972,Foster-Williams,2833105.1399999997
V01696,Ellis Group,2832970.4400000004
V01639,Zamora-Briggs,2822005.7199999997
V00180,Howell and Sons,2813930.3
V01098,Wright Group,2811840.15
V04213,"Matthews, Huffman and Arellano",2807728.77
V01671,"Liu, Buchanan and Meyer",2800516.8000000003
V02337,"Li, Jensen and Vazquez",2799473.87
V04475,Bryant-Gonzalez,2794614.52
V04562,Rowland and Sons,2789544.6799999997
V04512,"Fitzpatrick, Harris and Wolf",2786756.66
V04393,Berg-Williamson,2778285.18
V04496,Mason LLC,2772866.9000000004
V03264,Thomas-Edwards,2771825.73
V00123,Chandler-Edwards,2767997.38
V03833,Daniels and Sons,2762653.68
V04680,Smith LLC,2753390.06
V00332,"Turner, Ortiz and Taylor",2742535.27
V01559,Duncan Group,2735684.08
V01360,Mendoza-Garza,2733239.56
V03401,"Gonzalez, Jones and Hernandez",2730662.0
V00269,Hicks-Hill,2719792.5
V00199,Ramirez Group,2718888.66
V01034,"Barnes, Jackson and Gutierrez",2717038.46
V01029,Fields Inc,2713855.91
V03992,Gates-Rodriguez,2710811.16
V02756,"Hernandez, Wright and Lane",2710642.54
V04669,"riggs, smith and lopez",2707241.5999999996
V00159,Mccarthy Inc,2704360.78
V04752,Smith and Sons,2702584.2800000003
V02699,"Hanson, Williams and Mcclure",2697597.81
V04362,Waller Ltd,2691461.0
V03889,Greene Ltd,2691125.1799999997
V02214,Stewart Group,2686245.1799999997
V03126,Mcclure Inc,2682111.28
V01005,"Bradford, Salinas and Kelly",2679206.92
V04036,Hall-Gillespie,2675095.1999999997
V04107,Parsons and Sons,2672221.76
V01518,Collins-Lloyd,2656610.66
V01295,Bauer PLC,2655133.88
V04125,Taylor-Morales,2649325.84
V01906,"Barker, Tucker and Mcclure",2643767.2800000003
V04838,Douglas-Diaz,2628599.2299999995
V02451,Mann PLC,2613638.04
V03311,Robinson LLC,2612584.8000000003
V03887,Jenkins-Fields,2611685.85
V00034,Frazier Inc,2606574.96
V00268,Jimenez Ltd,2601601.71
V04927,Woodard Inc,2592576.0
V00894,Bishop and Sons,2583865.5
V01046,Terry-Bowen,2577062.68
V03488,White-Williams,2576444.34
V04578,Martinez-Lopez,2575194.9299999997
V01920,Hoover-Davis,2575061.2800000003
V04924,"Fischer, Durham and Miller",2571470.22
V00454,White Ltd,2570550.2899999996
V02893,Klein PLC,2567521.43
V00291,Brennan-Johnson,2565439.98
V00647,Richardson-Walker,2562443.1
V04226,"Miller, Hayes and Davis",2557450.8000000003
V02630,Morgan-Barnes,2555596.35
V01647,"Mcbride, Huffman and Parker",2554742.7
V00062,Powell LLC,2554206.84
V04066,Rivera Group,2553436.0599999996
V04369,Gomez Group,2548025.21
V00483,"Andrews, Higgins and Carter",2547172.68
V03620,"Silva, Little and Washington",2545798.4
V00907,Cruz-Allen,2537368.32
V01420,"Wright, Ramos and Bennett",2528872.36
V02335,Stevens-Sullivan,2525501.0
V04763,Thomas Ltd,2519859.4299999997
V00795,"Barnes, Johnson and Schmitt",2512854.7399999998
V04396,Brown and Sons,2512107.52
V04378,Anderson PLC,2510236.55
V03183,Harding-Mathews,2496465.9
V00679,Wheeler Group,2488395.91
V04795,Marshall and Sons,2487616.3
V04741,"Harding, Gomez and Jacobs",2486606.3299999996
V01746,Gentry Group,2486291.23
V02373,"Perez, Hoffman and Tucker",2481120.12
V02400,"Spencer, Torres and Newton",2477654.55
V00207,"Alvarez, Joseph and West",2477160.2300000004
V03730,Johnson-Hill,2475244.68
V00820,Goodwin-Stokes,2473537.62
V01776,"Stark, Rivera and Valencia",2472163.83
V04802,Good-Cook,2471455.1
V03883,Bradshaw and Sons,2469736.2600000002
V01753,Collins Inc,2468261.92
V03123,Matthews Group,2465008.5600000005
V03553,Ryan-Martinez,2462963.75
V04098,"Baker, Casey and Simmons",2455098.9400000004
V04276,Becker-Mckinney,2448585.26
V03797,Davis-Sanchez,2448131.02
V02679,Byrd and Sons,2447099.34
V00787,Maldonado PLC,2442620.8800000004
V00791,"Porter, Schultz and Allen",2433502.35
V00936,Mora-White,2413734.0999999996
V00047,Anderson Group,2409779.6999999997
V04042,"Olsen, Davis and Thompson",2409198.0
V00058,"Johnston, Sanchez and Kennedy",2408817.0
V02528,Murphy Inc,2401670.5300000003
V02381,"Wilson, Harris and Ward",2399978.1599999997
V00355,"Fisher, Wilson and Brown",2399856.0
V02191,Mcdaniel-Young,2399628.6999999997
V00465,"Rosales, Mitchell and Hines",2399465.25
V02719,"Rivera, Allen and Ryan",2395661.93
V01052,Little Inc,2395590.2100000004
V01556,Williams and Sons,2391966.7199999997
V00059,lee-davis,2390359.55
V00091,"Turner, Riggs and Roman",2385764.54
V03886,"Solomon, Reyes and Delgado",2383194.52
V04689,Sanchez Group,2378399.1999999997
V03514,"Goodwin, Aguirre and Tran",2374993.6
V01095,Jones Ltd,2373240.0
V01936,"Nelson, Cole and Allen",2364398.3
V02758,"Dawson, Cruz and Mccarthy",2360785.75
V02247,Burke-Hernandez,2349298.0799999996
V04708,Brewer Inc,2348373.5999999996
V02057,Perry-Peters,2341968.5
V03389,"Rich, Brown and Bruce",2338162.2
V03291,Villa Inc,2336506.8600000003
V03934,Wong-Harrell,2334163.8400000003
V03139,Ramirez LLC,2334013.08
V02999,ferguson and sons,2329929.63
V03028,Montoya and Sons,2326374.8099999996
V01038,Phillips LLC,2325317.44
V00056,Jones-Young,2324209.42
V02730,Nelson Group,2321012.0
V03345,Chavez-Navarro,2319463.5100000002
V02945,Bailey Ltd,2315717.6
V03082,Brown LLC,2310959.09
V03376,"Collins, Elliott and Shelton",2308127.85
V02449,Weaver-Rubio,2305554.2399999998
V00391,frank-bradley,2305432.8
V03024,"Sanford, Thompson and Bonilla",2298021.0
V02266,"Mckinney, Pacheco and Smith",2295028.8
V04282,Williams-Wang,2290788.8000000003
V01346,"Velez, Ward and Harrison",2284029.44
V02879,Turner PLC,2277415.14
V03781,Gonzales PLC,2276286.38
V04458,Hanson Inc,2268288.75
V04149,"Rodriguez, Massey and Day",2259120.98
V04866,"Phelps, Montoya and Barnett",2253957.48
V01332,Hess PLC,2245765.92
V02736,Blake LLC,2243445.81
V00070,Hancock Inc,2240601.5
V01665,Newton and Sons,2233564.1999999997
V03871,"Manning, Fritz and Brooks",2233152.35
V04468,Mills PLC,2219196.46
V03613,"Gonzalez, Harrison and Washington",2215083.51
V02763,"Booth, Rodriguez and Armstrong",2213667.3000000003
V03352,"Figueroa, Mcpherson and Howard",2212992.0
V04377,Hopkins-Cook,2212784.84
V01075,Arnold-Gates,2200543.81
V02549,"Martinez, Hicks and Kelly",2198110.07
V00124,"Joyce, Wilson and Lam",2190208.44
V03988,Bates LLC,2188455.3600000003
V03551,Benjamin and Sons,2187633.2
V03533,Cohen Group,2186126.58
V01529,Moore-Chandler,2180216.4000000004
V04187,Mathews Group,2179842.2800000003
V04961,"Hodge, Bates and Burns",2179330.22
V02639,garcia plc,2174444.8
V02126,Morgan PLC,2170820.16
V04538,Brown Ltd,2157143.9
V01314,Lee-White,2143515.5
V02850,Howe Inc,2138356.42
V00986,Reyes Group,2138009.98
V03270,"Shah, Aguirre and Powers",2123437.3000000003
V00286,Bowen Group,2120538.66
V04411,"Phillips, Gutierrez and Davidson",2117290.94
V00511,Mendez-Graham,2109678.86
V03152,Bennett-Hudson,2105497.76
V00057,"Washington, Ryan and Cummings",2098560.0
V00671,"Long, Anderson and Irwin",2096129.2799999998
V03901,"Davidson, Lara and Massey",2090219.56
V04983,Mack-Carrillo,2088633.47
V04348,Harris-Hernandez,2087459.4
V01509,White LLC,2081614.03
V04824,"davis, obrien and barker",2079630.91
V02978,Smith-Gonzalez,2078823.5499999998
V02316,Rhodes-Holland,2071204.34
V00536,Parker Ltd,2070198.84
V02147,Jordan-Edwards,2066676.1
V03885,Hines-Douglas,2049984.5199999998
V04905,"Peck, Wong and Perry",2044574.1400000001
V02822,Boone Group,2030680.21
V03740,Edwards PLC,2029602.56
V00453,Harper and Sons,2027422.96
V01392,"Olson, Wood and Peters",2026080.69
V02384,Martinez and Sons,2023447.7999999998
V04863,Sloan-Lynch,2021654.2000000002
V00752,"Ramsey, Mason and Mccann",2016509.36
V03494,Deleon-Carter,2015516.02
V00911,Best-Townsend,2011821.06
V01030,"Santiago, Daniel and Rogers",2009173.05
V03616,"Vincent, Curry and Smith",2005021.2
V02481,Fernandez-Jackson,2002668.2400000002
V02604,"Oliver, Simmons and Mcdonald",2002241.72
V00449,Lee-Cooke,1996565.42
V03935,Thompson-Prince,1995365.0
V03355,"Gardner, Gaines and Archer",1993759.6
V04280,Montoya Group,1992139.06
V00090,Moore-Bass,1991156.14
V01728,Peterson-Ramsey,1984190.81
V03214,Solis PLC,1982923.0
V02933,Craig PLC,1982783.9999999998
V02171,Mitchell Inc,1981440.37
V04657,Lee-Rogers,1981244.79
V00026,Wilkerson-Day,1979964.0
V02323,Gutierrez-Marshall,1979676.0000000002
V00004,Davis and Sons,1977101.2100000002
V01483,Brown Group,1976801.4000000001
V00202,White-Lewis,1976214.2400000002
V00682,"Robinson, Shields and Brown",1959638.94
V01713,Neal LLC,1953203.03
V02324,"Carroll, King and Scott",1949353.2
V00644,"Young, Contreras and Marshall",1937619.69
V04845,"Parrish, White and Booth",1936941.44
V01309,"Thomas, Williams and Armstrong",1935966.9999999998
V00322,Brock-Mcdonald,1933432.3599999999
V02818,Peterson PLC,1933335.1500000001
V01443,Ayers-Johnson,1925283.52
V01120,"Nguyen, Hill and Douglas",1921662.05
V00683,"Holder, Young and Hendricks",1908523.12
V01056,Watson Group,1907641.84
V02581,Wood LLC,1904195.15
V02189,Walters Group,1902425.42
V03877,Barnes PLC,1901962.1500000001
V01409,Allen-Smith,1894099.2
V03709,"Barnett, Kennedy and Jackson",1893129.5999999999
V03351,"Mcknight, Howard and Johnson",1885125.06
V01419,"Frye, Walter and Li",1881346.54
V00551,"Baker, Clark and Armstrong",1872326.28
V00948,Oconnor PLC,1867110.76
V00861,"Morris, Wright and Bridges",1864774.71
V04841,Lopez-Jimenez,1859027.74
V04432,"Whitehead, Hernandez and Shah",1856607.8699999996
V01122,Trujillo PLC,1854033.0
V01176,Warner-Phillips,1848653.94
V02027,"Mann, Wade and Spence",1837367.04
V03810,Brewer and Sons,1835538.99
V00901,Wright PLC,1832778.75
V04116,English-Mcdonald,1829706.4200000002
V01105,Curry-Barker,1825635.8399999999
V03857,Davis-Walker,1822859.63
V03814,Hughes-Nicholson,1821694.7500000002
V01991,Fitzgerald-Brown,1819934.68
V00964,Taylor PLC,1811415.6
V00420,Thompson Ltd,1810816.7999999998
V03059,Mclean-Gillespie,1807861.2999999998
V03290,"Barrera, Wood and Leach",1806142.21
V04178,Baldwin PLC,1805914.8800000001
V00411,Kim Inc,1802191.0
V04968,"Brown, Gibson and Turner",1800748.05
V03227,Phillips PLC,1799925.6
V02669,"Brady, James and Reese",1799856.45
V04808,Castaneda-Garcia,1796057.6400000001
V02136,Jimenez Inc,1788739.2000000002
V02042,Johnson PLC,1784403.03
V02049,"Miller, Luna and Wallace",1783796.52
V01880,Hammond-Schwartz,1777845.78
V00482,Carlson-Smith,1772119.3
V03778,Alvarez-Rogers,1762400.19
V04690,Allen PLC,1755251.68
V03410,"Allen, Hunt and Lyons",1752499.2
V03658,"Johnson, Hill and Harris",1752329.56
V01999,Flores LLC,1746592.41
V02353,"Garza, Carr and Gregory",1745414.3
V00525,Gonzalez-Taylor,1739990.99
V04518,Clark-Arroyo,1734358.48
V03667,"Collins, Thomas and Soto",1726350.0900000003
V00833,"Ellison, Arias and Thompson",1724914.76
V04852,Dawson-Mcbride,1723011.89
V01985,Clarke LLC,1720949.9100000001
V01989,Wolfe-Salazar,1715462.33
V04289,Mitchell-Hudson,1697741.5
V03144,Williams-Trevino,1696356.74
V02813,Huynh PLC,1695636.18
V02486,"James, Bell and Chen",1692326.0400000003
V03538,"Wallace, Dixon and Young",1690816.71
V00813,"Marsh, Spears and Yang",1686293.5
V04023,"Morgan, Rose and Schwartz",1685112.28
V01531,"Evans, Ward and Williams",1681328.66
V02738,Ford-Chavez,1676721.1199999999
V01277,Walker-Lewis,1676569.0899999999
V02802,"Glover, Moran and Johnson",1675513.54
V02737,"Medina, Tran and Thompson",1675504.72
V00810,Alvarez-Kim,1672203.88
V01568,"Davis, Hardy and Schmidt",1667589.0
V01699,Ortiz-Miller,1662760.02
V00819,Smith-Lewis,1658990.8
V04904,Duncan Inc,1658855.36
V04489,"Clarke, Neal and Kelley",1654534.5999999999
V01585,"Short, Ellison and Dixon",1653958.8499999999
V04885,Mckay Inc,1651218.03
V02899,Murphy Inc,1642457.9100000001
V01837,Soto PLC,1641697.05
V00824,Rose-Fowler,1638834.66
V04190,Burton-Oneal,1633424.94
V01700,"Smith, Khan and Ramirez",1627717.5
V03321,Davis-Wong,1627338.96
V02300,"Meadows, Robles and Anderson",1624719.93
V01941,Montgomery PLC,1620947.35
V04218,Banks Group,1620469.37
V02207,Young Inc,1620127.67
V04732,Taylor-Williams,1612370.7600000002
V01141,ortiz-hudson,1610512.08
V00790,Fuentes Group,1599461.36
V03408,"Williamson, Reynolds and Fields",1596827.32
V04256,Townsend-Hale,1595355.9000000001
V00519,Hines-Berry,1592322.8299999998
V01584,Foley Inc,1589379.48
V00812,"Wilson, Sweeney and Wong",1572015.0
V00022,"Watts, Robinson and Nguyen",1566257.2199999997
V00967,"Howard, Townsend and Hayes",1556534.98
V01829,"Davis, Kennedy and Harmon",1555821.7999999998
V00937,Tran Ltd,1551566.9000000001
V04577,Johnson Inc,1548581.1199999999
V00366,"Wilson, Pena and Rich",1544472.6600000001
V04237,Aguirre LLC,1540778.4000000001
V04297,Kim-Thomas,1520325.8599999999
V02707,Reyes-Davidson,1516967.7999999998
V01581,Smith-Johnson,1514316.7100000002
V00995,Mayo Ltd,1511647.98
V03880,"Gill, Stewart and Nichols",1499998.08
V00607,Stewart-Bailey,1498207.4900000002
V04311,Sutton Inc,1497313.1800000002
V02201,Lester Group,1496872.25
V04906,Montes Group,1490300.6400000001
V01061,"Gutierrez, Avila and Perez",1486568.16
V03079,"Robinson, Miller and Ward",1486271.5
V02885,Guzman and Sons,1483805.7000000002
V02878,"Jackson, Rowland and Barrett",1475823.92
V01169,"Jennings, Smith and Fisher",1470690.06
V03672,Brown Group,1465505.16
V02005,Lopez Group,1464917.48
V04655,"Palmer, Edwards and Bullock",1462301.4100000001
V00434,"Miller, Lucas and Williams",1459270.6500000001
V01090,Mccann-Ramos,1457035.81
V01012,"Robinson, Fox and Smith",1447549.74
V03486,"Bradley, Ritter and Smith",1447166.84
V00981,Orr Group,1445504.9700000002
V04525,Turner Group,1444592.08
V01015,"Stark, Schroeder and Mathis",1441083.78
V03061,Moreno-Greene,1438491.04
V03629,"Jenkins, Young and Carter",1433061.9000000001
V00994,"Wright, Mcknight and Stephens",1431648.51
V04790,Webb-Murphy,1427328.0
V04837,Pineda-Clark,1426460.19
V02193,Sanchez LLC,1425614.5799999998
V02688,Fisher Inc,1424888.1900000002
V01608,"Gilbert, Fitzgerald and Sanchez",1422003.73
V02546,Gibson LLC,1420522.41
V00093,"Garcia, Humphrey and Baker",1416287.21
V02910,"Faulkner, Schmidt and Wheeler",1413816.45
V03006,"Brown, Compton and Lee",1411327.5
V01287,Flores Inc,1409309.52
V01193,"Brown, Dunlap and Moore",1398127.21
V00462,Burch-Montoya,1397125.9
V04694,Griffin-Hall,1395651.04
V01172,Hunt PLC,1393406.96
V04840,Randall LLC,1391187.72
V01967,"Whitehead, Lane and Tran",1388483.4599999997
V00559,Gross-Valencia,1384825.26
V03732,"King, Garrett and Maddox",1384405.74
V01580,"King, Nixon and West",1381276.02
V00316,"Lucas, Parker and Alexander",1380904.84
V02905,Chapman-Roman,1375761.44
V04972,Smith and Sons,1373368.64
V01248,"Butler, Adkins and Skinner",1373028.8399999999
V04768,Stephenson Group,1371045.29
V01033,Williams Group,1369944.0
V00799,"Terrell, Byrd and Ross",1363806.72
V04554,Olsen Group,1361592.5400000003
V04287,Harding LLC,1361158.24
V00024,Morales-Jones,1357273.6199999999
V00134,"carroll, sullivan and bass",1356192.68
V04930,Rush PLC,1353368.1300000001
V01288,Jackson PLC,1348249.0
V01146,Johnston and Sons,1341296.25
V04366,Haney Ltd,1340280.0
V04542,Mckinney-Higgins,1338858.75
V03508,Lopez-Jordan,1328318.22
V00768,"Davis, George and Nguyen",1327202.25
V04402,"Lee, Roth and Erickson",1325973.46
V00307,Castaneda-Rodriguez,1310548.4600000002
V02555,Hernandez LLC,1302966.26
V00338,Bass PLC,1300907.52
V01640,Raymond LLC,1298528.0
V02694,Mcmillan-Martinez,1289820.3800000001
V01972,Riley-Snow,1285171.8
V03881,Perez-Powell,1282364.61
V00990,Holland Group,1280222.65
V01651,"Fry, Wilson and Stewart",1275069.4000000001
V00922,Wilson-Salazar,1272031.7800000003
V03525,Ford-Gonzales,1266799.2000000002
V01060,"Contreras, Miller and Cooper",1263075.55
V03385,Bernard Group,1255569.82
V03967,Freeman LLC,1253626.5
V02390,"Fisher, Perez and Pham",1253097.27
V04975,Boyd-Vaughn,1249989.84
V02807,"Graves, Garcia and Holder",1249304.48
V00142,Riggs PLC,1248125.19
V00621,Santos-Avila,1245794.13
V01307,"Phillips, Walters and Evans",1234495.5
V03296,Silva Inc,1230402.46
V02831,Shea-Mccarthy,1229734.64
V03689,Lang Ltd,1224644.9000000001
V02691,"Jackson, Jackson and Perry",1221923.52
V04111,"Jackson, Moore and Becker",1219980.05
V00939,"Flores, Mckenzie and Duncan",1219393.04
V01240,Taylor PLC,1217596.92
V02152,Jensen-Gomez,1216704.9
V00685,Young-Walter,1215971.7
V03339,Wheeler Group,1211674.8
V04710,"Reed, James and Henry",1211272.0
V02197,Clarke-Ramirez,1208558.08
V01218,"Powers, Clements and Cox",1198506.2400000002
V04651,"Guerrero, Berry and Harrison",1194086.0599999998
V01590,"Nguyen, Olson and Freeman",1189971.7
V01229,"Morgan, Sherman and Williams",1189227.8299999998
V04013,Decker Inc,1187601.6300000001
V04691,Mcclain and Sons,1183427.1600000001
V00920,Collins Group,1176978.28
V02168,"Morgan, Mendez and Cox",1173563.22
V03477,Ayala and Sons,1167686.1
V02045,"Harding, Kerr and Ward",1157457.6
V00573,Luna-Gallagher,1154502.3
V01609,Adams Group,1142589.56
V02595,"Brooks, Neal and Baldwin",1139768.53
V03808,Wood LLC,1138855.5599999998
V03017,Nelson Inc,1138540.4100000001
V00149,Bryant Group,1135377.3599999999
V04355,"Ortiz, Hoffman and Fuller",1133480.4999999998
V02614,Lee-Munoz,1133113.75
V03581,"Hendricks, Zuniga and Miller",1131368.7
V02216,Cox Ltd,1130158.32
V03835,evans-johnson,1128633.03
V02233,"Johnson, Williams and May",1127843.64
V04380,James-Conway,1120762.5
V01323,Jackson-Edwards,1119061.2
V03570,Newton-Martinez,1117186.4400000002
V00205,Miller Ltd,1113785.4000000001
V00271,"Thomas, Lee and Greene",1113585.48
V02786,Ortega-Gray,1106174.5499999998
V04761,Jones-Rivera,1102212.48
V02215,Vega-Richmond,1101367.68
V00639,Holden Group,1100870.3399999999
V02172,Davies-Morales,1099926.52
V03459,Jones-Johnston,1086421.08
V01249,Rich-Henderson,1084068.5
V00069,Russell Group,1083181.26
V04236,Howell PLC,1076625.94
V03928,Scott-Perez,1075438.0
V00396,Reed Inc,1075400.6400000001
V03636,Herrera Ltd,1073778.12
V03493,Wallace LLC,1072450.44
V02460,Chapman-Henry,1071594.5999999999
V04351,Alvarez-Padilla,1071439.09
V02620,Grimes and Sons,1069466.64
V01623,Payne LLC,1065885.24
V02565,Robinson-Smith,1063743.48
V04571,Bowman Group,1062193.44
V02796,"Nguyen, Wallace and Lawson",1060765.2
V01318,"Carpenter, Lynn and Howard",1052747.16
V01594,Hobbs-Hamilton,1049973.47
V03157,Gonzalez-Murphy,1049741.66
V02741,Hendricks Inc,1047184.7699999999
V03476,Smith Inc,1046047.06
V03999,Rodriguez-Taylor,1038023.84
V00023,Perez Inc,1033516.15
V01600,Maddox-Mullins,1033306.74
V03118,Benjamin-Porter,1029745.9400000001
V01760,Hill Inc,1025736.3600000001
V01188,"Adams, Quinn and Watson",1023351.68
V04045,"Howard, Cowan and Perry",1023314.0000000001
V00219,Williams-Brown,1020135.69
V00068,Novak and Sons,1017502.53
V02367,Moore Group,1012246.56
V03063,"Roth, Bailey and Garcia",1003853.4
V03895,Ellis Ltd,1003355.6000000001
V04650,"Lawrence, Castro and Fleming",1001508.56
V03303,"Miller, Hansen and Salas",996372.5100000001
V01787,Stephens-Young,988379.0
V04714,"Newman, George and Patrick",984467.74
V03016,Bowman LLC,982230.48
V04744,Ballard and Sons,977914.46
V00623,Pearson and Sons,975864.5
V03802,Hughes LLC,975850.6
V04478,"Woods, Thomas and Decker",975522.52
V01606,castillo and sons,975376.33
V01177,Kelley and Sons,972022.7999999999
V02649,Moore-Andrews,971694.45
V00297,Howard-Jordan,969609.36
V01648,"Roach, Browning and Jordan",969455.71
V03688,"Santos, Thomas and Mills",968353.46
V01398,"Mann, Martin and Oconnell",965083.95
V04382,Terry-Rogers,963479.6300000001
V01339,Bates PLC,962398.48
V04486,Compton-Morgan,961669.5
V03815,Green Group,960981.84
V02329,Edwards-Ramsey,958379.2999999999
V00610,Blevins-Ballard,957127.3300000001
V01436,Lowe Ltd,956775.9600000001
V04867,"King, Baker and Schmidt",956480.0000000001
V02409,"Peterson, Reid and Johnson",955210.6
V01984,Sawyer Group,949016.88
V01282,"blackwell, james and hogan",947752.91
V00409,Jackson-Meza,944605.2
V04416,Harvey Group,941288.4
