vendor_id,vendor_name,total_price_variance
V01759,Lambert-Nelson,684868.8
V04236,Howell PLC,684455.04
V04486,Compton-Morgan,683614.5
V03586,Elliott PLC,678479.8000000005
V00639,Holden Group,673438.03
V00525,Gonzalez-Taylor,669518.1500000001
V03352,"Figueroa, Mcpherson and Howard",666422.0999999999
V00833,"Ellison, Arias and Thompson",665565.47
V02555,Hernandez LLC,665532.34
V02291,Tate Ltd,662582.34
V03484,Allen Inc,662549.9500000002
V04824,"davis, obrien and barker",662358.1299999999
V01568,"Davis, Hardy and Schmidt",661956.0
V04256,Townsend-Hale,661880.4000000001
V03143,Case PLC,656742.0299999998
V00679,Wheeler Group,655387.7400000002
V00093,"Garcia, Humphrey and Baker",653638.8300000001
V00223,Sheppard LLC,653054.32
V03152,Bennett-Hudson,652189.8699999999
V03009,Hart-Myers,649513.5599999996
V02547,"Lee, Garcia and Larson",647747.3199999998
V01599,Williams Ltd,629381.31
V04998,Higgins-Walker,629186.6799999978
V03905,Jones-Butler,624431.0700000003
V01906,"Barker, Tucker and Mcclure",619216.6500000001
V04258,"Adkins, Duncan and Thompson",616707.909999999
V02947,Jordan and Sons,613682.7100000003
V00685,Young-Walter,606892.4999999999
V03442,Zhang PLC,603879.8400000001
V03637,Gould PLC,597738.8700000006
V03155,Rodriguez-White,593176.0999999999
V01594,Hobbs-Hamilton,583714.43
V02239,Green Ltd,581835.0
V04651,"Guerrero, Berry and Harrison",580464.5799999998
V00939,"Flores, Mckenzie and Duncan",580423.02
V00059,lee-davis,575610.5800000001
V03017,Nelson Inc,571896.9900000002
V00929,Nelson-Brown,570259.44
V04790,Webb-Murphy,570113.4600000001
V02334,Smith Ltd,562312.0599999999
V03416,Bryant-Elliott,556611.5400000003
V03732,"King, Garrett and Maddox",548417.52
V00301,"Thomas, Murray and King",541274.8999999999
V02238,Hayes-Russo,539376.12
V00457,Bishop-Goodwin,536845.25
V01262,Harris-Melton,533478.2
V04852,Dawson-Mcbride,527276.1499999998
V03613,"Gonzalez, Harrison and Washington",526079.11
V02347,Richards-Harris,519257.5200000005
V01188,"Adams, Quinn and Watson",516846.7200000001
V04170,Harris-Chase,511701.98
V01581,Smith-Johnson,504846.0100000001
V04757,Brooks-Bell,503720.08999999985
V00031,Burton Ltd,500872.32000000007
V01440,"Melton, Henry and Joyce",499951.69000000006
V00729,Nichols-Mitchell,498899.07
V02042,Johnson PLC,493561.5800000001
V03609,Hamilton Ltd,484052.06999999983
V00199,Ramirez Group,483707.19000000006
V02833,Padilla-Bennett,481235.0399999999
V03170,"Orozco, White and Brown",476852.2699999997
V00607,Stewart-Bailey,476523.7100000001
V02367,Moore Group,472527.6400000001
V01523,Huang LLC,469398.02999999956
V04416,Harvey Group,468838.5
V04237,Aguirre LLC,466925.76
V03063,"Roth, Bailey and Garcia",465426.0
V02791,"Ramirez, Lyons and Briggs",465327.00000000006
V00068,Novak and Sons,463958.49000000005
V01699,Ortiz-Miller,452413.47
V02595,"Brooks, Neal and Baldwin",451207.43
V00483,"Andrews, Higgins and Carter",450251.36000000034
V01448,"Hensley, Lopez and Baker",447681.52000000066
V03733,Roy Group,445137.5
V01059,Elliott-Hernandez,440652.5999999996
V00686,"Boyd, Gutierrez and Hill",434887.0899999994
V04904,Duncan Inc,434744.74000000005
V04397,Hardin Inc,434344.56
V01632,"Garcia, Stewart and Delacruz",432883.08
V03104,"Lewis, Montgomery and Robinson",432018.0100000006
V01515,Martinez-Gonzales,430184.0299999999
V00791,"Porter, Schultz and Allen",429486.42000000016
V02049,"Miller, Luna and Wallace",428183.91000000015
V02400,"Spencer, Torres and Newton",418691.0
V00427,Johnson-Wood,415506.00000000006
V00608,"Hill, Martinez and Rhodes",407732.7099999996
V04496,Mason LLC,406690.49
V03991,"Stevenson, Salinas and Williamson",405227.4599999995
V03028,Montoya and Sons,401148.22
V03096,Jenkins-Rogers,400536.14999999997
V03596,"Fischer, Johnson and Orr",396179.1000000001
V03822,Coleman-Harmon,395661.2799999998
V01753,Collins Inc,395399.3999999999
V01307,"Phillips, Walters and Evans",389644.5
V02168,"Morgan, Mendez and Cox",388686.8999999999
V02549,"Martinez, Hicks and Kelly",387698.5499999998
V00231,"Branch, Torres and Oliver",386979.4499999997
V00134,"carroll, sullivan and bass",381962.45999999996
V00391,frank-bradley,378671.0399999997
V04691,Mcclain and Sons,372805.0800000001
V02324,"Carroll, King and Scott",370175.7600000001
V01481,"King, Manning and Brady",369798.00000000023
V00636,Thompson Ltd,367928.0999999995
V01172,Hunt PLC,365603.92000000004
V04255,"Webb, Price and Jimenez",362529.5
V03268,Guzman-Rose,361682.5999999996
V01012,"Robinson, Fox and Smith",356267.73
V01663,Perez Group,352515.26
V02518,Smith-Simmons,349873.33999999997
V02879,Turner PLC,348734.1000000001
V03743,Hurst-Jackson,348428.6599999996
V00919,"Walters, Davenport and Becker",346271.25999999995
V01579,"Gardner, Brooks and Pierce",344641.11000000004
V01485,Garcia PLC,343754.52999999997
V02565,Robinson-Smith,342481.4799999999
V00967,"Howard, Townsend and Hayes",336617.70999999985
V00219,Williams-Brown,335184.6599999999
V00062,Powell LLC,334270.7999999998
V03060,Munoz and Sons,331130.88000000006
V03016,Bowman LLC,328677.30000000005
V03781,Gonzales PLC,328605.70000000007
V04732,Taylor-Williams,326906.1600000004
V00454,White Ltd,324473.44999999984
V03118,Benjamin-Porter,321537.04000000004
V04961,"Hodge, Bates and Burns",319923.02000000014
V04952,"Jones, Foster and Sanford",317587.2
V04523,Farrell PLC,312511.67
V04871,"Olsen, Payne and Butler",309816.28000000026
V01140,Taylor and Sons,309440.1500000001
V01091,Adams-Butler,303186.95000000077
V00924,"Yang, Wilson and Zimmerman",300440.57
V04396,Brown and Sons,300262.66000000003
V03325,"Wright, Rodriguez and Wilson",299937.03
V03218,Gordon Ltd,294689.8399999999
V03810,Brewer and Sons,293297.57000000007
V00271,"Thomas, Lee and Greene",290407.19999999995
V03015,Ferguson LLC,289179.8399999994
V03398,Taylor-Jacobson,285832.32
V02335,Stevens-Sullivan,285356.5
V03408,"Williamson, Reynolds and Fields",281403.76
V01856,"Hall, Vega and Price",280931.9
V01580,"King, Nixon and West",280543.74
V01575,Sandoval-Ferguson,277028.6
V04297,Kim-Thomas,273573.99999999953
V03867,"Wood, Carter and Stewart",271812.36
V03385,Bernard Group,270049.42000000004
V01623,Payne LLC,267531.74
V00113,"Rodriguez, Brennan and Garrison",266341.27999999956
V04511,Williams Inc,258545.7499999997
V00449,Lee-Cooke,258309.25999999978
V02732,Gray-Ruiz,257536.9200000005
V04756,Prince Inc,254407.59999999963
V04867,"King, Baker and Schmidt",254192.75000000012
V02035,"Estrada, Marsh and Chandler",252663.3
V03909,Carter Group,251964.0899999999
V01270,Rivera Ltd,249657.35999999993
V02797,Stevenson-Bauer,249226.0199999998
V03801,"Bennett, Ford and Sanchez",248278.5
V01700,"Smith, Khan and Ramirez",247202.82000000007
V02501,"Martinez, Stanton and Bennett",237289.91000000061
V01318,"Carpenter, Lynn and Howard",236386.31999999998
V03570,Newton-Martinez,231560.16000000027
V03608,Mann LLC,230001.9299999998
V02829,"Ortega, Solis and Warner",225613.73
V00300,Harvey-Allen,223855.37
V00119,May-Ross,221281.63999999998
V01207,Christian-Booth,220392.62000000034
V02960,Fisher PLC,217440.99
V02383,"Harrell, Moore and Cox",213910.7099999999
V03075,Reyes PLC,211211.22
V00495,Brown Group,207928.75
V03712,Miller-Booker,203628.33
V03355,"Gardner, Gaines and Archer",203582.19999999984
V00295,"Brennan, Wallace and Benson",196218.22
V02859,Chen-Wallace,195073.5
V00143,Gibson Ltd,193534.32000000007
V02776,"Martin, Carter and Gray",191345.46999999997
V01696,Ellis Group,189834.5200000003
V04957,Melton LLC,189262.41999999998
V03910,"Mack, Cox and Moran",186223.64
V04038,Martinez-Gould,186078.41999999993
V02899,Murphy Inc,185275.92000000022
V00972,Foster-Williams,183774.6399999999
V04893,Gay and Sons,183449.19000000006
V03835,evans-johnson,183356.91000000003
V04271,Smith-Allen,182986.77999999997
V04950,"Carpenter, Coffey and Wright",181617.52000000002
V04766,"Stevens, Howell and Mitchell",177838.08
V00487,"Hartman, Romero and Smith",173755.52
V00999,"Robinson, Huang and Osborne",172249.7
V01156,Bryant-Meyer,172056.25999999995
V04902,Day-Gonzalez,167343.83999999997
V03677,"Porter, Chung and Young",164364.75000000012
V04023,"Morgan, Rose and Schwartz",164117.6000000001
V02095,Smith Group,159310.8
V01150,Smith-Ferguson,158645.59999999998
V02043,Rhodes-Rosario,158383.98
V03976,Moore-Miranda,156887.28
V03039,"Christensen, Smith and Garcia",154866.86
V00327,Richards-Carson,152190.05999999994
V00981,Orr Group,148372.77000000025
V02516,Lee-Gregory,144459.08000000054
V04421,Acosta-Flores,142123.52000000002
V02109,Richardson-Lawrence,142109.55
V00161,Brown-Wall,141079.30000000005
V03512,"Robinson, Johnson and Swanson",141011.2999999998
V04414,"King, Webster and Brown",140625.42000000004
V04806,Sanchez-Ballard,140208.03999999992
V00482,Carlson-Smith,139255.45999999985
V02460,Chapman-Henry,138556.5199999999
V04218,Banks Group,137584.85000000033
V00623,Pearson and Sons,136007.09999999998
V01659,Miller-Chan,131829.5
V02786,Ortega-Gray,128532.34999999992
V03932,Schneider-Matthews,128027.52000000008
V03467,Young Inc,127345.17000000007
V01691,White Ltd,119074.09999999998
V03901,"Davidson, Lara and Massey",116302.2800000002
V02775,Sims-Weber,115032.88999999998
V01374,"Barnes, Hernandez and Davis",114938.78000000026
V00573,Luna-Gallagher,114539.88
V00170,Hooper PLC,112634.56
V04280,Montoya Group,112601.20000000019
V02267,"Harvey, Turner and Foster",111807.73999999999
V00382,Bruce-Villegas,110052.35
V04377,Hopkins-Cook,109607.95999999996
V02680,Howard-Robinson,108672.07999999999
V03784,Burke-Olson,100719.29999999999
V00799,"Terrell, Byrd and Ross",99645.11999999988
V00932,Moore-Ayala,99135.56000000006
V02036,Morgan-Rodriguez,97706.25
V00361,Henry Group,97407.0
V02141,"Jimenez, Wagner and Daniels",97327.2300000001
V00207,"Alvarez, Joseph and West",96214.01000000045
V02222,"Martinez, Camacho and Mathews",90336.69000000134
V00876,Alexander Inc,90299.43
V03226,Lopez-Delgado,90195.19999999995
V01595,Kane and Sons,84063.97999999998
V02938,Decker Inc,83830.28000000003
V03059,Mclean-Gillespie,83165.74999999977
V04525,Turner Group,82854.1599999998
V03693,"Espinoza, Wells and Stewart",81206.01
V01522,Daniels and Sons,81109.48
V04518,Clark-Arroyo,80531.73999999987
V04133,"Peterson, Nelson and Travis",78907.46000000002
V01068,Thompson-Joyce,78645.69999999998
V04805,Sullivan and Sons,78365.45
V01705,Williams Group,76185.54999999958
V02906,Rice Ltd,75737.87999999989
V01480,Martinez and Sons,70885.23999999999
V01028,Reed LLC,70681.04999999981
V01741,"Hodge, Mckinney and Nelson",70224.15000000037
V03295,Nelson-Jackson,66277.22
V04391,Maxwell Inc,64912.05999999901
V02752,Fitzgerald-Allen,63188.27000000025
V01689,Tate LLC,62383.7799999991
V02741,Hendricks Inc,60131.169999999925
V02348,"Gallegos, Myers and Cook",59587.219999999994
V04858,Gibson Ltd,58734.840000000084
V02281,Martin-Mcdonald,57175.200000000004
V00063,Wright and Sons,56766.479999999996
V01967,"Whitehead, Lane and Tran",55801.7999999997
V03747,Daniel Inc,55452.59999999998
V01323,Jackson-Edwards,54148.840000000084
V00779,Alexander-Jordan,50703.12000000104
V03214,Solis PLC,50361.39999999991
V04379,Navarro Inc,50140.419999999984
V01626,"Williams, Jackson and Campbell",50042.96000000001
V03508,Lopez-Jordan,49708.62000000011
V02375,"Adams, Hernandez and Vaughn",48196.100000000006
V02795,Schultz Inc,46667.6399999999
V02667,Clark-Williams,43605.71999999997
V02919,"Keith, Cervantes and Torres",42982.15000000014
V04564,"Stephens, Stone and Johnston",39487.8400000002
V03777,Booth-Smith,38776.3600000001
V01332,Hess PLC,37163.62999999971
V00122,Johnson-Carlson,36890.159999999974
V02527,"Coleman, Jones and Wright",36323.84
V00069,Russell Group,36094.869999999995
V03682,Williams Group,33703.67999999999
V01082,"Washington, Lynch and Johnson",33063.16
V01144,Welch-Thompson,32808.13
V03944,"Jones, Tran and Nichols",32646.320000000065
V03223,johnson ltd,29043.360000000044
V00913,Lewis-Livingston,26831.75
V02175,Knight PLC,25867.250000000015
V02922,Blair Inc,25483.23
V00754,Peterson PLC,24652.539999999994
V01625,"Barnett, Bennett and Escobar",24114.840000000004
V01419,"Frye, Walter and Li",22815.880000000005
V02057,Perry-Peters,22629.0
V03838,Martinez and Sons,22540.100000000442
V01433,Moss LLC,21116.809999999998
V03001,"Dawson, Snow and Malone",20542.040000000008
V03479,Tran Inc,19963.24000000002
V03165,Parrish Ltd,19742.14
V01525,"Wright, Wise and Ramos",17589.360000000102
V04152,"Mckee, Fisher and Long",17071.56000000052
V00168,Johnson-Rogers,16266.240000000002
V04102,Martinez-Bailey,15648.149999999994
V00591,"Williams, Castillo and Warren",15130.779999999999
V01314,Lee-White,14753.830000000075
V01615,Hanson-Alexander,14163.459999999963
V01261,"Edwards, Arnold and Smith",11553.849999999984
V04469,Wright-Bennett,11549.290000000008
V02241,Richardson-Long,10886.399999999994
V04504,Lewis-Herrera,10702.720000000001
V02643,"Warren, Gibson and Wood",9289.720000000001
V03081,Grant-Rosario,7336.039999999999
V02359,Barber-Harrison,7292.76
V04351,Alvarez-Padilla,6587.65000000014
V02885,Guzman and Sons,6141.7200000000885
V02245,Gonzalez-Haynes,3242.680000000022
V01988,Schmidt-Phillips,987.5
V01783,Allen-Sanchez,-491.9400000000005
V02990,"Smith, Arnold and Atkins",-2469.600000000006
V04591,Wells PLC,-3833.5199999999895
V00610,Blevins-Ballard,-5190.389999999956
V01964,Ellis-Jackson,-5582.199999999997
V03107,Delgado-Sullivan,-8069.220000000001
V02277,Stewart Group,-10332.66
V02425,"Fox, Chapman and Stone",-11255.280000000002
V04107,Parsons and Sons,-11378.559999999707
V03864,scott-johnson,-11613.750000000015
V02409,"Peterson, Reid and Johnson",-14643.060000000056
V04970,Franco-Stuart,-14838.619999999995
V03008,"Mata, Martin and Christensen",-17522.320000000007
V03124,Willis-Christian,-19855.920000000042
V02635,"Berry, Myers and James",-20968.020000000004
V04670,Reilly-Gibson,-21282.659999999974
V02061,"Singh, Walker and Moody",-21997.29
V00840,Miller Inc,-22059.859999999986
V02356,"Brown, Orozco and Butler",-22444.0
V00175,Ramirez-Bean,-23743.94
V00444,Collins Group,-25135.179999999993
V01317,King and Sons,-30590.490000000005
V02750,Hicks-Burns,-30834.720000000016
V04473,Griffin Group,-32378.709999999963
V04768,Stephenson Group,-33421.06999999983
V02194,Washington-Esparza,-37146.48000000001
V04734,"Flowers, Berry and Ramirez",-37910.20000000001
V02611,Johnson-Gonzalez,-47081.76000000001
V00769,Smith-Gutierrez,-48599.52000000008
V01282,"blackwell, james and hogan",-50513.16000000003
V03312,Hester-Parrish,-51071.799999998766
V01027,Rivera Inc,-52414.7
V00409,Jackson-Meza,-52560.20000000007
V02146,"Dalton, Turner and Mccarthy",-54624.95999999996
V04093,Gardner-Wilson,-57384.72
V04430,Kramer Group,-59272.919999999925
V02939,Evans-Carter,-63972.149999999994
V04986,Le-Coleman,-64872.09000000001
V03051,Smith and Sons,-67011.0
V01876,Douglas-Yoder,-68601.12
V04771,Fitzpatrick Group,-69501.90000000002
V03707,"Miranda, Rivera and Ingram",-73555.00000000003
V03478,"Franklin, Gray and Sutton",-76605.20000000007
V03468,"Strong, Warner and Cannon",-76835.18
V01688,"Salazar, Moore and Pierce",-77286.04999999993
V00358,"Williams, Logan and Camacho",-81828.91999999998
V02306,Price Group,-81861.78
V04866,"Phelps, Montoya and Barnett",-83681.87999999989
V03514,"Goodwin, Aguirre and Tran",-84873.59999999963
V01604,Baker-Ross,-86192.48000000056
V01152,"Lee, Rhodes and Sims",-88566.94
V03361,Roberts-Montes,-94562.5
V00362,Lam LLC,-94655.01000000059
V02405,"Sullivan, Gonzalez and Turner",-98012.95999999996
V00960,Bates-Anderson,-100554.12000000001
V02719,"Rivera, Allen and Ryan",-101311.38999999972
V04968,"Brown, Gibson and Turner",-104101.83000000015
V03168,Miller-Russo,-104675.12
V01746,Gentry Group,-107524.94999999972
V02559,Davidson and Sons,-108761.25
V04078,"Gonzalez, Robinson and Anderson",-109043.43
V04837,Pineda-Clark,-109834.67999999993
V00739,Walsh Ltd,-110122.09999999998
V00683,"Holder, Young and Hendricks",-110486.12000000011
V01701,"Grant, Bryan and Williams",-111277.76000000001
V00034,Frazier Inc,-113005.88999999966
V02694,Mcmillan-Martinez,-114105.18
V03228,Barber Group,-115259.8999999999
V00366,"Wilson, Pena and Rich",-118731.0
V04389,Sanchez and Sons,-119703.79999999999
V01851,Young-Alexander,-122412.06
V00673,Nunez-Stephens,-123027.5199999999
V01074,Miller PLC,-126615.3600000001
V00250,Ruiz Ltd,-128503.76000000001
V01287,Flores Inc,-129984.38000000012
V04322,richardson inc,-134951.04999999935
V03298,"Barron, Church and Gutierrez",-138347.83000000002
V00299,"Sparks, Jackson and Miller",-138687.83999999997
V02329,Edwards-Ramsey,-141176.40000000002
V01015,"Stark, Schroeder and Mathis",-142692.95999999996
V04196,Heath-Andersen,-142810.5
V04066,Rivera Group,-142871.8000000005
V00526,Hayes Ltd,-147196.0300000005
V04263,Rodgers-Warren,-147954.24000000022
V04645,Mejia Inc,-151742.49999999994
V02790,Johnson Inc,-156810.63999999966
V04657,Lee-Rogers,-163202.82000000007
V00307,Castaneda-Rodriguez,-166223.53999999975
V01240,Taylor PLC,-174345.24000000022
V02925,Hayden Group,-177696.0
V04357,Beck and Sons,-179168.9600000009
V04571,Bowman Group,-179434.07999999996
V03273,Lang Group,-183293.87999999995
V01692,Barnes LLC,-188329.76000000004
V04302,Bell and Sons,-189012.04
V00943,Cline-Ayala,-192805.89999999944
V00158,"Miller, Hernandez and Reyes",-193980.02000000002
V00647,Richardson-Walker,-199695.43999999994
V02796,"Nguyen, Wallace and Lawson",-199745.69999999995
V00770,Hardy PLC,-200631.41999999993
V03662,"Ferguson, Sanchez and Smith",-202245.9599999999
V01621,Cole-Johnson,-205067.78999999992
V04002,Andrews-Hoffman,-205417.76000000007
V04967,Hammond-Kennedy,-206214.27000000002
V01112,Marquez-Fletcher,-206385.90000000002
V04060,Barnes and Sons,-209036.52999999997
V03517,"Green, Horne and Mcdonald",-215424.36
V00101,Figueroa PLC,-216886.6000000001
V03079,"Robinson, Miller and Ward",-219239.7999999998
V04586,Scott Group,-220339.44000000003
V03269,Hoffman Ltd,-220942.12000000017
V04110,Ryan-Steele,-220998.50000000012
V01341,Knight PLC,-221240.30000000005
V02056,Davis-Ortiz,-223859.12
V02550,Hardy-Wallace,-228543.51
V01787,Stephens-Young,-229999.0
V02221,Fowler-Haynes,-230710.2000000002
V02630,Morgan-Barnes,-232607.68999999977
V03359,"Miles, Flowers and Martinez",-234372.6000000001
V02614,Lee-Munoz,-234530.0
V01128,Knox-Powers,-236956.22999999998
V00903,Abbott Ltd,-238685.18999999997
V01193,"Brown, Dunlap and Moore",-238758.63000000012
V01985,Clarke LLC,-244216.43
V02546,Gibson LLC,-247316.94000000003
V02716,Stewart-Buchanan,-249782.65000000002
V04188,Perry-Arnold,-251204.28000000003
V03565,Ortiz PLC,-252106.39000000004
V01111,"Owen, Walker and Franklin",-252633.05999999997
V02126,Morgan PLC,-253868.28000000026
V02688,Fisher Inc,-257480.09999999986
V02573,Gonzalez and Sons,-261012.9500000003
V01295,Bauer PLC,-261061.64000000013
V01146,Johnston and Sons,-267266.25
V04674,Edwards-Taylor,-268093.98
V01941,Montgomery PLC,-268227.55000000016
V03327,Patel LLC,-268961.0
V02016,"Wilkinson, Wallace and Torres",-269086.32000000007
V04850,Solomon-Le,-273230.87999999995
V03394,Wheeler-Short,-273289.39999999997
V02197,Clarke-Ramirez,-277089.9199999999
V01738,Morgan Group,-277113.5499999996
V03502,"Alexander, Duran and Benton",-278999.38
V03452,"Carey, Mason and Kelly",-280382.88
V04664,White-Holland,-282197.20000000007
V00550,Miller Ltd,-288521.4600000001
V03874,Duncan and Sons,-288931.62
V00786,Vargas PLC,-291506.45999999996
V03477,Ayala and Sons,-291891.59999999986
V00023,Perez Inc,-292089.17000000004
V00218,Erickson and Sons,-294131.44999999995
V03167,Thomas LLC,-299338.4199999999
V00202,White-Lewis,-303444.95999999996
V03274,Mooney Group,-311972.58
V01678,"Ellison, Vaughn and Mckee",-315816.83999999997
V02736,Blake LLC,-316932.77000000014
V00948,Oconnor PLC,-318411.2800000001
V00112,"Shields, Cochran and Adams",-319140.36
V03111,Allen and Sons,-322734.95999999973
V02765,Conrad Group,-324479.1300000001
V02213,Ferguson-Lyons,-330758.02
V04537,Simon and Sons,-338257.18000000005
V02316,Rhodes-Holland,-341806.69999999995
V02266,"Mckinney, Pacheco and Smith",-345160.7999999998
V04703,"Vega, Jackson and Powell",-345770.48
V00004,Davis and Sons,-346577.20999999973
V00937,Tran Ltd,-349767.09999999986
V02676,Jackson Inc,-351540.08999999997
V04338,White-Ramos,-352287.5600000001
V00268,Jimenez Ltd,-353137.4000000004
V03505,Brown PLC,-353383.63999999996
V04456,elliott-zamora,-355583.0399999989
V03802,Hughes LLC,-355753.7200000001
V00332,"Turner, Ortiz and Taylor",-362201.5599999996
V01335,"Kennedy, Rowe and Diaz",-363124.1000000001
V00022,"Watts, Robinson and Nguyen",-366919.9200000003
V03163,Brown-Stokes,-370121.1000000001
V04033,Fernandez Inc,-370929.64000000013
V01070,Henderson Ltd,-372977.79999999935
V04455,Li and Sons,-373609.3499999996
V03841,"Hoover, Carroll and Williams",-376536.0000000001
V02799,Hatfield-Vincent,-379499.52000000025
V04842,"Levy, Bowers and Huffman",-386585.46
V02446,"Murray, Cole and Cole",-386952.56
V01229,"Morgan, Sherman and Williams",-387117.43000000017
V01061,"Gutierrez, Avila and Perez",-387239.93999999994
V01060,"Contreras, Miller and Cooper",-388879.44
V04162,"Ritter, Baker and Leon",-396454.5999999996
V04538,Brown Ltd,-397363.68000000017
V00469,Brown-Shaw,-399868.1000000001
V00844,Dunn-Wilson,-400457.8500000001
V04924,"Fischer, Durham and Miller",-401451.27
V02081,Mccall-Martin,-401887.19999999995
V03299,Barnett-Boyd,-403080.57000000007
V03296,Silva Inc,-404594.04999999993
V02751,"Richardson, Brown and Cruz",-406556.41
V04355,"Ortiz, Hoffman and Fuller",-407119.30000000005
V00166,Medina-Navarro,-408568.44999999995
V01194,pruitt-webb,-409043.82000000007
V04662,"Thompson, Hardy and Walter",-410677.76
V00074,"Stanley, Tucker and Lee",-411131.30000000005
V03174,Sheppard Group,-411347.2800000005
V03304,"Holland, Foley and Neal",-414041.68999999994
V03068,Briggs-Wilson,-415583.52
V03339,Wheeler Group,-417219.6000000001
V04348,Harris-Hernandez,-418690.8000000003
V04192,Lara-Baker,-428264.2799999999
V02640,Johnson Ltd,-431151.6300000001
V04761,Jones-Rivera,-431600.9400000002
V01030,"Santiago, Daniel and Rogers",-431701.94999999995
V00228,"Duran, Obrien and Gibbs",-433134.7499999999
V02876,"Scott, Mullins and Miller",-433637.70999999996
V03345,Chavez-Navarro,-434058.4299999997
V04384,Anderson-Reed,-434103.71
V02207,Young Inc,-434861.77
V03850,Berry-Lewis,-435842.2400000001
V04515,"Hall, Zamora and Bridges",-436978.8899999999
V01542,Quinn-Smith,-437899.84
V02288,"Macdonald, Willis and Silva",-449943.3799999999
V03567,Yoder Group,-453482.18000000005
V04185,"Lucero, Sanchez and Perez",-454035.12
V03486,"Bradley, Ritter and Smith",-455707.19999999995
V03423,Bell Ltd,-457676.9400000003
V02201,Lester Group,-460759.59999999986
V02416,"Zhang, Cunningham and Kline",-462285.62
V01129,"Evans, Jackson and Sandoval",-463366.39999999997
V01219,Velasquez Group,-473992.64999999997
V03410,"Allen, Hunt and Lyons",-475161.59999999986
V04332,"Mueller, Cox and Ford",-480928.68000000087
V03883,Bradshaw and Sons,-481407.2799999999
V02850,Howe Inc,-482679.9599999995
V03264,Thomas-Edwards,-488338.1699999999
V03139,Ramirez LLC,-489021.9600000002
V02927,"Jennings, Rhodes and Patel",-489297.60000000015
V00521,Johnson and Sons,-496894.1999999997
V04487,Cooper-Jones,-501490.52000000025
V02487,"Pittman, Campbell and Martin",-502407.1199999999
V03697,Rivera-Brown,-502920.82000000053
V02905,Chapman-Roman,-506005.76
V02575,Morgan PLC,-511195.7100000004
V04555,"Daniels, Ward and Reynolds",-511302.18999999994
V00132,Spencer-Lee,-518229.13000000024
V02127,Martinez-Massey,-519430.7200000001
V00180,Howell and Sons,-520164.80000000075
V02517,"Byrd, Mendez and Becker",-520669.7100000004
V00378,Bell-Lane,-525898.8
V02659,"Quinn, Ellis and Bartlett",-534209.0100000001
V02110,Nunez-Rodriguez,-534414.2600000005
V01114,Stevens-Robinson,-535010.1
V01001,"Howard, Silva and Hall",-535025.5999999994
V04081,Wright LLC,-535382.4000000004
V01911,Levy-Smith,-536358.05
V00091,"Turner, Riggs and Roman",-536510.9099999997
V02112,"Perez, Rodriguez and Rollins",-545870.0
V03227,Phillips PLC,-546854.1599999998
V01162,"Wagner, Martinez and Dawson",-549460.09
V03857,Davis-Walker,-550433.9199999999
V00513,"Sullivan, Palmer and Brady",-554490.6100000001
V04076,Krueger-Barnett,-557355.9000000001
V02858,Hancock-Santos,-560699.0800000001
V01218,"Powers, Clements and Cox",-561623.04
V03347,Carey LLC,-565317.7500000001
V00269,Hicks-Hill,-566647.7899999997
V04512,"Fitzpatrick, Harris and Wolf",-572467.3799999998
V03121,Russell-Figueroa,-574293.72
V04402,"Lee, Roth and Erickson",-574992.53
V00812,"Wilson, Sweeney and Wong",-576690.0
V01309,"Thomas, Williams and Armstrong",-577767.8500000003
V03286,Cameron PLC,-578982.2699999999
V00338,Bass PLC,-580033.0800000001
V02855,Turner-Carlson,-582465.4700000007
V04073,"Alexander, Vincent and Pacheco",-589164.38
V02542,"Walton, Hall and Greene",-593794.8000000003
V03157,Gonzalez-Murphy,-593868.0800000001
V00305,"Evans, Hayden and Vaughn",-595281.72
V03831,Richardson-Small,-601653.6399999997
V02964,Anderson-Rosario,-604326.21
V00790,Fuentes Group,-604881.0999999999
V00675,Hill Ltd,-607285.56
V03409,Thomas Ltd,-608778.0700000003
V02039,Griffin Inc,-610710.77
V00935,Williams LLC,-621088.1200000001
V04382,Terry-Rogers,-621614.1599999999
V00805,"Hernandez, Cuevas and Webb",-624215.9199999997
V02853,"Morgan, Hamilton and Hernandez",-624832.2499999998
V04906,Montes Group,-626443.0399999996
V03275,Martinez and Sons,-647944.8
V02297,"Castillo, Fuller and Adams",-649436.2100000001
V02445,"Bass, Anderson and Taylor",-669246.5999999999
V04861,Lawrence-Hanna,-670006.7500000001
V02822,Boone Group,-671111.2300000001
V02753,Dorsey LLC,-675218.4299999999
V03445,Cervantes-Stokes,-675942.53
V01253,Vega-Thomas,-682527.4700000001
V03042,Thomas-Burton,-688988.56
V02911,Woods-Anderson,-693048.2899999995
V04238,Rodriguez-Vega,-695562.09
V01273,"Turner, Tyler and Pierce",-704927.35
V01339,Bates PLC,-707745.5999999999
V00090,Moore-Bass,-707825.3800000001
V04744,Ballard and Sons,-710759.7999999998
V03525,Ford-Gonzales,-722963.2399999998
V02033,"Cantrell, Rivera and Thornton",-725389.0
V02103,Wyatt Ltd,-726225.5
V00436,Cox LLC,-734870.869999998
V00033,"Ferrell, Rice and Maddox",-739525.6
V01512,Flores and Sons,-740407.3999999999
V02150,Alvarez-Dickerson,-740925.48
V04174,Stout-Graves,-742630.7200000001
V01889,Baldwin-Garcia,-744367.0800000003
V00344,Davis-Lewis,-754761.7799999984
